Area,MTU,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Oil shale  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Marine  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
Bulgaria (BG),02.01.2018 19:00 - 02.01.2018 20:00 (CET),28,2334,0,307,68,0,0,0,0,301,154,403,0,2107,0,0,0,4,0,70
Bulgaria (BG),02.01.2018 20:00 - 02.01.2018 21:00 (CET),27,2285,0,324,68,0,0,0,0,301,156,250,0,2108,0,0,0,4,0,82
Bulgaria (BG),02.01.2018 21:00 - 02.01.2018 22:00 (CET),27,2268,0,334,69,0,0,0,0,200,154,228,0,2107,0,0,0,4,0,111
Bulgaria (BG),02.01.2018 22:00 - 02.01.2018 23:00 (CET),27,2119,0,324,69,0,0,0,0,0,139,229,0,2105,0,0,0,4,0,123
Bulgaria (BG),02.01.2018 23:00 - 03.01.2018 00:00 (CET),28,1919,0,315,69,0,0,0,0,0,101,9,0,2105,0,0,0,4,0,161
Bulgaria (BG),03.01.2018 00:00 - 03.01.2018 01:00 (CET),28,1849,0,318,69,0,0,0,0,0,101,9,0,2105,0,0,0,4,0,141
Bulgaria (BG),03.01.2018 01:00 - 03.01.2018 02:00 (CET),28,1855,0,317,69,0,0,0,0,0,99,9,0,2105,0,0,0,4,0,143
Bulgaria (BG),03.01.2018 02:00 - 03.01.2018 03:00 (CET),28,1850,0,316,69,0,0,0,0,0,98,9,0,2104,0,0,0,4,0,178
Bulgaria (BG),03.01.2018 03:00 - 03.01.2018 04:00 (CET),28,1910,0,316,68,0,0,0,0,0,96,9,0,2107,0,0,0,4,0,202
Bulgaria (BG),03.01.2018 04:00 - 03.01.2018 05:00 (CET),28,1862,0,308,70,0,0,0,0,0,96,9,0,2105,0,0,0,4,0,236
Bulgaria (BG),03.01.2018 05:00 - 03.01.2018 06:00 (CET),27,1979,0,316,70,0,0,0,0,0,112,9,0,2104,0,0,0,4,0,114
Bulgaria (BG),03.01.2018 06:00 - 03.01.2018 07:00 (CET),28,2254,0,315,70,0,0,0,0,0,125,170,0,2108,0,0,0,4,0,77
Bulgaria (BG),03.01.2018 07:00 - 03.01.2018 08:00 (CET),28,2360,0,316,70,0,0,0,0,0,152,368,0,2107,0,0,13,4,0,76
Bulgaria (BG),03.01.2018 08:00 - 03.01.2018 09:00 (CET),29,2528,0,312,70,0,0,0,0,0,157,317,0,2106,0,0,78,4,0,89
Bulgaria (BG),03.01.2018 09:00 - 03.01.2018 10:00 (CET),29,2437,0,311,70,0,0,0,0,0,155,264,0,2106,0,0,167,4,0,125
Bulgaria (BG),03.01.2018 10:00 - 03.01.2018 11:00 (CET),29,2197,0,314,70,0,0,0,0,0,152,134,0,2106,0,0,242,4,0,218
Bulgaria (BG),03.01.2018 11:00 - 03.01.2018 12:00 (CET),28,2194,0,311,70,0,0,0,0,0,147,57,0,2106,0,0,300,4,0,207
Bulgaria (BG),03.01.2018 12:00 - 03.01.2018 13:00 (CET),26,2245,0,286,70,0,0,0,0,0,148,19,0,2104,0,0,304,4,0,167
Bulgaria (BG),03.01.2018 13:00 - 03.01.2018 14:00 (CET),27,2232,0,267,69,0,0,0,0,0,147,44,0,2106,0,0,268,5,0,105
Bulgaria (BG),03.01.2018 14:00 - 03.01.2018 15:00 (CET),28,2329,0,281,69,0,0,0,0,1,148,131,0,2106,0,0,150,5,0,39
Bulgaria (BG),03.01.2018 15:00 - 03.01.2018 16:00 (CET),29,2395,0,285,69,0,0,0,0,143,141,194,0,2107,0,0,28,4,0,12
Bulgaria (BG),03.01.2018 16:00 - 03.01.2018 17:00 (CET),28,2461,0,293,68,0,0,0,0,487,122,196,0,2108,0,0,0,4,0,14
Bulgaria (BG),03.01.2018 17:00 - 03.01.2018 18:00 (CET),28,2553,0,290,68,0,0,0,0,495,117,470,0,2106,0,0,0,4,0,8
Bulgaria (BG),03.01.2018 18:00 - 03.01.2018 19:00 (CET),27,2537,0,297,68,0,0,0,0,457,112,502,0,2105,0,0,0,4,0,7
Bulgaria (BG),03.01.2018 19:00 - 03.01.2018 20:00 (CET),27,2555,0,299,68,0,0,0,0,506,132,250,0,2107,0,0,0,4,0,9
Bulgaria (BG),03.01.2018 20:00 - 03.01.2018 21:00 (CET),27,2564,0,299,70,0,0,0,0,339,144,210,0,2105,0,0,0,4,0,15
Bulgaria (BG),03.01.2018 21:00 - 03.01.2018 22:00 (CET),27,2513,0,295,70,0,0,0,0,203,134,224,0,2106,0,0,0,4,0,11
Bulgaria (BG),03.01.2018 22:00 - 03.01.2018 23:00 (CET),28,2398,0,302,70,0,0,0,0,0,120,232,0,2108,0,0,11,4,0,13
Bulgaria (BG),03.01.2018 23:00 - 04.01.2018 00:00 (CET),27,2112,0,309,69,0,0,0,0,0,104,9,0,2107,0,0,0,4,0,12
Bulgaria (BG),04.01.2018 00:00 - 04.01.2018 01:00 (CET),27,2064,0,311,69,0,0,0,0,0,133,9,0,2107,0,0,0,4,0,29
Bulgaria (BG),04.01.2018 01:00 - 04.01.2018 02:00 (CET),26,2018,0,311,68,0,0,0,0,0,129,9,0,2107,0,0,0,4,0,24
Bulgaria (BG),04.01.2018 02:00 - 04.01.2018 03:00 (CET),26,2045,0,313,68,0,0,0,0,0,98,9,0,2105,0,0,0,5,0,26
Bulgaria (BG),04.01.2018 03:00 - 04.01.2018 04:00 (CET),26,2082,0,313,68,0,0,0,0,0,89,9,0,2106,0,0,0,5,0,26
Bulgaria (BG),04.01.2018 04:00 - 04.01.2018 05:00 (CET),27,2046,0,309,68,0,0,0,0,0,93,9,0,2107,0,0,0,5,0,40
Bulgaria (BG),04.01.2018 05:00 - 04.01.2018 06:00 (CET),28,2307,0,310,67,0,0,0,0,0,105,9,0,2108,0,0,0,5,0,24
Bulgaria (BG),04.01.2018 06:00 - 04.01.2018 07:00 (CET),28,2463,0,311,68,0,0,0,0,0,115,283,0,2108,0,0,0,5,0,26
Bulgaria (BG),04.01.2018 07:00 - 04.01.2018 08:00 (CET),28,2529,0,306,68,0,0,0,0,0,145,455,0,2110,0,0,13,5,0,26
Bulgaria (BG),04.01.2018 08:00 - 04.01.2018 09:00 (CET),28,2694,0,303,68,0,0,0,0,0,147,456,0,2106,0,0,54,5,0,19
Bulgaria (BG),04.01.2018 09:00 - 04.01.2018 10:00 (CET),28,2751,0,304,68,0,0,0,0,0,148,331,0,2107,0,0,99,5,0,13
Bulgaria (BG),04.01.2018 10:00 - 04.01.2018 11:00 (CET),28,2744,0,297,71,0,0,0,0,0,140,311,0,2107,0,0,146,5,0,13
Bulgaria (BG),04.01.2018 11:00 - 04.01.2018 12:00 (CET),28,2722,0,301,70,0,0,0,0,0,135,183,0,2108,0,0,169,5,0,25
Bulgaria (BG),04.01.2018 12:00 - 04.01.2018 13:00 (CET),28,2632,0,301,69,0,0,0,0,0,140,193,0,2106,0,0,204,5,0,31
Bulgaria (BG),04.01.2018 13:00 - 04.01.2018 14:00 (CET),28,2639,0,302,69,0,0,0,0,0,138,150,0,2106,0,0,173,5,0,25
Bulgaria (BG),04.01.2018 14:00 - 04.01.2018 15:00 (CET),28,2672,0,301,69,0,0,0,0,0,136,150,0,2108,0,0,79,4,0,30
Bulgaria (BG),04.01.2018 15:00 - 04.01.2018 16:00 (CET),27,2676,0,302,69,0,0,0,0,200,138,192,0,2106,0,0,14,4,0,25
Bulgaria (BG),04.01.2018 16:00 - 04.01.2018 17:00 (CET),27,2704,0,303,69,0,0,0,0,202,140,555,0,2106,0,0,0,4,0,23
Bulgaria (BG),04.01.2018 17:00 - 04.01.2018 18:00 (CET),28,2827,0,307,69,0,0,0,0,404,135,517,0,2106,0,0,0,4,0,23
Bulgaria (BG),04.01.2018 18:00 - 04.01.2018 19:00 (CET),27,2843,0,308,69,0,0,0,0,383,112,537,0,2106,0,0,0,4,0,30
Bulgaria (BG),04.01.2018 19:00 - 04.01.2018 20:00 (CET),27,2839,0,308,69,0,0,0,0,316,108,228,0,2111,0,0,0,4,0,36
Bulgaria (BG),04.01.2018 20:00 - 04.01.2018 21:00 (CET),28,2844,0,310,69,0,0,0,0,152,107,199,0,2108,0,0,0,4,0,42
Bulgaria (BG),04.01.2018 21:00 - 04.01.2018 22:00 (CET),28,2722,0,312,69,0,0,0,0,0,139,220,0,2106,0,0,0,3,0,51
Bulgaria (BG),04.01.2018 22:00 - 04.01.2018 23:00 (CET),28,2481,0,311,69,0,0,0,0,0,131,56,0,2105,0,0,0,3,0,32
Bulgaria (BG),04.01.2018 23:00 - 05.01.2018 00:00 (CET),30,2371,0,316,70,0,0,0,0,0,94,9,0,2105,0,0,0,3,0,104
Bulgaria (BG),05.01.2018 00:00 - 05.01.2018 01:00 (CET),30,2341,0,328,69,0,0,0,0,0,91,9,0,2104,0,0,0,3,0,52
Bulgaria (BG),05.01.2018 01:00 - 05.01.2018 02:00 (CET),29,2269,0,328,68,0,0,0,0,0,87,9,0,2107,0,0,0,3,0,49
Bulgaria (BG),05.01.2018 02:00 - 05.01.2018 03:00 (CET),29,2332,0,329,68,0,0,0,0,0,87,9,0,2109,0,0,0,3,0,28
Bulgaria (BG),05.01.2018 03:00 - 05.01.2018 04:00 (CET),30,2266,0,320,68,0,0,0,0,0,87,9,0,2106,0,0,0,3,0,33
Bulgaria (BG),05.01.2018 04:00 - 05.01.2018 05:00 (CET),30,2313,0,319,70,0,0,0,0,0,88,9,0,2109,0,0,0,3,0,30
Bulgaria (BG),05.01.2018 05:00 - 05.01.2018 06:00 (CET),29,2478,0,330,70,0,0,0,0,0,100,9,0,2107,0,0,0,3,0,38
Bulgaria (BG),05.01.2018 06:00 - 05.01.2018 07:00 (CET),29,2564,0,327,69,0,0,0,0,0,125,238,0,2109,0,0,0,3,0,29
Bulgaria (BG),05.01.2018 07:00 - 05.01.2018 08:00 (CET),32,2599,0,327,68,0,0,0,0,0,148,389,0,2106,0,0,77,4,0,14
Bulgaria (BG),05.01.2018 08:00 - 05.01.2018 09:00 (CET),30,2628,0,323,68,0,0,0,0,0,148,227,0,2106,0,0,292,4,0,9
Bulgaria (BG),05.01.2018 09:00 - 05.01.2018 10:00 (CET),31,2400,0,320,68,0,0,0,0,0,159,55,0,2107,0,0,486,4,0,4
Bulgaria (BG),05.01.2018 10:00 - 05.01.2018 11:00 (CET),32,2262,0,318,71,0,0,0,0,0,149,39,0,2103,0,0,574,4,0,6
Bulgaria (BG),05.01.2018 11:00 - 05.01.2018 12:00 (CET),32,2228,0,318,68,0,0,0,0,0,148,9,0,2104,0,0,557,4,0,17
Bulgaria (BG),05.01.2018 12:00 - 05.01.2018 13:00 (CET),31,2358,0,318,69,0,0,0,0,0,146,9,0,2106,0,0,421,4,0,28
Bulgaria (BG),05.01.2018 13:00 - 05.01.2018 14:00 (CET),32,2446,0,317,70,0,0,0,0,0,138,9,0,2107,0,0,274,4,0,36
Bulgaria (BG),05.01.2018 14:00 - 05.01.2018 15:00 (CET),31,2399,0,318,70,0,0,0,0,22,123,9,0,2106,0,0,130,4,0,33
Bulgaria (BG),05.01.2018 15:00 - 05.01.2018 16:00 (CET),32,2501,0,319,70,0,0,0,0,147,117,37,0,2106,0,0,18,3,0,37
Bulgaria (BG),05.01.2018 16:00 - 05.01.2018 17:00 (CET),32,2522,0,317,70,0,0,0,0,381,115,317,0,2105,0,0,0,3,0,49
Bulgaria (BG),05.01.2018 17:00 - 05.01.2018 18:00 (CET),31,2639,0,320,70,0,0,0,0,403,139,491,0,2105,0,0,0,3,0,62
Bulgaria (BG),05.01.2018 18:00 - 05.01.2018 19:00 (CET),32,2654,0,327,68,0,0,0,0,402,149,478,0,2105,0,0,0,3,0,60
Bulgaria (BG),05.01.2018 19:00 - 05.01.2018 20:00 (CET),33,2660,0,323,69,0,0,0,0,405,146,208,0,2106,0,0,0,3,0,46
Bulgaria (BG),05.01.2018 20:00 - 05.01.2018 21:00 (CET),32,2630,0,323,70,0,0,0,0,219,137,89,0,2106,0,0,0,4,0,77
Bulgaria (BG),05.01.2018 21:00 - 05.01.2018 22:00 (CET),32,2496,0,325,70,0,0,0,0,171,106,89,0,2105,0,0,0,4,0,113
Bulgaria (BG),05.01.2018 22:00 - 05.01.2018 23:00 (CET),31,2401,0,322,70,0,0,0,0,101,100,44,0,2106,0,0,0,4,0,121
Bulgaria (BG),05.01.2018 23:00 - 06.01.2018 00:00 (CET),31,2220,0,326,68,0,0,0,0,0,92,9,0,2106,0,0,0,4,0,105
Bulgaria (BG),06.01.2018 00:00 - 06.01.2018 01:00 (CET),32,2095,0,326,68,0,0,0,0,0,89,9,0,2110,0,0,0,4,0,74
Bulgaria (BG),06.01.2018 01:00 - 06.01.2018 02:00 (CET),33,2102,0,327,67,0,0,0,0,0,86,9,0,2108,0,0,0,4,0,52
Bulgaria (BG),06.01.2018 02:00 - 06.01.2018 03:00 (CET),32,2117,0,326,67,0,0,0,0,0,84,9,0,2107,0,0,0,4,0,39
Bulgaria (BG),06.01.2018 03:00 - 06.01.2018 04:00 (CET),33,2125,0,330,67,0,0,0,0,0,83,9,0,2106,0,0,0,4,0,25
Bulgaria (BG),06.01.2018 04:00 - 06.01.2018 05:00 (CET),33,2118,0,327,67,0,0,0,0,0,86,9,0,2104,0,0,0,4,0,18
Bulgaria (BG),06.01.2018 05:00 - 06.01.2018 06:00 (CET),32,2132,0,333,68,0,0,0,0,0,116,9,0,2105,0,0,0,3,0,15
Bulgaria (BG),06.01.2018 06:00 - 06.01.2018 07:00 (CET),33,2172,0,325,68,0,0,0,0,0,134,9,0,2107,0,0,1,3,0,27
Bulgaria (BG),06.01.2018 07:00 - 06.01.2018 08:00 (CET),33,2264,0,331,68,0,0,0,0,0,152,149,0,2107,0,0,71,4,0,30
Bulgaria (BG),06.01.2018 08:00 - 06.01.2018 09:00 (CET),32,2262,0,327,66,0,0,0,0,0,154,368,0,2105,0,0,272,3,0,47
Bulgaria (BG),06.01.2018 09:00 - 06.01.2018 10:00 (CET),33,2231,0,327,66,0,0,0,0,0,155,132,0,2104,0,0,480,3,0,72
Bulgaria (BG),06.01.2018 10:00 - 06.01.2018 11:00 (CET),34,2068,0,322,67,0,0,0,0,0,153,16,0,2109,0,0,617,3,0,76
Bulgaria (BG),06.01.2018 11:00 - 06.01.2018 12:00 (CET),34,1978,0,318,67,0,0,0,0,0,147,9,0,2109,0,0,646,3,0,80
Bulgaria (BG),06.01.2018 12:00 - 06.01.2018 13:00 (CET),34,2006,0,318,66,0,0,0,0,0,130,9,0,2107,0,0,607,4,0,76
Bulgaria (BG),06.01.2018 13:00 - 06.01.2018 14:00 (CET),32,2011,0,316,68,0,0,0,0,0,108,9,0,2105,0,0,474,4,0,83
Bulgaria (BG),06.01.2018 14:00 - 06.01.2018 15:00 (CET),32,2017,0,318,69,0,0,0,0,0,101,39,0,2106,0,0,248,4,0,89
Bulgaria (BG),06.01.2018 15:00 - 06.01.2018 16:00 (CET),32,2035,0,319,69,0,0,0,0,149,96,158,0,2107,0,0,45,4,0,107
Bulgaria (BG),06.01.2018 16:00 - 06.01.2018 17:00 (CET),33,2084,0,318,69,0,0,0,0,206,125,593,0,2107,0,0,0,4,0,144
Bulgaria (BG),06.01.2018 17:00 - 06.01.2018 18:00 (CET),34,2179,0,321,69,0,0,0,0,325,147,645,0,2108,0,0,0,4,0,174
Bulgaria (BG),06.01.2018 18:00 - 06.01.2018 19:00 (CET),34,2102,0,325,67,0,0,0,0,408,148,469,0,2109,0,0,0,4,0,173
Bulgaria (BG),06.01.2018 19:00 - 06.01.2018 20:00 (CET),33,2106,0,326,67,0,0,0,0,327,150,287,0,2108,0,0,0,4,0,189
Bulgaria (BG),06.01.2018 20:00 - 06.01.2018 21:00 (CET),33,2154,0,326,69,0,0,0,0,183,125,157,0,2107,0,0,0,4,0,172
Bulgaria (BG),06.01.2018 21:00 - 06.01.2018 22:00 (CET),33,2206,0,326,68,0,0,0,0,189,102,47,0,2108,0,0,0,4,0,154
Bulgaria (BG),06.01.2018 22:00 - 06.01.2018 23:00 (CET),33,2188,0,325,68,0,0,0,0,1,100,9,0,2106,0,0,0,4,0,216
Bulgaria (BG),06.01.2018 23:00 - 07.01.2018 00:00 (CET),33,2014,0,327,67,0,0,0,0,0,86,9,0,2105,0,0,0,4,0,285
Bulgaria (BG),07.01.2018 00:00 - 07.01.2018 01:00 (CET),33,1829,0,329,68,0,0,0,0,0,85,9,0,2105,0,0,0,4,0,325
Bulgaria (BG),07.01.2018 01:00 - 07.01.2018 02:00 (CET),33,1842,0,326,68,0,0,0,0,0,79,9,0,2106,0,0,0,4,0,286
Bulgaria (BG),07.01.2018 02:00 - 07.01.2018 03:00 (CET),33,1825,0,328,69,0,0,0,0,0,78,9,0,2107,0,0,0,4,0,286
Bulgaria (BG),07.01.2018 03:00 - 07.01.2018 04:00 (CET),34,1808,0,328,69,0,0,0,0,0,78,9,0,2107,0,0,0,4,0,289
Bulgaria (BG),07.01.2018 04:00 - 07.01.2018 05:00 (CET),34,1904,0,329,68,0,0,0,0,0,80,9,0,2109,0,0,0,5,0,288
Bulgaria (BG),07.01.2018 05:00 - 07.01.2018 06:00 (CET),34,1880,0,328,68,0,0,0,0,0,90,9,0,2109,0,0,0,4,0,247
Bulgaria (BG),07.01.2018 06:00 - 07.01.2018 07:00 (CET),34,1950,0,330,69,0,0,0,0,0,95,9,0,2108,0,0,0,4,0,227
Bulgaria (BG),07.01.2018 07:00 - 07.01.2018 08:00 (CET),33,1872,0,326,70,0,0,0,0,0,126,140,0,2105,0,0,58,4,0,208
Bulgaria (BG),07.01.2018 08:00 - 07.01.2018 09:00 (CET),34,1961,0,326,70,0,0,0,0,0,138,310,0,2105,0,0,237,4,0,166
Bulgaria (BG),07.01.2018 09:00 - 07.01.2018 10:00 (CET),34,1965,0,325,70,0,0,0,0,0,137,178,0,2107,0,0,416,4,0,105
Bulgaria (BG),07.01.2018 10:00 - 07.01.2018 11:00 (CET),33,1996,0,318,67,0,0,0,0,0,141,46,0,2108,0,0,534,4,0,40
Bulgaria (BG),07.01.2018 11:00 - 07.01.2018 12:00 (CET),33,1954,0,319,69,0,0,0,0,0,137,9,0,2107,0,0,576,5,0,26
Bulgaria (BG),07.01.2018 12:00 - 07.01.2018 13:00 (CET),32,1901,0,318,69,0,0,0,0,0,127,9,0,2106,0,0,556,5,0,20
Bulgaria (BG),07.01.2018 13:00 - 07.01.2018 14:00 (CET),32,2030,0,316,69,0,0,0,0,0,105,13,0,2107,0,0,430,5,0,16
