time,from,to
5683,0,524
5684,0,413
5685,0,2177
5686,0,629
5687,0,422
5688,0,838
5689,0,258
5690,0,792
5691,0,1018
5692,0,749
5693,0,596
5694,0,514
5695,0,368
5696,0,445
5697,0,209
5698,0,-47
5699,0,-150
5700,0,-256
5701,0,115
5702,0,-77
5703,0,97
5704,0,10
5705,0,147
5706,0,349
5707,0,-221
5708,0,811
5709,0,743
5710,0,615
5711,0,-27
5712,0,295
5713,0,-304
5714,0,342
5715,0,684
5716,0,493
5717,0,418
5718,0,595
5719,0,855
5720,0,288
5721,0,1057
5722,0,-45
5723,0,370
5724,0,606
5725,0,1085
5726,0,635
5727,0,243
5728,0,570
5729,0,220
5730,0,-168
5731,0,33
5732,0,1610
5733,0,2112
5734,0,313
5735,0,1417
5736,0,1381
5737,0,-123
5738,0,225
5739,0,294
5740,0,1550
5741,0,1914
5742,0,334
5743,0,-719
5744,0,325
5745,0,693
5746,0,-390
5747,0,-454
5748,0,1072
5749,0,1163
5750,0,-728
5751,0,214
5752,0,-841
5753,0,232
5754,0,488
5755,0,662
5756,0,1130
5757,0,1221
5758,0,516
5759,0,1915
5760,0,220
5761,0,-216
5762,0,483
5763,0,394
5764,0,493
5765,0,522
5766,0,-8
5767,0,140
5768,0,-468
5769,0,673
5770,0,-580
5771,0,54
5772,0,1136
5773,0,357
5774,0,515
5775,0,162
5776,0,-157
5777,0,-156
5778,0,-1360
5779,0,47
5780,0,566
5781,0,1931
5782,0,203
5783,0,1062
5784,0,747
5785,0,367
5786,0,1091
5787,0,1680
5788,0,1883
5789,0,1776
5790,0,334
5791,0,-2172
5792,0,1018
5793,0,605
5794,0,-334
5795,0,-121
5796,0,1316
5797,0,967
5798,0,134
5799,0,-404
5800,0,-306
5801,0,556
5802,0,-765
5803,0,-723
5804,0,1117
5805,0,1547
5806,0,129
5807,0,1633
5808,0,544
5809,0,-109
5810,0,90
5811,0,408
5812,0,422
5813,0,408
5814,0,-335
5815,0,-1717
5816,0,251
5817,0,572
5818,0,280
5819,0,-173
5820,0,594
5821,0,1544
5822,0,-307
5823,0,-929
5824,0,105
5825,0,-577
5826,0,-1454
5827,0,-424
5828,0,306
5829,0,1875
5830,0,143
5831,0,927
5832,0,874
5833,0,-171
5834,0,423
5835,0,1238
5836,0,1582
5837,0,1309
5838,0,1933
5839,0,1365
5840,0,31
5841,0,349
5842,0,654
5843,0,244
5844,0,184
5845,0,202
5846,0,-81
5847,0,41
5848,0,-72
5849,0,29
5850,0,-731
5851,0,-293
5852,0,1632
5853,0,1214
5854,0,243
5855,0,-244
5856,0,1184
5857,0,145
5858,0,495
5859,0,1546
5860,0,1282
5861,0,1237
5862,0,1110
5863,0,1050
5864,0,1210
5865,0,967
5866,0,852
5867,0,458
5868,0,99
5869,0,580
5870,0,299
5871,0,-1
5872,0,102
5873,0,632
5874,0,550
5875,0,-209
5876,0,945
5877,0,1418
5878,0,669
5879,0,705
5880,0,58
5881,0,17
5882,0,-165
5883,0,611
5884,0,771
5885,0,831
5886,0,928
5887,0,-339
5888,0,622
5889,0,1603
5890,0,388
5891,0,542
5892,0,869
5893,0,747
5894,0,-334
5895,0,-29
5896,0,113
5897,0,385
5898,0,-534
5899,0,-316
5900,0,829
5901,0,1414
5902,0,380
5903,0,140
5904,0,592
5905,0,47
5906,0,701
5907,0,1078
5908,0,997
5909,0,1154
5910,0,208
5911,0,-83
5912,0,1870
5913,0,1201
5914,0,709
5915,0,434
5916,0,1039
5917,0,1204
5918,0,944
5919,0,538
5920,0,692
5921,0,758
5922,0,-164
5923,0,-88
5924,0,1658
5925,0,2022
5926,0,818
5927,0,346
5928,0,438
5929,0,307
5930,0,545
5931,0,698
5932,0,689
5933,0,641
5934,0,-207
5935,0,948
5936,0,529
5937,0,1036
5938,0,405
5939,0,470
5940,0,223
5941,0,467
5942,0,207
5943,0,-180
5944,0,421
5945,0,-51
5946,0,-1367
5947,0,915
5948,0,1258
5949,0,2205
5950,0,-313
5951,0,456
5952,0,1767
5953,0,-280
5954,0,728
5955,0,716
5956,0,614
5957,0,187
5958,0,-636
5959,0,121
5960,0,-38
5961,0,1063
5962,0,723
5963,0,1049
5964,0,1032
5965,0,1027
5966,0,226
5967,0,82
5968,0,184
5969,0,-360
5970,0,-176
5971,0,349
5972,0,1829
5973,0,2041
5974,0,1091
5975,0,51
5976,0,273
5977,0,1193
5978,0,1355
5979,0,1398
5980,0,1037
5981,0,1185
5982,0,-705
5983,0,88
5984,0,229
5985,0,484
5986,0,833
5987,0,1312
5988,0,1565
5989,0,795
5990,0,86
5991,0,11
5992,0,148
5993,0,787
5994,0,835
5995,0,718
5996,0,1240
5997,0,1277
5998,0,1110
5999,0,235
6000,0,681
6001,0,266
6002,0,901
6003,0,937
6004,0,1259
6005,0,1499
6006,0,1335
6007,0,1356
6008,0,1068
6009,0,1120
6010,0,626
6011,0,912
6012,0,485
6013,0,622
6014,0,590
6015,0,-356
6016,0,544
6017,0,482
6018,0,372
6019,0,509
6020,0,1137
6021,0,1165
6022,0,114
6023,0,-20
6024,0,660
6025,0,71
6026,0,216
6027,0,744
6028,0,1069
6029,0,1284
6030,0,1249
6031,0,1005
6032,0,1029
6033,0,1376
6034,0,1086
6035,0,354
6036,0,-67
6037,0,223
6038,0,-142
6039,0,-404
6040,0,-154
6041,0,411
6042,0,508
6043,0,-828
6044,0,619
6045,0,2159
6046,0,452
6047,0,-52
6048,0,387
6049,0,166
6050,0,707
6051,0,1408
6052,0,1142
6053,0,1751
6054,0,1074
6055,0,-69
6056,0,-682
6057,0,327
6058,0,-168
6059,0,690
6060,0,419
6061,0,289
6062,0,27
6063,0,6
6064,0,249
6065,0,381
6066,0,-705
6067,0,-1151
6068,0,1272
6069,0,2829
6070,0,736
6071,0,150
6072,0,458
6073,0,620
6074,0,697
6075,0,868
6076,0,710
6077,0,965
6078,0,1405
6079,0,1043
6080,0,253
6081,0,1109
6082,0,154
6083,0,315
6084,0,847
6085,0,918
6086,0,361
6087,0,587
6088,0,519
6089,0,607
6090,0,-178
6091,0,-1077
6092,0,1042
6093,0,2759
6094,0,-257
6095,0,829
6096,0,910
6097,0,-37
6098,0,534
6099,0,520
6100,0,361
6101,0,315
6102,0,686
6103,0,453
6104,0,1292
6105,0,864
6106,0,30
6107,0,162
6108,0,315
6109,0,658
6110,0,200
6111,0,177
6112,0,524
6113,0,622
6114,0,-79
6115,0,-679
6116,0,1468
6117,0,2081
6118,0,-366
6119,0,-85
6120,0,-323
6121,0,-157
6122,0,26
6123,0,22
6124,0,13
6125,0,-35
6126,0,-1370
6127,0,-526
6128,0,150
6129,0,557
6130,0,296
6131,0,1031
6132,0,1107
6133,0,1287
6134,0,103
6135,0,-27
6136,0,452
6137,0,-412
6138,0,-1052
6139,0,208
6140,0,2340
6141,0,974
6142,0,356
6143,0,59
6144,0,-1486
6145,0,-1661
6146,0,519
6147,0,549
6148,0,252
6149,0,327
6150,0,-667
6151,0,-417
6152,0,-14
6153,0,1589
6154,0,926
6155,0,730
6156,0,193
6157,0,569
6158,0,295
6159,0,-480
6160,0,42
6161,0,515
6162,0,366
6163,0,435
6164,0,218
6165,0,442
6166,0,398
6167,0,102
6168,0,-426
6169,0,-30
6170,0,446
6171,0,958
6172,0,1077
6173,0,1062
6174,0,1140
6175,0,916
6176,0,1571
6177,0,1376
6178,0,1010
6179,0,522
6180,0,188
6181,0,294
6182,0,11
6183,0,-271
6184,0,-101
6185,0,405
6186,0,862
6187,0,333
6188,0,1083
6189,0,1143
6190,0,-1
6191,0,-363
6192,0,117
6193,0,75
6194,0,328
6195,0,807
6196,0,886
6197,0,1399
6198,0,1442
6199,0,1400
6200,0,1572
6201,0,2016
6202,0,1080
6203,0,411
6204,0,-165
6205,0,-98
6206,0,-125
6207,0,-396
6208,0,-408
6209,0,-7
6210,0,1264
6211,0,-437
6212,0,262
6213,0,1143
6214,0,-508
6215,0,77
6216,0,-96
6217,0,-467
6218,0,636
6219,0,1339
6220,0,2237
6221,0,2552
6222,0,1597
6223,0,-173
6224,0,1771
6225,0,750
6226,0,210
6227,0,-862
6228,0,498
6229,0,428
6230,0,-82
6231,0,92
6232,0,278
6233,0,-872
6234,0,-140
6235,0,103
6236,0,1476
6237,0,2237
6238,0,-1057
6239,0,-1177
6240,0,265
6241,0,-184
6242,0,228
6243,0,272
6244,0,664
6245,0,343
6246,0,747
6247,0,1513
6248,0,764
6249,0,139
6250,0,-340
6251,0,31
6252,0,574
6253,0,373
6254,0,-114
6255,0,-20
6256,0,71
6257,0,567
6258,0,-87
6259,0,-398
6260,0,995
6261,0,679
6262,0,-1347
6263,0,811
6264,0,539
6265,0,51
6266,0,169
6267,0,475
6268,0,582
6269,0,806
6270,0,1199
6271,0,1354
6272,0,1282
6273,0,406
6274,0,435
6275,0,134
6276,0,585
6277,0,843
6278,0,679
6279,0,377
6280,0,878
6281,0,964
6282,0,797
6283,0,837
6284,0,1573
6285,0,1022
6286,0,-99
6287,0,-449
6288,0,165
6289,0,-215
6290,0,-96
6291,0,497
6292,0,471
6293,0,409
6294,0,960
6295,0,1180
6296,0,845
6297,0,879
6298,0,0
6299,0,337
6300,0,1166
6301,0,975
6302,0,412
6303,0,707
6304,0,978
6305,0,1009
6306,0,-963
6307,0,-102
6308,0,1550
6309,0,-597
6310,0,1252
6311,0,79
6312,0,-1548
6313,0,-1614
6314,0,747
6315,0,647
6316,0,395
6317,0,518
6318,0,984
6319,0,1931
6320,0,422
6321,0,146
6322,0,54
6323,0,201
6324,0,161
6325,0,191
6326,0,-196
6327,0,-229
6328,0,169
6329,0,315
6330,0,510
6331,0,247
6332,0,1283
6333,0,540
6334,0,-237
6335,0,-182
6336,0,739
6337,0,-351
6338,0,-20
6339,0,86
6340,0,67
6341,0,-57
6342,0,26
6343,0,137
6344,0,428
6345,0,704
6346,0,-180
6347,0,-267
6348,0,151
6349,0,654
6350,0,-93
6351,0,-177
6352,0,55
6353,0,239
6354,0,-1403
6355,0,-266
6356,0,2119
6357,0,1054
6358,0,-289
6359,0,-149
6360,0,-463
6361,0,-627
6362,0,-62
6363,0,350
6364,0,767
6365,0,539
6366,0,490
6367,0,492
6368,0,321
6369,0,223
6370,0,-74
6371,0,-219
6372,0,-111
6373,0,243
6374,0,-15
6375,0,-222
6376,0,212
6377,0,263
6378,0,1277
6379,0,-420
6380,0,906
6381,0,204
6382,0,535
6383,0,884
6384,0,230
6385,0,-282
6386,0,928
6387,0,2564
6388,0,3075
6389,0,3873
6390,0,3156
6391,0,-194
6392,0,54
6393,0,257
6394,0,-224
6395,0,-13
6396,0,2114
6397,0,990
6398,0,542
6399,0,660
6400,0,715
6401,0,120
6402,0,-1049
6403,0,634
6404,0,2266
6405,0,1855
6406,0,618
6407,0,-104
6408,0,1654
6409,0,580
6410,0,1301
6411,0,1913
6412,0,2378
6413,0,2590
6414,0,1917
6415,0,1655
6416,0,633
6417,0,993
6418,0,1585
6419,0,859
6420,0,1322
6421,0,960
6422,0,162
6423,0,-116
6424,0,278
6425,0,-253
6426,0,-729
6427,0,-849
6428,0,2123
6429,0,2192
6430,0,455
6431,0,-536
6432,0,767
6433,0,145
6434,0,557
6435,0,1072
6436,0,1609
6437,0,1362
6438,0,619
6439,0,296
6440,0,625
6441,0,841
6442,0,655
6443,0,1157
6444,0,1216
6445,0,773
6446,0,42
6447,0,22
6448,0,463
6449,0,-142
6450,0,-1607
6451,0,-665
6452,0,1761
6453,0,2386
6454,0,1234
6455,0,-67
6456,0,398
6457,0,478
6458,0,875
6459,0,683
6460,0,993
6461,0,1015
6462,0,280
6463,0,739
6464,0,52
6465,0,1167
6466,0,969
6467,0,661
6468,0,729
6469,0,548
6470,0,277
6471,0,277
6472,0,556
6473,0,829
6474,0,-1379
6475,0,-297
6476,0,2380
6477,0,1549
6478,0,1220
6479,0,708
6480,0,155
6481,0,-164
6482,0,311
6483,0,725
6484,0,787
6485,0,460
6486,0,586
6487,0,1579
6488,0,811
6489,0,-193
6490,0,158
6491,0,208
6492,0,515
6493,0,1093
6494,0,497
6495,0,268
6496,0,233
6497,0,1120
6498,0,667
6499,0,979
6500,0,675
6501,0,537
6502,0,712
6503,0,-18
6504,0,594
6505,0,-280
6506,0,107
6507,0,759
6508,0,728
6509,0,1223
6510,0,1259
6511,0,926
6512,0,781
6513,0,1030
6514,0,319
6515,0,471
6516,0,682
6517,0,1015
6518,0,663
6519,0,-150
6520,0,369
6521,0,-103
6522,0,899
6523,0,-1379
6524,0,1769
6525,0,1852
6526,0,525
6527,0,887
6528,0,692
6529,0,50
6530,0,594
6531,0,673
6532,0,401
6533,0,-6
6534,0,235
6535,0,62
6536,0,-190
6537,0,-94
6538,0,246
6539,0,-110
6540,0,-80
6541,0,379
6542,0,112
6543,0,93
6544,0,397
6545,0,410
6546,0,-112
6547,0,-490
6548,0,2604
6549,0,1396
6550,0,-198
6551,0,-154
6552,0,502
6553,0,1697
6554,0,2606
6555,0,4261
6556,0,4822
6557,0,4892
6558,0,3016
6559,0,1602
6560,0,1129
6561,0,509
6562,0,746
6563,0,540
6564,0,1324
6565,0,1063
6566,0,618
6567,0,222
6568,0,747
6569,0,810
6570,0,380
6571,0,476
6572,0,2539
6573,0,2110
6574,0,-645
6575,0,494
6576,0,1408
6577,0,2074
6578,0,2784
6579,0,4735
6580,0,4925
6581,0,4919
6582,0,3885
6583,0,2521
6584,0,853
6585,0,589
6586,0,468
6587,0,-69
6588,0,1384
6589,0,773
6590,0,118
6591,0,268
6592,0,702
6593,0,-323
6594,0,-258
6595,0,-429
6596,0,1758
6597,0,2257
6598,0,-837
6599,0,-220
6600,0,446
6601,0,470
6602,0,1332
6603,0,1470
6604,0,2386
6605,0,1442
6606,0,518
6607,0,-616
6608,0,126
6609,0,-187
6610,0,-589
6611,0,-18
6612,0,616
6613,0,952
6614,0,970
6615,0,681
6616,0,105
6617,0,-473
6618,0,-1270
6619,0,948
6620,0,976
6621,0,2653
6622,0,540
6623,0,-143
6624,0,1128
6625,0,-88
6626,0,279
6627,0,518
6628,0,314
6629,0,100
6630,0,-664
6631,0,-74
6632,0,482
6633,0,51
6634,0,-405
6635,0,1456
6636,0,2059
6637,0,793
6638,0,358
6639,0,194
6640,0,-525
6641,0,-1424
6642,0,379
6643,0,1057
6644,0,1144
6645,0,2236
6646,0,1232
6647,0,520
6648,0,1021
6649,0,-37
6650,0,0
6651,0,391
6652,0,297
6653,0,658
6654,0,750
6655,0,-751
6656,0,707
6657,0,1913
6658,0,99
6659,0,1081
6660,0,783
6661,0,544
6662,0,728
6663,0,482
6664,0,768
6665,0,-825
6666,0,-475
6667,0,586
6668,0,2397
6669,0,1908
6670,0,-355
6671,0,530
6672,0,-55
6673,0,-225
6674,0,-73
6675,0,731
6676,0,812
6677,0,-43
6678,0,769
6679,0,577
6680,0,337
6681,0,714
6682,0,507
6683,0,-91
6684,0,264
6685,0,687
6686,0,386
6687,0,206
6688,0,408
6689,0,144
6690,0,1193
6691,0,1178
6692,0,2416
6693,0,2601
6694,0,570
6695,0,560
6696,0,1768
6697,0,3506
6698,0,4893
6699,0,5907
6700,0,6247
6701,0,6401
6702,0,6136
6703,0,5997
6704,0,5429
6705,0,5581
6706,0,4746
6707,0,3367
6708,0,4606
6709,0,5983
6710,0,6002
6711,0,5250
6712,0,5069
6713,0,4553
6714,0,2940
6715,0,2894
6716,0,2553
6717,0,3097
6718,0,1433
6719,0,1303
6720,0,1184
6721,0,2759
6722,0,3122
6723,0,2659
6724,0,3045
6725,0,2714
6726,0,655
6727,0,1437
6728,0,383
6729,0,564
6730,0,-200
6731,0,338
6732,0,400
6733,0,1537
6734,0,437
6735,0,535
6736,0,-536
6737,0,-994
6738,0,296
6739,0,873
6740,0,1565
6741,0,1056
6742,0,452
6743,0,1434
6744,0,1006
6745,0,277
6746,0,821
6747,0,1172
6748,0,1328
6749,0,788
6750,0,-1333
6751,0,1453
6752,0,741
6753,0,519
6754,0,95
6755,0,354
6756,0,679
6757,0,596
6758,0,518
6759,0,-786
6760,0,-849
6761,0,-296
6762,0,-355
6763,0,563
6764,0,1093
6765,0,-98
6766,0,1860
6767,0,1227
6768,0,494
6769,0,-65
6770,0,24
6771,0,-111
6772,0,-124
6773,0,1470
6774,0,-1219
6775,0,1720
6776,0,997
6777,0,-36
6778,0,192
6779,0,363
6780,0,747
6781,0,1003
6782,0,143
6783,0,-22
6784,0,451
6785,0,-1079
6786,0,504
6787,0,752
6788,0,2075
6789,0,96
6790,0,148
6791,0,32
6792,0,713
6793,0,871
6794,0,1903
6795,0,4222
6796,0,5085
6797,0,4508
6798,0,1733
6799,0,1479
6800,0,587
6801,0,-257
6802,0,715
6803,0,337
6804,0,891
6805,0,1169
6806,0,450
6807,0,-259
6808,0,509
6809,0,-567
6810,0,39
6811,0,491
6812,0,1360
6813,0,1138
6814,0,-1025
6815,0,456
6816,0,1855
6817,0,948
6818,0,2065
6819,0,3068
6820,0,2769
6821,0,2932
6822,0,1736
6823,0,-7
6824,0,438
6825,0,1036
6826,0,1321
6827,0,573
6828,0,853
6829,0,1375
6830,0,283
6831,0,106
6832,0,-71
6833,0,-426
6834,0,446
6835,0,637
6836,0,2199
6837,0,1389
6838,0,-142
6839,0,-177
6840,0,721
6841,0,292
6842,0,1360
6843,0,2211
6844,0,4322
6845,0,4939
6846,0,5117
6847,0,3379
6848,0,1590
6849,0,2054
6850,0,1526
6851,0,528
6852,0,736
6853,0,1415
6854,0,841
6855,0,1590
6856,0,2816
6857,0,2849
6858,0,1542
6859,0,1073
6860,0,1769
6861,0,2958
6862,0,2125
6863,0,2658
6864,0,4669
6865,0,5831
6866,0,5541
6867,0,6405
6868,0,6491
6869,0,5624
6870,0,6319
6871,0,6025
6872,0,5451
6873,0,6982
6874,0,7096
6875,0,5029
6876,0,4591
6877,0,5440
6878,0,3409
6879,0,2200
6880,0,4921
6881,0,4801
6882,0,2945
6883,0,1072
6884,0,2672
6885,0,2217
6886,0,1371
6887,0,1386
6888,0,1120
6889,0,2777
6890,0,3742
6891,0,6333
6892,0,6636
6893,0,6284
6894,0,5921
6895,0,4311
6896,0,1383
6897,0,5
6898,0,-46
6899,0,-237
6900,0,303
6901,0,474
6902,0,-205
6903,0,-99
6904,0,-321
6905,0,313
6906,0,779
6907,0,820
6908,0,838
6909,0,1521
6910,0,503
6911,0,438
6912,0,531
6913,0,-346
6914,0,-228
6915,0,-52
6916,0,-47
6917,0,-269
6918,0,-2615
6919,0,-228
6920,0,-124
6921,0,-150
6922,0,119
6923,0,-539
6924,0,527
6925,0,124
6926,0,71
6927,0,-136
6928,0,-358
6929,0,-193
6930,0,378
6931,0,369
6932,0,1170
6933,0,1076
6934,0,721
6935,0,1663
6936,0,695
6937,0,-392
6938,0,99
6939,0,244
6940,0,27
6941,0,-117
6942,0,-1427
6943,0,-811
6944,0,71
6945,0,-192
6946,0,-167
6947,0,-26
6948,0,482
6949,0,698
6950,0,399
6951,0,-513
6952,0,-797
6953,0,-739
6954,0,151
6955,0,575
6956,0,377
6957,0,852
6958,0,1356
6959,0,1518
6960,0,225
6961,0,-445
6962,0,477
6963,0,854
6964,0,1461
6965,0,1088
6966,0,-116
6967,0,1128
6968,0,928
6969,0,120
6970,0,21
6971,0,-46
6972,0,147
6973,0,150
6974,0,-364
6975,0,96
6976,0,-180
6977,0,-1467
6978,0,-299
6979,0,646
6980,0,1885
6981,0,1438
6982,0,-596
6983,0,-634
6984,0,1621
6985,0,2298
6986,0,1905
6987,0,3053
6988,0,3457
6989,0,3226
6990,0,1892
6991,0,2364
6992,0,574
6993,0,228
6994,0,-85
6995,0,-157
6996,0,338
6997,0,754
6998,0,-731
6999,0,-864
7000,0,-733
7001,0,219
7002,0,-30
7003,0,805
7004,0,1107
7005,0,1418
7006,0,367
7007,0,-654
7008,0,1076
7009,0,519
7010,0,2535
7011,0,3204
7012,0,3488
7013,0,3992
7014,0,4982
7015,0,3287
7016,0,1185
7017,0,1137
7018,0,1451
7019,0,274
7020,0,246
7021,0,1229
7022,0,792
7023,0,764
7024,0,925
7025,0,399
7026,0,-393
7027,0,994
7028,0,1943
7029,0,1815
7030,0,-116
7031,0,511
7032,0,566
7033,0,1857
7034,0,2749
7035,0,3043
7036,0,3434
7037,0,4313
7038,0,3978
7039,0,2299
7040,0,850
7041,0,2466
7042,0,2993
7043,0,648
7044,0,459
7045,0,903
7046,0,685
7047,0,121
7048,0,289
7049,0,683
7050,0,-147
7051,0,1875
7052,0,3210
7053,0,662
7054,0,62
7055,0,568
7056,0,595
7057,0,329
7058,0,565
7059,0,1769
7060,0,2421
7061,0,3155
7062,0,2649
7063,0,1000
7064,0,1479
7065,0,1201
7066,0,723
7067,0,724
7068,0,1490
7069,0,1304
7070,0,1063
7071,0,863
7072,0,-110
7073,0,-24
7074,0,398
7075,0,1153
7076,0,1578
7077,0,1569
7078,0,-1470
7079,0,51
7080,0,1723
7081,0,3906
7082,0,5862
7083,0,5817
7084,0,5793
7085,0,5386
7086,0,4607
7087,0,3459
7088,0,1177
7089,0,497
7090,0,203
7091,0,1086
7092,0,1662
7093,0,1342
7094,0,505
7095,0,405
7096,0,606
7097,0,237
7098,0,-486
7099,0,1211
7100,0,2010
7101,0,1796
7102,0,272
7103,0,791
7104,0,1140
7105,0,79
7106,0,261
7107,0,1253
7108,0,1036
7109,0,1267
7110,0,1502
7111,0,-220
7112,0,991
7113,0,778
7114,0,670
7115,0,8
7116,0,684
7117,0,981
7118,0,1058
7119,0,212
7120,0,390
7121,0,112
7122,0,210
7123,0,1143
7124,0,1384
7125,0,794
7126,0,574
7127,0,13
7128,0,2027
7129,0,701
7130,0,1519
7131,0,1282
7132,0,727
7133,0,365
7134,0,976
7135,0,-803
7136,0,614
7137,0,-198
7138,0,87
7139,0,-37
7140,0,696
7141,0,654
7142,0,879
7143,0,369
7144,0,507
7145,0,-1107
7146,0,289
7147,0,693
7148,0,1370
7149,0,796
7150,0,1548
7151,0,937
7152,0,371
7153,0,206
7154,0,810
7155,0,1344
7156,0,949
7157,0,926
7158,0,-51
7159,0,537
7160,0,928
7161,0,200
7162,0,570
7163,0,504
7164,0,680
7165,0,1929
7166,0,630
7167,0,227
7168,0,175
7169,0,-803
7170,0,-705
7171,0,1042
7172,0,695
7173,0,1511
7174,0,-643
7175,0,709
7176,0,1943
7177,0,-50
7178,0,351
7179,0,780
7180,0,1300
7181,0,803
7182,0,388
7183,0,1517
7184,0,1744
7185,0,1650
7186,0,886
7187,0,445
7188,0,15
7189,0,446
7190,0,-325
7191,0,-321
7192,0,737
7193,0,1490
7194,0,3171
7195,0,1782
7196,0,936
7197,0,1346
7198,0,-800
7199,0,-644
7200,0,497
7201,0,1348
7202,0,3051
7203,0,5203
7204,0,5818
7205,0,6189
7206,0,5937
7207,0,6864
7208,0,6445
7209,0,5603
7210,0,5398
7211,0,5535
7212,0,4378
7213,0,3709
7214,0,5913
7215,0,4851
7216,0,4521
7217,0,5123
7218,0,2447
7219,0,1206
7220,0,1605
7221,0,1597
7222,0,161
7223,0,-88
7224,0,-109
7225,0,1558
7226,0,2412
7227,0,3475
7228,0,5074
7229,0,4768
7230,0,4336
7231,0,3790
7232,0,1965
7233,0,-27
7234,0,-387
7235,0,-536
7236,0,-538
7237,0,-547
7238,0,-79
7239,0,-621
7240,0,69
7241,0,724
7242,0,92
7243,0,912
7244,0,985
7245,0,434
7246,0,1250
7247,0,-398
7248,0,600
7249,0,-248
7250,0,604
7251,0,385
7252,0,463
7253,0,87
7254,0,164
7255,0,-33
7256,0,836
7257,0,54
7258,0,-272
7259,0,-72
7260,0,220
7261,0,-59
7262,0,191
7263,0,250
7264,0,632
7265,0,-332
7266,0,-731
7267,0,398
7268,0,462
7269,0,259
7270,0,186
7271,0,-652
7272,0,1963
7273,0,-1152
7274,0,-62
7275,0,-467
7276,0,536
7277,0,345
7278,0,-48
7279,0,-558
7280,0,348
7281,0,134
7282,0,-142
7283,0,26
7284,0,-89
7285,0,-263
7286,0,-175
7287,0,-239
7288,0,-953
7289,0,-540
7290,0,-324
7291,0,-539
7292,0,4
7293,0,1054
7294,0,2113
7295,0,298
7296,0,305
7297,0,460
7298,0,-659
7299,0,-474
7300,0,-535
7301,0,-204
7302,0,-60
7303,0,524
7304,0,504
7305,0,1055
7306,0,435
7307,0,-357
7308,0,-395
7309,0,-383
7310,0,-63
7311,0,363
7312,0,-575
7313,0,414
7314,0,93
7315,0,464
7316,0,1256
7317,0,819
7318,0,-75
7319,0,425
7320,0,-711
7321,0,-58
7322,0,1250
7323,0,2707
7324,0,3930
7325,0,4981
7326,0,4204
7327,0,2324
7328,0,1353
7329,0,-163
7330,0,-111
7331,0,-131
7332,0,-558
7333,0,-752
7334,0,1689
7335,0,-439
7336,0,-994
7337,0,-427
7338,0,91
7339,0,-118
7340,0,283
7341,0,1475
7342,0,1128
7343,0,-982
7344,0,660
7345,0,145
7346,0,-652
7347,0,48
7348,0,2166
7349,0,3234
7350,0,2012
7351,0,2204
7352,0,285
7353,0,122
7354,0,569
7355,0,733
7356,0,-324
7357,0,-557
7358,0,-114
7359,0,-228
7360,0,-792
7361,0,-900
7362,0,-859
7363,0,-166
7364,0,845
7365,0,1004
7366,0,1523
7367,0,-151
7368,0,-121
7369,0,383
7370,0,-888
7371,0,-356
7372,0,-830
7373,0,207
7374,0,910
7375,0,1121
7376,0,1026
7377,0,702
7378,0,1748
7379,0,689
7380,0,-412
7381,0,-598
7382,0,-340
7383,0,-252
7384,0,-173
7385,0,639
7386,0,75
7387,0,1306
7388,0,763
7389,0,2133
7390,0,135
7391,0,-620
7392,0,-856
7393,0,1376
7394,0,3233
7395,0,3773
7396,0,4338
7397,0,5020
7398,0,5724
7399,0,2981
7400,0,2293
7401,0,-696
7402,0,-225
7403,0,57
7404,0,-153
7405,0,-829
7406,0,84
7407,0,-484
7408,0,-264
7409,0,-142
7410,0,-11
7411,0,971
7412,0,935
7413,0,1533
7414,0,259
7415,0,-433
7416,0,-1287
7417,0,985
7418,0,4212
7419,0,5672
7420,0,5487
7421,0,5636
7422,0,5992
7423,0,5075
7424,0,3085
7425,0,49
7426,0,-444
7427,0,259
7428,0,-250
7429,0,-21
7430,0,-639
7431,0,-415
7432,0,-242
7433,0,-245
7434,0,362
7435,0,666
7436,0,1200
7437,0,2407
7438,0,681
7439,0,-883
7440,0,-1224
7441,0,203
7442,0,1681
7443,0,1969
7444,0,2255
7445,0,2542
7446,0,3915
7447,0,5751
7448,0,4268
7449,0,2507
7450,0,1309
7451,0,958
7452,0,-16
7453,0,-345
7454,0,950
7455,0,-463
7456,0,-469
7457,0,72
7458,0,-561
7459,0,1282
7460,0,1399
7461,0,1278
7462,0,202
7463,0,-608
7464,0,-703
7465,0,424
7466,0,-765
7467,0,84
7468,0,524
7469,0,780
7470,0,1118
7471,0,-671
7472,0,-349
7473,0,-253
7474,0,-77
7475,0,-419
7476,0,246
7477,0,685
7478,0,213
7479,0,-125
7480,0,-520
7481,0,221
7482,0,269
7483,0,292
7484,0,516
7485,0,339
7486,0,2854
7487,0,-2558
7488,0,-2283
7489,0,-602
7490,0,-637
7491,0,1131
7492,0,1004
7493,0,831
7494,0,1453
7495,0,2817
7496,0,1399
7497,0,180
7498,0,1701
7499,0,1920
7500,0,-509
7501,0,-231
7502,0,2351
7503,0,-159
7504,0,2615
7505,0,436
7506,0,1070
7507,0,728
7508,0,1479
7509,0,2670
7510,0,563
7511,0,-1302
7512,0,-1031
7513,0,-253
7514,0,1050
7515,0,2208
7516,0,4640
7517,0,5999
7518,0,6577
7519,0,6587
7520,0,5312
7521,0,4446
7522,0,2471
7523,0,1226
7524,0,-493
7525,0,-702
7526,0,71
7527,0,-161
7528,0,-623
7529,0,-30
7530,0,-481
7531,0,26
