Timestep,Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Great Britain,Greece,Hungary,Ireland,Italy,Latvia,Lithuania,Luxembourg,Macedonia,Montenegro,Netherlands,Norway,Poland,Portugal,Romania,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Ukraine
2148,122.0226869,426.7824551,554.3648217,453.2889209,1369.707337,577.9719991,1074.160284,670.1984848,494.3521035,68.79332699,2486.730791,5366.020298,3608.921625,8578.463411,3321.9404,952.0705114,2249.841839,5409.439212,157.0414633,161.8912812,33.30512587,319.9640848,36.64614589,1180.180284,9484.18638,3091.55772,5347.296441,2003.62165,408.5675418,517.3188875,226.0072193,41205.22231,6243.812284,322.3804293,5456.409494
2149,111.1963836,406.7282215,512.7007211,457.238505,1344.597305,764.3017429,1069.111669,670.6376009,502.541233,71.80817686,2558.776553,5160.527261,3820.756849,8322.455809,3351.127471,1013.611983,1622.432169,5741.48151,155.0291038,219.3159983,41.56775075,212.9340347,34.47157309,1174.965527,9381.016182,2762.962063,5558.079943,1946.183341,390.319586,502.4743746,232.4113562,41396.98573,6360.405799,291.8225682,5394.674861
2150,88.77804288,362.9745956,412.7346026,493.1072252,1207.316437,740.0755815,983.0147668,645.3186093,468.7974742,61.32310385,2366.745644,4200.49065,3803.830512,6405.32783,3019.005588,893.0508233,1227.255793,5441.563991,169.5607365,247.4110567,46.97856057,150.1031737,25.4976318,1038.435931,8448.076608,2255.009057,5346.332059,1715.382429,358.2431038,408.8362736,201.5832788,38335.63794,5911.845784,288.1493954,4711.370913
2151,60.86703199,294.1739234,370.9276872,476.0733609,974.2855498,602.3173284,816.0048065,571.8951523,404.6410075,42.36027146,1983.489396,3081.344395,3500.86131,4449.600466,2354.934372,691.7609083,961.4387924,4666.527818,191.0668905,286.6230203,34.64827983,103.0506874,16.7867832,771.8417225,7041.475917,1694.757237,4723.838556,1347.741733,316.3664208,300.1154614,121.0659606,32695.25575,4960.549091,311.2073985,3655.105555
2152,34.05533265,240.0680465,259.9816354,372.4260112,671.1968583,427.7641908,586.0562071,430.1638403,316.769447,27.57491774,1524.043037,2048.559266,2899.164694,2553.072248,1540.224512,408.3979507,902.8226072,3592.332225,164.4406415,302.3802429,26.36655798,60.01838928,10.14163583,471.6847083,5277.652137,1139.039176,3769.196586,917.1733101,229.2955307,242.8506664,65.49945382,25193.30836,3638.26478,274.0462806,2489.456782
2153,17.79454321,154.8887266,112.3610939,264.0008039,372.1762639,195.5512471,322.6943465,268.2688412,213.2440779,17.05147523,1033.821934,1189.794446,1954.292273,1061.890916,807.0587373,224.7012904,542.420015,2291.551994,122.3279121,237.8335781,21.24856845,25.45104335,6.027956646,241.8814384,3341.617091,632.2263878,2577.565296,539.8090549,130.3613272,158.95815,46.78132157,16699.98148,2192.824127,174.1276144,1376.012797
2154,4.368211921,61.35759789,22.5333267,93.16497453,135.9283219,55.61838756,79.15505815,93.22853396,108.0264782,8.573284431,529.7092617,355.5328555,907.6842283,389.9134877,287.0139292,66.15951652,369.2538435,1019.240052,73.84946927,114.6789681,11.28312989,4.018902337,2.562873915,58.97603951,1536.554311,176.2215559,1289.059274,239.0045029,32.52952965,46.70852656,21.4388612,7185.118357,838.7522122,80.97474121,438.8353636
2155,0,2.324261763,0.018540813,0.388718481,10.71530309,0.682259522,0,2.798123992,16.84084736,1.399968736,107.2523651,7.898295901,131.5241211,36.53746203,29.39707737,0.239323903,90.82823789,103.1378781,14.18164814,17.27414616,2.262202296,0,0,0.002328416,248.9834596,2.171503289,213.3696396,34.23253024,9.98E-07,0.100009689,1.019155818,615.5878615,61.14902571,11.27393431,26.0563772
2156,0,0,0,0,0,0,0,0,0,0,0.591273663,0,0,0,0,0,1.58E-05,0,0,0,0,0,0,0,0.002337045,0,0,0,0,0,0,0.039928545,0,0,0
2157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.18731273,0,0,0,0,0,0,0,0.000362982,0,0
2166,5.58783327,0.527401308,1.073375098,11.73370696,0.007319873,4.375098933,8.128638472,1.639623559,0.014981668,0.024974029,13.25806473,62.86859688,0.322304253,12.00340868,0,28.65226153,0,8.75059059,0.159217316,0.019297636,0,16.29687627,1.864803375,24.58776257,290.7902629,69.21971705,0,0.152307121,30.62052753,13.80175731,0.316827029,22.50388601,92.27186353,0,65.42143457
2167,57.2493503,33.71882736,25.93277455,192.3366498,52.60110798,117.7824792,146.0322923,30.87049464,8.453032324,2.91904571,233.1525635,707.9235635,98.19762639,956.3271848,93.38742792,204.1267627,288.0482133,533.792432,16.14142461,10.73675249,0.07858813,117.1152893,22.35828374,198.8214235,1367.464033,504.7100651,155.0122924,163.4279053,263.3350668,88.07666814,19.56579819,3278.162541,828.4053113,29.46320315,621.5993791
2168,134.839899,115.8703729,116.5274116,472.7638071,290.7381688,326.33116,378.7700255,90.05656939,38.93710155,12.18877334,648.8493215,1766.387137,571.1558516,3215.484651,695.9086626,481.6603264,1584.166521,1932.598415,65.91362384,54.41716322,0.893572962,243.9793442,49.34136317,307.4981922,3295.05847,1115.785636,1170.690745,825.0013137,579.1329362,156.6465983,49.40946827,12521.13534,2022.759433,157.5574445,1643.721398
2169,215.265549,221.1445271,220.1773692,751.861475,697.5284943,536.3613238,674.733763,166.2125672,78.79627209,28.99589035,1176.030428,2886.57229,1174.015558,5747.133674,1524.190447,812.680007,3359.766173,3505.316402,137.4360448,141.7584136,3.386543114,358.3131173,77.01867241,389.0032437,5462.115728,1584.104248,2568.154956,1698.018547,886.5622161,209.8755914,70.84168027,22606.16983,3333.717123,324.4851062,2873.6132
2170,282.0140086,347.5677636,253.7418913,986.2097429,1125.549686,644.699091,856.2584892,284.5752512,85.27538629,52.61727793,1768.472614,3724.657614,1750.133644,8446.433255,2255.278984,1033.609679,5005.204174,4913.021332,220.9265921,284.4554103,7.782017655,451.2157571,98.80523748,753.8820639,7446.083611,1732.420829,3842.905843,2468.425889,1148.606348,259.729049,89.51905149,31783.99858,4603.559305,469.2806446,4075.439538
2171,328.4292805,478.91643,393.2025865,1132.396138,1403.441291,777.0807626,775.3679699,444.30079,102.0284132,83.76429893,2253.376038,4304.325066,2240.404184,10110.10906,2849.258354,1276.85763,5888.47228,5945.216156,305.6143145,403.4089753,14.92110379,508.8918406,111.7914187,956.3117214,8815.761478,1782.987131,4827.864945,3074.479908,1317.822332,272.2391241,107.6662843,38933.77875,5537.534146,524.4317216,5217.784583
2172,346.8069008,521.0994731,456.3939091,1161.94976,1632.619978,821.6566191,715.3480611,535.9909928,140.9574606,98.2411082,2508.142756,5054.801332,2844.755093,10899.18398,3220.491539,1386.817792,6092.543331,6495.798029,396.5922794,500.0414368,42.58625613,529.3763612,119.285017,1079.759185,9306.618796,1695.085496,5415.341221,3471.655688,1366.50229,265.8101542,119.6936455,43106.7886,5986.930668,448.0202936,5973.50753
2173,341.7059331,506.2902831,483.0498605,958.5673615,1712.291959,803.6902847,880.2844835,553.4725101,134.8884847,101.8835316,2592.890894,5607.420799,3324.53046,11477.25423,3371.472668,1394.967181,6356.921783,6596.798583,431.1539506,552.2866995,45.39987723,509.3404722,113.751597,1179.645648,9002.562124,1499.949514,5566.617264,3525.292844,1264.543137,248.3228321,125.5831643,43925.13368,5934.342065,457.7293949,5932.859464
2174,304.4912519,470.5184999,458.960374,683.0803384,1639.948952,783.2845105,982.7443054,488.4307887,123.7813263,98.81952691,2418.809564,5625.119118,3314.12201,10657.32398,3304.460576,1181.296986,6225.3619,6226.069937,443.1591867,535.3990179,43.35650082,455.5315934,86.24784524,1124.109301,8189.128206,1367.756674,5459.073418,3268.222598,1074.816124,214.1553941,124.6274449,41473.9678,5487.869096,467.1982159,5297.28361
2175,234.4913673,377.5728118,362.4764149,591.1854259,1434.193598,665.8689427,781.6336608,444.612178,104.3015536,80.11377023,2185.892753,5059.75572,2994.875992,8714.739215,2962.743875,826.1907437,5552.923433,5412.031756,404.9891004,454.5491086,36.43702991,366.2987605,50.97484508,852.2139706,7016.553385,1190.216141,4930.663015,2821.941528,817.3656079,182.3696142,109.9812491,36159.33653,4703.05799,392.2108487,4302.016168
2176,152.7521886,249.7374455,235.4826066,536.7174127,1122.578922,498.9075101,408.3517493,380.0825025,78.76651281,72.17520377,1801.567651,3902.59783,2408.517821,6617.402681,2399.232628,467.3271171,4688.572077,4206.079548,299.8596168,327.1948219,27.34050375,255.8591099,34.47667772,503.5346226,5452.608822,832.214334,3978.13761,2149.038153,506.765215,135.236142,89.85396171,28276.5984,3601.803694,271.0316714,3124.19531
2177,76.38787481,137.0979608,132.3746477,366.0520697,736.0531046,274.9732401,188.5684445,253.9052914,54.59446132,56.48768288,1310.675552,2327.590544,1651.587137,4331.860241,1655.971483,225.9207831,3373.429283,2723.713485,200.2756394,185.0878499,18.76914442,134.1610484,28.49915483,232.2651455,3585.175665,475.7526057,2764.142804,1344.365844,247.4448672,78.98531297,52.49105072,18486.41684,2285.431063,172.6606591,1880.423501
2178,19.23545467,59.32113794,37.07479087,107.1819685,331.2744545,77.42435819,39.15957594,103.1525021,27.51632716,32.42064031,669.5388273,708.4293757,805.0677155,1958.29616,819.2118423,60.5443374,1846.729914,1150.337736,98.41576166,76.51887998,10.52879935,24.89984555,9.086263584,63.00937497,1619.892596,135.1060809,1429.869231,561.1702504,50.53915159,23.69934103,15.55091079,8033.973991,969.6737405,114.5715066,676.6368925
2179,0,3.341619831,0.07902493,0.608950872,35.53589304,1.50830457,0,3.484257577,4.021851209,5.832577193,134.3565844,15.0739004,114.0157554,220.2239369,123.6796835,0.245247734,384.3285777,111.8654259,14.51979136,11.16015543,2.586074274,0,6.90E-05,0.017368705,261.6617819,2.079036967,246.5040975,59.54070151,0.00032948,0.154800703,0.805620818,722.5454387,90.60628856,20.11239885,33.45195611
2180,0,0,0,0,0,0,0,0,0,0,0.662335791,0,0,0,0,0,0.00473514,0,0.000100011,3.49E-06,0,0,0,0,0.007515798,0,0,0,0,0,0,0.056569,0,0,0
2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.26823443,0,0,0,0,0,0,0,0.230900759,0,0
2190,6.317874814,1.856971866,12.30231049,3.591139638,0.035237982,3.877231269,7.325843455,5.527170198,0.123191248,0.143124264,20.79291264,97.54122531,0.810050972,20.56241423,0,33.12102677,0,11.23203082,0.129161888,0.023145925,0,12.80195325,0.563102054,34.01106456,392.7858573,40.17878313,0,0.136313366,20.38479116,18.80236586,0.57076233,28.12108145,220.2004264,0,66.79443514
2191,57.65917124,45.05493591,101.6325985,62.05205265,73.86007146,91.42856554,132.503584,99.47238509,25.87014879,8.626621317,388.5940595,1217.484724,186.7107904,1133.168563,138.6793018,283.0712095,239.562431,602.3843727,11.70497552,10.49586623,1.628424593,86.21490588,6.748975564,208.6965379,1567.499886,256.4470033,202.6854925,129.4201457,169.884426,139.5704825,28.08761326,3347.323755,1384.170136,22.77253954,792.0546682
2192,125.2976731,129.02268,219.8149894,196.000075,353.7559473,277.6054518,427.013591,263.3213985,103.4978825,26.31866602,1121.214814,3292.664945,820.8117161,3378.181567,818.0843597,614.7718169,1205.79942,2102.68282,40.93524079,43.0338609,10.19944017,167.8645003,18.27457895,422.039721,3417.081299,549.0291462,1397.422844,693.4676782,401.1544468,321.3484505,79.60244154,13019.97735,3206.900566,117.2346837,2299.299047
2193,190.3276601,236.9529009,344.0617141,345.8382017,735.6613555,474.6918636,691.0290669,407.6172297,197.7039087,48.72810004,2059.932312,5579.453338,1743.141584,5484.707158,1647.532226,895.9891309,2027.636612,3664.892414,79.58319257,79.91363539,19.9722539,262.7276603,30.65330911,676.4893836,5484.187714,897.6226475,2827.152493,1543.771792,634.5880551,461.7853552,129.994177,23660.20488,5240.117279,229.7612987,3909.804612
2194,243.6360005,328.4217723,420.5726116,425.4089054,1116.980174,620.2486134,883.6652519,472.658951,243.6922981,72.07212248,3091.057052,7264.135686,2680.314902,6992.122348,2407.938552,1071.033485,2578.762527,4977.783189,121.5010262,119.6975922,30.38328856,354.0376578,28.93815309,823.8165714,7493.79976,1249.048848,4096.147541,2369.814763,785.6882136,526.0369423,178.6786871,32900.725,7039.337825,345.2115011,5132.243188
2195,271.096524,371.6479637,501.35535,477.8126843,1367.160968,671.7782754,1034.627832,525.5228687,289.0379155,95.71473421,3971.851568,8141.480012,3462.385972,7853.057812,3005.013363,1178.107405,2702.394523,5994.805679,163.5483672,156.7991623,38.54406291,387.5594138,27.07761719,935.0825578,9054.323946,1658.797452,5082.527838,2945.857681,824.1632595,542.8870841,209.7599894,39699.24083,8362.332825,460.8263401,5803.93879
2196,240.9265973,437.6886295,522.4583283,464.9691451,1478.308904,674.9852976,1104.947815,588.6786975,371.7424407,104.4215406,4560.808128,8581.989364,3952.120737,7984.148386,3331.519532,1215.232401,2578.328372,6597.895628,207.1696671,189.6903222,41.24946782,388.1381487,29.32100042,984.1086832,9748.359086,1983.847357,5696.900227,3116.408737,776.2142325,494.0350118,219.039453,43646.91165,9046.506334,527.7666332,5913.247033
2197,188.6474509,464.8515087,493.2989184,569.7767028,1455.576572,703.2877069,1053.424904,581.0073182,453.1507681,98.45341512,4659.673566,8351.008674,4063.168938,7919.424058,3395.791741,1218.587233,2185.807638,6704.381405,240.9712943,213.0640994,39.10424086,351.0722027,27.25893368,927.9965739,9411.102178,2081.103556,5912.160492,3030.929964,685.5507639,428.3971112,223.3606117,43987.54945,8896.409271,551.4342362,5818.824315
2198,142.8683274,421.97108,408.2023347,596.714467,1287.255025,673.9793792,819.6109594,556.728445,462.6538515,80.40150887,4382.495973,7436.722492,3793.385878,7408.908425,3167.487358,1114.641773,1575.21308,6245.785692,240.2005792,201.8101826,35.67951653,314.9842736,22.98360104,835.245445,8218.212353,1929.943458,5707.670854,2706.276128,565.3745792,389.4779045,215.2737552,41433.46335,7901.581455,558.2777732,5307.803299
2199,100.3494644,351.3241525,294.6478136,517.1108109,998.7263433,596.7654998,532.8767198,487.8377998,405.3477016,58.08496567,3751.993192,6021.403719,3138.60921,5711.777841,2730.439473,917.3541131,1179.267082,5299.633839,205.4838082,167.3086812,31.9619719,238.730354,21.76869886,531.0251968,6626.555039,1539.060286,5061.118552,2188.220763,422.9866599,326.4482743,183.0243515,35733.98359,6372.830906,514.1285052,4375.223946
2200,71.85384492,272.7657067,158.9507069,406.8095182,672.9570089,451.0440177,425.8923028,373.1030246,327.9167485,38.36240392,2880.025474,4268.564637,2270.810615,3861.67373,2136.768601,686.8282641,919.9193541,4049.316007,152.0528628,127.5766097,27.56966746,152.6917783,18.5809589,270.6312862,4903.229372,1043.423089,3994.288475,1597.367622,278.1136901,244.1508856,140.5724388,27510.3124,4604.371924,395.2120378,3316.262824
2201,41.97626372,180.3005701,81.224414,262.0610733,407.6561346,290.0622972,261.5052553,228.0881761,229.3524435,22.00499193,1914.674617,2439.364855,1440.944166,2270.741023,1405.87353,410.8737351,811.524061,2624.20042,95.32896378,84.3520987,17.50556119,71.00735209,16.57102066,146.7681394,3090.514285,606.8450868,2621.883736,994.3991805,146.2434529,149.2306112,90.18070339,17745.24786,2775.80971,248.9592443,2078.808786
2202,13.77703284,67.69601327,21.70090157,77.29513127,176.5156547,109.5567441,80.18484021,81.38029812,115.004,9.316770475,978.6270384,752.4853877,679.7335439,923.9318236,692.5964268,120.8377949,537.1170863,1140.856818,43.61338854,41.62742313,9.354589959,12.01806996,5.687232736,34.75828342,1395.141347,190.7241398,1227.531687,441.3507684,34.68069011,42.88888476,36.95252344,7510.307323,1111.785412,124.3004354,764.6421144
2203,0,3.516491693,0.069861666,0.763382718,19.27903112,2.800724966,0.0010189,2.947221447,20.36098832,1.443251111,232.4876858,17.55042297,102.6631629,105.5897257,110.2111399,0.698073314,163.9810788,124.9325291,7.579903455,8.25115374,2.317507138,0,0.000667545,0.014436918,252.5682359,3.99111687,227.203053,63.53190303,0.004839061,0.22860184,2.103464907,702.6391903,102.6334409,20.22457412,37.30460336
2204,0,0,0,0,0,0,0,0,0,0,1.889956548,0,0,0,0,0,0.008193889,0,0.001497629,0.00025806,0,0,0,0,0.080276299,0,0,0,0,0,0,0.071729205,0,0,0
2205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.62016926,0,0,0,0,0,0,0,1.718595836,0,1.31E-06
2214,9.601163918,2.257339461,1.870568497,16.22298786,0.108143175,5.848564068,12.67646169,5.473627484,0.178564167,0.091567304,49.55047035,64.71210102,0.780645732,25.22567208,0,35.33667186,0,12.75757253,0.125813991,0.03656669,0,21.14446674,2.573387413,26.4405127,463.5035056,73.76223718,0,0.515062293,41.82067132,21.25021174,0.350356934,35.68122066,376.3552796,0,80.48077239
2215,79.93381309,49.71826605,23.40101698,220.8051015,126.4964173,116.5538007,193.2559926,70.01998225,30.99485343,6.126789621,639.0319067,691.3581359,102.2757953,1010.791216,157.1766,303.6019478,62.97129549,580.5199933,17.11981888,15.40562379,0.091122366,132.0008871,25.27813267,203.5611563,1733.463245,475.4522342,175.3243647,182.7470341,300.1370695,156.4953805,16.16360045,3775.990225,1847.957477,22.95607626,898.2502885
2216,168.1257748,116.7918479,77.45680151,516.3928245,524.0787337,296.7389319,462.0270827,170.3808519,127.3969441,21.4926446,1665.487459,1681.506181,417.4411096,3069.877895,901.1024382,655.3246267,358.6383618,1937.731186,72.45565052,69.91152377,0.92122411,260.8254622,54.92582947,468.7524516,3751.601888,1076.151306,1092.366513,799.1822724,618.4344957,355.6918694,58.11925783,13542.30397,3933.547255,121.6686549,2493.842983
2217,248.2038994,170.6781714,186.4406124,796.7615147,942.4668142,497.7368594,720.4642907,273.072537,259.2502235,41.48787825,2895.364191,2840.798409,951.7026543,5080.498817,1752.954963,947.6019296,855.7219615,3432.994251,143.045394,181.582211,2.758723667,375.8546144,82.20497749,743.5142372,5955.415198,1670.365771,2252.878102,1641.733253,914.3263221,519.2220913,113.746947,23774.37321,6193.56824,230.960653,4318.176523
2218,311.9129832,214.616165,355.2958577,1024.359242,1279.855319,680.5616609,919.4337819,325.1984482,389.2748483,60.69549765,4170.545881,3865.979052,1640.886808,6717.995645,2519.29073,1058.736962,1450.463134,4865.832887,199.8257949,307.308481,7.576063137,465.4822432,104.1140537,995.6527093,8113.250039,2159.254042,3394.361516,2336.760938,1145.974999,485.7004562,164.8085029,32461.08695,8260.658559,317.8395779,5532.558108
2219,353.2272874,256.6056982,520.5513314,1177.004313,1489.147297,823.1427146,1062.710748,349.0289778,500.6519802,77.85212625,5171.486905,4329.489007,2268.699516,8025.820863,3102.373315,1027.651569,2384.184054,5939.141013,245.739609,391.5027143,20.09001859,521.7047602,118.6520428,1127.43227,9778.578002,2450.656214,4357.353006,2740.822831,1312.199792,374.1641411,214.8653281,38791.97944,9725.313506,382.0010747,6050.920315
2220,370.0263173,285.9134779,590.9085937,1231.582952,1588.423058,926.5665527,1124.804195,375.8067659,552.8124021,90.51909741,5718.564978,4586.75565,3001.28892,8583.274245,3427.488628,958.7620655,2684.359491,6580.787941,265.2339187,416.0057104,42.36982373,542.8083925,124.9409482,1210.605188,10727.97547,2417.450875,5074.650358,2989.419723,1389.757118,302.4545679,245.2523042,42610.51069,10143.66087,423.5962528,6161.059158
2221,360.5312134,261.320377,576.4675031,1197.5478,1596.660672,946.3484472,1062.82344,372.2895467,559.9929831,87.96736164,5877.280523,4611.394283,3471.350538,8326.582876,3459.812968,904.3965842,2108.117805,6724.552538,272.816144,374.6934309,49.56301797,526.5320366,121.0205916,1243.530543,10572.2933,2242.78159,5414.574791,3014.404262,1364.748057,236.7405391,239.9917632,43292.55116,9568.445722,394.7670745,5937.570012
2222,323.4932401,246.8452289,500.1918299,1112.850639,1495.208527,860.7297161,932.5737019,398.0103398,515.5245188,81.60710891,5501.916479,4212.334576,3540.531785,7405.83858,3236.209262,738.2033723,2062.444891,6323.851804,232.6993994,310.4354282,50.27597173,471.6374693,103.8894499,1169.347736,9615.040812,1915.502744,5195.37071,2782.889575,1227.951642,192.6143194,205.8309207,40977.14998,8309.89351,334.5590775,5369.877667
2223,264.1076093,256.2863073,406.354144,945.7064988,1275.839891,714.0689095,738.7429786,390.6206829,463.0302815,71.46370103,4664.369263,3479.175157,3363.936443,5768.10678,2870.576105,544.9208661,2013.670505,5451.789275,189.3984734,261.759136,46.80032213,381.0049056,88.57555697,964.4423019,8092.065683,1522.145265,4530.967186,2425.658571,980.5710965,155.8254623,175.7870233,35551.36488,6695.615683,291.617974,4410.465068
2224,191.8576442,234.2307526,300.4360111,697.7865372,1007.524376,525.2015874,533.4965273,328.3397677,381.5402759,56.67166696,3562.775004,2631.721814,2883.167559,3888.647426,2337.020559,326.3107371,1397.249296,4218.302281,146.466659,217.7514556,31.5927637,267.9856231,67.03401419,653.7776331,6128.702869,1112.657103,3591.110718,1928.697067,655.9761999,121.3408491,123.0345792,27488.84256,4861.183032,225.331697,3247.090989
2225,107.8212629,143.3061936,170.6174112,411.9194987,686.9375563,290.367087,292.6111421,218.1598613,274.9928127,40.15420117,2385.905776,1686.134791,2096.927287,2215.703407,1610.128122,168.9510829,820.1345204,2751.739871,105.4087367,158.1129733,21.30585938,143.9120571,38.63184735,340.2277391,3875.495272,645.5058939,2503.351008,1289.143479,329.0483987,61.47583463,62.42808204,17558.06523,2996.777787,151.2709483,1975.942064
2226,26.6947305,58.46404507,47.22887698,130.6613094,340.9068476,98.92295939,66.54371006,82.33324086,148.0244449,21.74636053,1217.614677,604.0800967,1054.752955,990.8498856,812.6133788,53.88781845,381.395387,1217.59979,57.56776678,80.15937806,12.90955567,29.32389186,10.81160844,92.64979479,1732.836168,207.8756549,1271.919664,606.7037724,72.62808985,21.08242778,22.83826313,7570.493379,1243.048633,73.47132526,757.1509294
2227,3.53E-05,4.241504395,0.282416074,1.350319031,44.86100249,2.920228778,0.007522692,3.394624056,29.46522064,4.510616218,314.6616125,18.39803793,187.3368787,149.7537915,142.2753821,0.535372037,63.23836808,140.2329508,10.3640434,15.52951858,3.369037553,0,0.004741957,0.215988703,305.3577558,5.293244951,212.1157092,79.64154585,0.009870739,0.290499409,1.740054643,764.0321826,124.4741975,11.83972662,48.81761134
2228,0,0,0,0,0,0,0,0,0,0,3.162631439,0,1.46E-05,0,0,0,0.003105855,0,0.000155601,0.000117502,6.94E-05,0,0,0,0.27209575,0,0,0,0,0,0,0.088315669,0,0,0
2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04E-07,0,0,0,0,0,0,0,0,0,0
2237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.54842425,1.06E-06,0,0,0,0,0,0,3.025881193,0,7.04E-05
2238,5.588516541,4.026636937,9.447809245,13.51688158,0.144369303,8.516838805,8.594046323,10.05475729,0.353236841,0.264408013,51.84209472,81.05183098,2.771579765,4.985235574,0,49.873777,0.000667089,15.09904242,0.238042191,0.048115258,0,9.977307441,1.371406079,29.83264533,505.5244317,55.79821019,0,0.551348833,32.16305582,25.92860099,1.028350819,40.62964493,375.530618,1.18E-05,153.773093
