Timestep,Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Great Britain,Greece,Hungary,Ireland,Italy,Latvia,Lithuania,Luxembourg,Macedonia,Montenegro,Netherlands,Norway,Poland,Portugal,Romania,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Ukraine
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0.021808057,0,0,0,0,0.062044987,0,0,0,0,0,0,0,0,0,0.003422084,0,0,0,0,0,0,0,0,0,0,0,0,0
8,18.88950775,0.240733514,0.78996662,21.41811735,2.073595178,6.442461123,32.74709216,0.084974121,0,0,0,99.44423557,0,0,2.847783878,15.94421021,0,64.23438168,0,0,0,34.73604039,4.508062977,0.45348786,0,1.043272647,4.61902805,0.913297023,38.96452185,4.570235347,0.324796096,433.077789,0,0,61.81010007
9,81.92177683,26.77080548,35.93543166,182.9162091,134.3239242,100.6718275,172.9629301,16.29425158,0.025940369,7.46E-06,0,1116.140135,60.48222305,26.31088417,203.5755768,159.8818449,4.437894731,743.8948533,0.007031689,0.038289484,0.26114096,128.4095908,25.18114468,49.29013696,0,41.80932315,548.4284907,196.4532436,207.8142767,56.7918382,20.78485505,6042.742128,0.10712638,22.11172618,799.9177005
10,140.1823675,79.68906616,117.7205951,383.3309118,394.9896662,226.1739281,357.3641268,65.63475879,3.851111767,1.540354469,0.228784467,2552.009667,496.4597105,266.8694147,652.183576,309.5365957,167.9219085,1860.631716,7.506909058,9.68135471,4.12415744,210.8030345,45.43121583,163.8451632,3.752527959,163.9341535,1606.972952,732.5151789,400.6594384,111.8121486,56.3792767,13807.25042,10.51796848,119.3809201,1930.26668
11,179.7649344,123.7568087,173.6703703,529.3195921,621.9507269,322.1883182,502.6639192,143.6349553,10.52946898,7.886768284,14.18267825,3628.354444,1076.726397,626.6668308,1097.923268,409.7216831,328.5606676,2778.907251,33.88110894,34.3069884,9.65683143,264.934928,59.53020663,280.6625801,128.0615448,325.7180267,2502.531283,1226.435044,551.9310844,164.0018353,84.25851046,20082.77126,99.34009789,218.1210563,2831.949136
12,196.0102795,170.4819774,185.4315843,596.5095971,778.7864066,377.6575354,567.3605577,222.4626814,15.41347571,12.87600981,51.98028986,4044.640832,1538.504619,991.8873404,1421.948798,461.8716172,441.5824833,3298.714951,67.79485691,56.95739267,16.07647083,284.800337,65.64555456,307.7149584,327.4157787,475.6252161,3084.145131,1525.13622,627.6554624,199.1825495,99.65212781,23848.09895,193.3944557,284.7454254,3232.129657
13,187.4576178,190.4177023,154.6182117,583.3992374,840.8459993,374.3839192,573.7614793,223.523756,12.89654074,13.84792843,62.91293682,3818.629763,1678.937895,1093.937939,1545.019987,423.0969135,599.5948059,3378.944103,79.89664862,69.09229126,21.91059695,268.8469959,63.22595947,213.4753287,384.1959689,519.3694109,3289.167717,1587.261247,608.1564913,192.7860699,99.85634136,24573.21406,145.7632216,312.4354975,3100.5018
14,154.7902195,175.5261153,105.9175868,485.0315261,783.7431214,307.6568273,496.9842283,173.994976,7.987671159,10.28474103,35.01588925,3075.832927,1517.771021,817.3762623,1509.725017,333.6811806,552.2025285,2991.00945,57.08290986,60.23101576,20.1027499,217.0659321,52.608327,137.8883611,274.7594747,433.5695356,3101.077652,1408.314554,499.2872359,136.0760004,84.99776351,22266.6539,79.82097964,289.9781949,2416.695134
15,102.3050317,120.9671722,55.26791877,327.7378085,612.4671332,198.1380347,358.1586074,111.2850384,3.604055037,4.884813058,7.380017258,1935.120601,973.5172457,477.4006223,1262.522503,198.4367504,257.3633844,2220.749767,33.8107529,37.7970475,15.62132624,137.0008867,35.02287324,63.80741386,87.56795287,231.6654919,2538.457059,1022.051438,313.3498152,62.59001727,58.19677729,17210.99071,11.15298092,220.1033682,1372.726454
16,38.17479405,45.97297676,9.490077368,130.7340872,347.6775786,76.41538343,158.7439816,35.37675145,0.530263077,0.229294244,0.104773901,628.5471536,358.9529066,106.5936128,801.1512574,47.93625789,72.88095236,1190.696622,5.697058673,9.102376992,7.739176773,43.50269741,13.30266836,5.949219525,1.707514607,35.3068101,1657.125903,524.7810118,90.08612367,10.93528406,24.30144505,9985.078768,0.07072599,115.8398124,347.6071835
17,0.700069294,1.743036077,0,3.648837083,69.2851989,2.806674003,17.27320236,0.085919981,0,0,0,13.21233702,18.25495802,0.127710072,273.224058,0.066523997,2.467576249,218.5245076,0,0.000961728,0.864341858,0.134953063,0.257983967,0,0,0,610.7354501,82.28902261,0.102576691,4.97E-05,1.135028546,2442.161129,0,16.87448032,3.655900215
18,0,0,0,0,0.000217243,0,0,0,0,0,0,0,0,0,3.834384754,0,0,0.083325583,0,0,0,0,0,0,0,0,12.7798801,0,0,0,0,15.80425691,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013689401,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0.141276858,0,0,0,0,0.066384912,0,0,0,0,0,0,0,0,0,0.004947658,0,0,0,0,0,0,0,0,0,0,0,0,0
32,17.74973009,0.530297751,0.079086126,21.96500153,2.510038497,5.739654294,78.58032752,0.327422369,0,0,0,86.85151455,0,0,6.782957848,9.264373318,0,71.85278752,0,0,0,33.92569501,4.072882976,0.520159701,0,4.702331559,4.282836947,0.464398192,36.73711862,1.807140509,0.259081156,455.2474448,0,0,19.16699625
33,73.69307952,46.8232247,13.43874619,185.250371,142.2776396,85.94548985,264.5845719,56.22964215,0.063676964,2.55E-06,0,657.534614,50.00651358,116.3468741,316.7660222,101.8517825,10.33744242,750.7265022,1.12E-05,0.102118008,0.029795611,122.6558901,23.01167651,66.83297189,0,146.1748614,511.769967,158.4388998,190.8106678,34.9223835,18.12704021,6014.608139,0.087750444,22.32562898,356.2276705
34,124.6850857,147.1720545,48.95512244,364.2090874,413.2165566,195.7514494,431.9495129,180.916523,13.73088306,0.540405625,0.055770899,1365.806127,312.8218406,1201.726925,901.6331597,222.7848075,585.1464769,1848.729817,3.138480701,7.97851764,0.716733693,202.2296838,41.92943897,185.6422337,6.074708425,379.9834965,1537.207511,615.3470099,346.6723649,93.87051582,53.46327059,13427.81721,13.82496418,119.9594615,1033.023892
35,168.331934,237.0349463,74.76358431,495.2891468,652.1589383,309.6967037,564.2727892,270.4546601,51.10407396,1.765810292,7.831863417,1921.810598,654.4526843,2696.730477,1376.558354,341.4016223,1589.040914,2761.628797,12.34587052,19.50783159,1.658063099,255.0022235,54.89520169,286.5899254,139.8946473,526.1459346,2419.997929,1041.015637,453.5087345,151.6092205,82.87802687,19188.61954,103.1724559,213.784888,1730.561434
36,184.7480968,279.6809597,76.66291116,553.6196555,797.2258209,395.9883837,627.696005,293.8008993,80.24937735,2.081419062,34.08317965,2178.435968,917.0305956,3617.974317,1678.235644,447.7401415,2243.665165,3298.714951,15.22476666,23.68139456,2.009167366,272.2745416,59.2953936,373.4022348,338.8427167,551.1962381,2924.656613,1306.747441,483.2236371,194.4093621,101.343016,22440.15882,214.0613716,265.3628199,2349.276083
37,176.6843269,269.1381291,103.2752285,534.8838453,841.1398112,406.7205171,626.3436976,232.3439198,84.94385794,3.903551754,42.1769462,2171.880036,957.9099273,3872.400445,1824.110866,483.156518,2441.227541,3385.681613,16.89538236,23.29741593,2.194191599,254.4593792,58.570536,390.4756313,381.8534571,440.8741742,3030.368132,1385.401423,435.0918776,204.618976,101.6656734,22833.4181,237.0290446,257.4424715,2624.669778
38,146.2964604,196.967619,118.3626398,418.6841618,772.7741455,344.9564235,563.7994817,120.7097254,71.93130998,3.150979915,18.81940466,1827.318896,846.5466776,3417.445302,1747.388923,428.8356048,2152.265523,3005.586793,12.72042999,16.16797771,2.878092498,202.7052334,47.08511627,278.6254933,266.9543352,273.0436069,2777.080753,1268.386926,337.0547841,161.4056272,87.67704528,20306.04627,145.3846188,188.755786,2261.573446
39,95.81396195,97.44222002,73.14382992,267.973869,582.8356636,239.0195418,412.9045174,48.11208203,39.10415127,0.743778032,4.483153879,1153.077903,573.9123753,2125.011378,1425.654019,276.9775942,1480.932327,2234.498842,6.451917954,7.388766586,1.986085488,126.1305421,26.18675699,117.6513833,79.72285326,116.4997987,2195.144598,961.2608258,211.3013764,77.50289685,54.08391641,15329.52478,36.57545054,110.8393939,1402.871718
40,35.35483067,24.38897201,10.99387207,112.6808912,321.9532625,94.80873191,208.345489,12.84851489,6.19580015,0.006320648,0.127274128,373.3895152,204.9295494,522.6411583,915.8320264,72.01473681,577.5584888,1181.66127,1.221031582,1.18542174,1.176437368,39.57495433,8.00026355,8.907282631,2.00667176,15.20692694,1380.530624,496.9718598,67.71118926,9.581048785,19.47484964,8578.972026,2.20510014,40.94986556,415.926806
41,0.675001042,0.855211447,0,3.418504305,64.16010814,3.638287153,27.90229323,0.015629711,0,0,0,8.866257693,8.31101105,1.452906723,318.8657867,0.129859293,15.76482071,213.681072,0,0.000114167,0.212006987,0.138987444,0.178944881,0,0,0,499.6528697,74.38014643,0.101377977,7.42E-05,0.828935308,2057.798349,0,5.476645953,8.103769851
42,0,0,0,0,0.000360458,0,0,0,0,0,0,0,0,0,4.909504873,0,0,0.09906887,0,0,0,0,0,0,0,0,12.23950347,0,0,0,0,27.33352732,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027076453,0,0,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0.153553826,0,0,0,0,0.068826739,0,0,0,0,0,0,0,0,0,0.001678431,0,0,0,0,0,0,0,0,0,0,0,0,0
56,15.11156379,0.473121087,0.172011052,20.92541073,1.575513475,6.589151371,78.27067167,0.508146114,0,0,0,65.07671002,0,0,9.635969062,17.88949224,0,56.01549947,0,0,0,21.11773727,4.159028728,0.202931089,0,4.829466573,5.200459656,0.40297593,35.01808078,5.393620364,0.306941787,470.3927176,0,0,27.70760847
57,75.00955328,36.13908854,7.99978958,171.742652,71.49249854,103.6823206,250.1036138,46.04594465,0.054984547,2.08E-06,0,501.0459012,48.28989246,30.92689372,255.520599,182.0920908,3.438930913,655.6651882,0.033943577,0.185530559,0.050999747,105.4464701,22.7462357,22.58512895,0,178.0987981,553.0577792,145.8718894,203.6708802,76.31054327,19.25537725,6163.767575,0.550817178,21.08324313,488.3116521
58,133.4497969,104.5231226,20.43152215,357.8822208,242.5917208,246.2922971,380.7083328,122.165357,10.54768961,2.834148432,0.322486318,1070.5138,307.1476661,465.1309311,693.7868745,361.0525344,281.1585031,1602.419416,9.341785147,13.52368108,0.788552326,194.6164049,38.10607035,65.48787777,9.726370525,571.7472366,1608.114983,570.5110033,424.5186898,163.7175886,56.3792767,13917.14458,30.06774404,111.182345,1382.564316
59,169.4334132,137.66827,26.54267414,507.8534376,477.0772161,360.7567035,451.6593929,166.0288021,37.79160357,15.65775347,11.08518649,1538.139246,592.8872215,1253.061684,1110.562389,441.4116699,907.9260982,2417.823842,40.79040743,39.32159284,2.368839809,253.8761581,49.75994291,84.49876653,186.6613122,912.4391664,2503.703769,1036.394112,587.6904432,222.8634921,83.7602294,20120.65782,147.1006607,204.0580771,2244.122087
60,178.2923686,143.7527549,29.96080216,584.990369,643.6766989,415.6931695,485.4332695,169.4416533,66.99673803,23.49403611,37.1060524,1727.490954,755.5387795,2010.604471,1524.857117,424.4838491,1448.103831,2914.265588,75.28150181,67.72911788,2.882064669,280.0089511,59.61188072,135.1180498,424.2956623,1015.030312,3086.677903,1378.924257,640.6491539,225.4097834,101.8045386,23738.66046,280.0301454,243.36504,2824.925201
61,177.5325247,114.4042455,30.74653526,569.7333939,723.9034404,409.1879965,469.6901578,132.6274509,81.74996962,21.33104164,46.40010566,1639.610919,729.1732405,2597.084483,1706.748201,357.1589825,1690.528091,3057.124605,108.5563786,87.07300033,1.910512388,265.0515722,58.24383962,212.0822152,484.2540106,867.1179854,3297.811628,1513.406117,575.51202,188.4318446,105.4150342,24473.76951,285.0945554,202.3004717,2958.64041
62,146.6969983,90.00382231,22.92020007,477.2641675,709.1695376,346.5196278,401.319751,95.14187429,79.30605783,10.398052,24.50276132,1316.979607,595.1967574,2524.174623,1763.605995,243.8362375,1571.837799,2860.184494,102.3966002,79.14343737,1.178652618,206.2314781,47.80997387,123.6352437,361.8607858,587.4402836,3110.802686,1376.877103,439.5308734,119.4114721,84.38103859,22226.82996,164.3522246,134.2166405,2512.600003
63,96.62092798,47.05277593,6.281960945,316.1620905,557.1711981,226.1704232,263.6212782,53.99035379,50.83822911,3.060178178,3.85760002,846.553451,400.217038,1672.282987,1521.393048,130.8743836,1121.796464,2159.269791,64.8768657,52.21699657,1.570318861,122.14445,32.15917525,40.91093919,127.5634374,272.5319777,2548.364818,1011.172164,254.094781,61.58071807,60.82296354,17240.24985,40.3374811,91.05142675,1607.084644
64,35.84961276,16.6287267,0.355215567,120.4953435,310.4708559,84.61906545,122.108307,14.13645751,10.14510405,0.136665505,0.062690731,286.6893811,137.4905226,424.6628043,985.3669018,31.78956597,452.0166487,1150.318166,14.31164878,14.22881145,1.132499046,40.6231014,11.49307668,2.776032939,5.088414492,35.88487397,1669.766924,481.2517987,69.96722246,11.51915715,20.83388264,10091.27067,2.283117114,33.63607343,493.4056862
65,0.701082184,0.498372293,0,3.566819426,61.0794582,3.13293697,19.08779601,0.030943555,0,0,0,6.728670562,5.22404631,0.815020195,351.4863695,0.056827463,19.24764046,205.7781694,2.05E-05,0.00738232,0.022278328,0.147460636,0.243546028,0,0,0,622.2765777,64.56170544,0.118743588,9.10E-05,1.218404527,2545.827127,0,6.702887646,11.39752262
66,0,0,0,0,0.000653212,0,0,0,0,0,0,0,0,0,5.984508113,0,0,0.10206778,0,0,0,0,0,0,0,0,14.30368427,0,0,0,0,28.09983454,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031964882,0,0,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0.195844354,0,0,0,0,0.086950037,0,0,0,0,0,0,0,0,0,0.004768354,0,0,0,0,0,0,0,0,0,0,0,0,0
80,5.025320229,0.668755663,0.919896968,8.783554412,2.034733197,7.168114568,84.73618844,0.542983533,0,0,0,71.67180766,0,0,7.42650067,17.22597712,0,64.47296247,0,0,0,22.28941058,1.667462425,1.097895026,0,3.30419703,5.711620095,0.623786413,19.25513592,5.123975218,0.432278424,468.3911345,0,0,36.53062684
81,20.57760999,41.89828702,41.74671471,119.594923,81.65188566,115.1540529,291.3827963,51.87137274,0.279399291,4.34E-05,0,645.8687403,48.9173327,122.5726311,185.7031476,220.7683317,3.868491065,647.8353777,0.028253324,0.405178901,0.197386342,73.69636938,11.4083398,89.20543908,0,161.186096,555.9593008,78.54339874,124.3314335,85.82953475,23.62138125,5893.058394,1.03694401,19.79138624,535.0673389
82,38.65237657,116.856195,115.109152,333.6811088,197.6555373,266.9924864,485.557231,160.1966032,27.0568126,2.997242378,1.294014847,1494.385438,428.3776076,1186.931365,553.8581077,501.8959843,174.4790158,1660.273659,6.966275103,23.30965175,3.112807062,115.8457515,25.30876046,254.795202,10.60553149,546.2274536,1605.221837,268.3021682,264.0572372,207.3349692,64.40078492,13157.46312,46.79422965,97.11800428,1450.972791
83,54.02844851,178.507527,182.9792872,526.1514513,284.6338031,390.1281202,619.2553531,256.8752302,83.06548614,16.84560026,37.89586527,2302.30217,976.6480859,2554.008642,920.3929899,719.7133135,510.6988875,2559.361293,20.53441264,62.1241181,7.489197359,136.8685404,49.10655014,381.3024283,179.8972579,871.2766398,2499.541698,491.1615293,397.9876632,283.8227034,95.98853674,19027.50362,205.3215956,175.5260453,2283.141466
84,76.86280671,216.2891874,219.6051357,605.9669445,312.9666896,452.8034988,679.1963774,302.9065654,120.442349,30.33899966,112.469632,2797.795503,1421.262639,3366.801154,1127.424014,800.7997368,839.0461443,3123.192981,30.77287675,79.57790585,11.63005829,139.6769744,57.37605235,439.413254,392.449795,1017.064344,3079.937379,685.5729896,496.9597289,297.8861167,112.7503849,22719.6547,370.7634689,232.674474,2687.636212
85,97.57220544,211.0412136,215.9421896,591.6326374,313.0221765,447.3007393,662.0671507,291.5940189,127.099124,35.67402172,140.8497806,2784.64858,1614.03284,3277.387769,1199.188965,751.5593158,976.2073562,3253.658499,36.9214321,70.75739742,13.87395295,160.8559768,60.76552733,421.0258866,462.9733015,962.436037,3278.686405,796.3788939,519.8461684,293.8818141,113.8694751,23738.64358,358.3264386,256.6971578,2625.026306
86,96.19565099,186.8847113,169.6282091,491.2195217,322.5181648,375.2251054,571.3047876,210.1362906,107.5401022,29.81161828,85.33829845,2333.859548,1487.863221,2512.106364,1092.692289,607.6863757,936.7033635,2866.551907,35.97622513,46.95287067,14.80817701,175.8636024,51.39342483,315.3735786,350.1738951,729.7605881,3065.588386,849.4830554,421.3167653,234.2131608,97.9081441,21837.23476,203.2493965,237.0698224,2067.222843
87,75.33734642,118.8797152,93.41539116,330.4116628,295.6775269,244.8167164,414.6963247,127.5810877,62.55405364,14.30410072,18.49064241,1473.86903,1060.003085,1340.095562,941.3370608,369.9594546,688.5089113,2155.762808,25.16678602,22.3349086,12.67720913,125.5562936,34.23165543,148.0810904,126.0740284,368.5054865,2471.419805,696.9439892,243.6299283,120.7991768,68.40337049,16992.68467,57.80672877,173.1672944,1231.307475
88,32.40604724,36.52288508,14.91434842,129.9253215,188.322397,94.44456841,209.8048541,37.29361038,12.76607577,0.933601406,0.230742269,452.793338,421.8178479,270.3987474,655.1001601,98.89562771,284.183213,1190.706879,5.157852446,4.540726615,6.21301012,41.92127088,13.08316923,11.80444806,4.864075727,48.88423053,1603.125574,386.4175431,66.77366433,18.94960856,29.5323016,9946.111599,4.084100336,97.41388714,354.4255944
89,0.743155389,1.010542301,0,4.130712708,44.03914327,4.216146994,26.2215104,0.082481396,0,0,0,7.6510357,22.65518852,0.409201595,233.4910588,0.214567574,13.20331051,226.8785958,5.95E-05,0.002615043,0.737521388,0.198193776,0.30524264,0,0,0,599.8147045,69.21433476,0.100211224,0.001946577,1.564187568,2516.420832,0,16.12034212,8.496096351
90,0,0,0,0,0.001165136,0,0,0,0,0,0,0,0,0,3.452994598,0,0,0.125272799,0,0,0,0,0,0,0,0,14.92021325,0,0,0,0,25.62348921,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033118938,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0.129006788,0,0,0,0,0.111830823,0,0,0,0,0,0,0,0,0,0.010943944,0,0,0,0,0,0,0,0,0,0,0,0,0
104,16.9699064,0.654830142,0.891516655,23.56723718,2.952075559,8.466182575,57.1689519,0.582402929,0,0,0,110.9518058,1.59E-06,0,7.131071474,25.25457433,0,72.32971866,0,0,0,29.29414759,3.914639415,0.578429837,0,8.105453103,5.943330189,1.231119855,33.58317916,8.145228045,0.49653871,452.285585,0,0,44.40763856
105,71.08663817,38.04944476,28.13520132,195.3345678,139.9850039,123.2680504,162.8628844,35.28359164,0.091365927,0.000767564,0,938.4451705,80.28432227,45.28576396,267.4647305,262.3055334,8.227428283,766.9959332,0.159218391,0.325129276,0.315546971,101.6420738,22.12857535,41.62417165,0,212.845462,536.8156232,166.7187732,176.9718634,106.5857939,23.92157517,5816.079878,0.639971332,28.98618815,629.7298188
106,122.3113097,105.9909729,74.89557874,399.5576299,415.4364684,276.9640474,167.1542065,85.80938139,7.728744097,4.154260872,1.955656716,2059.144157,554.8007001,427.1169697,739.2330571,533.8507357,288.5820414,1879.061549,17.20781545,24.9253357,5.379783602,165.9219253,42.20508904,118.1344393,13.53820891,576.0906203,1561.370463,623.1446445,326.1712321,220.0584699,63.77589146,13351.53432,38.12877589,142.6396907,1654.561805
107,163.177954,162.3639276,112.9997279,547.9894975,665.1845972,394.0816951,138.7580056,131.5120716,22.31249409,17.50026776,60.35543371,2990.253671,1102.180536,897.7718194,1103.433204,689.7394976,633.0210311,2757.846063,54.38875538,72.78535888,13.95352368,210.1794365,56.5286836,180.3324917,215.7004439,886.4253627,2452.619427,1087.635993,436.1748913,268.4280479,95.42490734,19572.29272,192.3696992,249.826923,2662.474863
108,181.1079143,195.1204377,128.7406426,616.0080207,816.3344733,454.2405251,135.0842372,171.7363083,33.09778493,27.36654582,175.3997569,3528.182322,1509.359515,1269.195663,1400.379647,713.8629394,715.0572106,3234.185956,79.22204749,97.81695833,19.89268317,225.7783586,63.34847061,202.5384765,442.9375271,1064.692036,3035.964087,1395.83593,509.1324171,266.3601539,112.3746319,23467.75262,366.9232899,319.3635775,3215.477618
