Timestep,Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Italy,Latvia,Lithuania,Luxembourg,Macedonia,Montenegro,Netherlands,Norway,Poland,Portugal,Romania,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Ukraine
5631,260.6559152,511.6115116,218.9710382,902.4917405,1054.68662,790.5747905,657.8975363,1003.37027,577.06018,230.2562741,6624.741133,6540.538414,5100.11456,2363.96971,1480.03775,4264.473889,597.8193996,447.35971,13.835759,352.821866,85.17587273,1319.062279,13513.74912,3047.00893,5474.193916,2285.163485,1005.805059,696.5439899,184.298644,41121.23547,10820.92159,259.2801703,5711.246641
5632,196.91738,413.2156665,112.5126036,686.6862758,704.1120562,617.41662,406.6613651,767.9352158,477.228087,172.6235719,5056.339877,5661.02373,3934.475177,1653.364934,1126.218433,3303.429138,430.8341838,277.2302337,9.892360799,239.6814531,64.63483762,1054.970579,10524.09176,2234.524711,4850.403573,1528.276249,741.6187397,524.1313565,145.3837101,36684.05248,8562.434738,178.2478864,3633.270616
5633,121.6280392,263.9282478,94.376862,442.7959257,382.3362778,411.3330212,154.202708,516.4936695,354.4408628,108.9870546,3326.329811,4373.427988,2642.651248,914.6005433,712.9538479,2324.867067,267.218294,155.7948103,9.160310058,141.8752695,39.84164489,674.9245615,7564.339735,1436.359427,3802.501019,835.4525163,441.4285934,332.9987253,89.5598942,29195.09272,6108.970098,125.5251527,1688.207058
5634,46.95375973,123.4754751,85.36482338,201.3047008,110.5674729,197.2336194,6.241933035,245.1632782,218.986412,47.28908003,1782.545001,2812.515328,1441.3272,255.9210402,302.2636098,1145.315673,119.3607232,76.82067022,6.368841443,48.6529976,16.9652411,355.3187463,4890.932603,674.2988234,2693.728943,277.8097634,168.1062863,140.1573553,40.94481664,20024.73714,3670.372429,91.81854364,347.1269625
5635,2.192379424,24.45211178,68.19292169,23.37435531,0.463541495,30.50243352,0,47.54040542,89.14353897,5.132849384,526.753349,1304.589996,487.4677181,2.436291057,32.71964218,243.3931448,12.80958751,7.725178897,4.045376049,1.142751998,1.241060347,128.0436017,2318.997066,111.7523525,1508.275739,7.297525104,9.277831985,15.91253937,8.886867218,10432.33383,1536.068257,25.56527931,4.731701654
5636,0,0.0045332,11.81791565,0,0,0,0,0.016750041,7.857074077,0,22.29600973,205.3353512,25.39939745,0,0,2.011607251,0,0,0.605747162,0,0,14.47902739,421.3857445,0.022407484,411.2793286,0,0,0,0,2250.384912,189.0993769,0.754572129,0
5637,0,0,0,0,0,0,0,0,0,0,0,0.046225327,0,0,0,0,0,0,0,0,0,0,0.039233791,0,3.483545737,0,0,0,0,3.711644208,0,0,0
5638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5643,0,0,0,0,0,0,0,0,0,0,0.022590082,0,0,0,0,0,0,0,0,0,0,0,0.766431635,0,0,0,0,0,0,0,0,0,0
5644,0,0,0,0,0,0,0,0,0,0.014668685,118.3490318,0,0,0,0,0,0.000969236,0,0,0,0,0,91.11596483,0,0,0,0,0,0,0,13.65374484,0,14.77384533
5645,0.005949137,0,0,0.00010708,14.82196797,0.000450685,44.7195877,0.058198766,0,17.65225546,964.9258387,0,1.65E-05,2.936488808,1.486870955,0,31.26076023,22.71816453,0,0.333903339,7.11E-06,0,530.699417,19.20697277,0,44.35092506,0.94133179,1.647186774,0,0,507.5260042,0,783.5508349
5646,25.89515087,21.46885993,0.94636968,66.70615972,245.2044917,40.62221143,268.3428594,46.7472362,17.22310995,71.19276131,2253.987746,2.152509079,83.13860476,288.1005332,147.6061482,94.3938259,165.0333139,148.462784,0.104809805,45.83558193,8.161079845,7.402385633,1807.589529,361.9779902,0,587.5856494,122.0303075,79.94960224,7.185997071,0,2086.083445,3.501982593,3086.704609
5647,99.64852312,110.2082693,36.29090764,310.5719462,632.0872359,216.1042289,533.6655657,216.3424061,96.7659778,134.3553792,3724.703616,343.8544629,743.8112987,969.9591926,525.3186873,883.3490582,356.6834383,342.4040696,3.664264068,155.9847345,33.43022837,155.9173578,4145.606091,1045.925445,1.90263982,1462.94809,415.328647,248.5398307,40.98655789,432.211978,4382.368556,61.23279218,5854.890615
5648,182.3271987,212.7963986,105.0207523,589.9049886,1022.068063,419.8920904,777.4865848,450.009057,194.7707372,195.6844967,5200.350947,1463.070341,1873.805157,1728.000593,955.7694287,2074.009178,550.8985042,553.8546632,9.281257572,276.9672286,61.34745526,404.1344802,7153.08003,1878.669452,411.3046766,2344.307595,733.9945745,440.702431,76.14306401,5877.975905,6960.561304,168.2184115,8436.804874
5649,257.6636616,325.7037263,229.4445673,849.1558786,1359.489214,598.3497337,975.8475378,694.2405995,300.6823887,248.3298164,6708.937897,2872.865366,3092.222203,2448.644633,1345.120083,3439.936474,728.5548775,730.8064921,19.05559906,382.4494995,86.77872686,585.0851263,10057.3368,2685.162125,1598.86199,3119.936478,1020.918448,618.1481928,107.718563,15592.17363,9439.238745,306.8578813,10509.17904
5650,318.427614,432.8127901,320.6400965,1061.623733,1612.613567,739.8793048,1109.139968,909.8526968,387.346532,287.6994166,7774.181073,4465.344991,4030.939522,3057.259369,1654.869315,4675.81399,862.3583132,857.7474066,28.66456074,464.6836789,107.1768323,911.7271877,12247.1563,3301.573443,2957.978557,3710.496851,1247.495593,751.6773492,132.0853237,25780.97999,11321.64816,443.2347123,11887.2331
5651,357.9748393,514.7761189,369.7935702,1205.541118,1763.796089,818.6423687,1169.159877,1064.870813,453.3496368,310.3354661,8460.308163,5857.443579,4981.106582,3443.122691,1858.087919,5549.276182,935.1613651,918.3990927,31.89831531,515.0291214,120.8164063,1208.474869,13962.80484,3723.742939,4118.485679,4092.586576,1392.512163,854.2073897,154.1158814,34670.69402,12460.56822,533.2174348,12502.08835
5652,373.8196466,577.2829732,455.7134388,1254.178904,1799.793482,780.7259026,1145.697344,1150.176713,452.4937911,315.3293851,8659.917317,6852.184667,5540.707174,3543.201611,1938.241689,6056.915483,958.0307594,916.232452,21.66551909,532.4001384,126.5540116,1281.999663,15090.9933,4072.800197,5085.146897,4185.227293,1450.8404,896.9020381,137.4602243,41279.43172,13109.78884,582.9910402,12386.78073
5653,364.1242738,597.7357129,556.6666593,1229.135058,1710.76849,892.8419976,1045.243444,1153.418483,435.0785739,301.5307422,8278.852194,7395.806663,5380.777542,3374.311897,1894.506634,6135.584452,908.0419063,873.8831783,41.72052655,514.4459003,124.0425331,1314.719389,15111.95664,4030.221144,5758.874475,3987.954442,1409.683402,888.7842429,130.5659749,45213.43608,12957.21639,553.1695935,11524.81601
5654,329.5130888,566.3006138,558.0318002,1130.315427,1498.28811,859.0473438,877.3319458,1078.542098,458.0301539,269.5539724,7583.578806,7197.261518,4824.856399,2936.343746,1728.766166,5777.46147,810.1064387,774.8021277,57.35458411,461.0318173,113.5065747,971.7421402,14039.50823,3637.283805,5999.685793,3514.472501,1283.344913,815.0857145,133.4331331,46016.39374,12044.27204,538.0853344,9871.384796
5655,276.8187967,501.144866,478.9922417,955.9405821,1199.894967,719.4244614,653.5701527,944.9779411,455.6401782,222.7719321,6190.856562,6692.913766,4047.788778,2360.816754,1453.633729,4968.965434,657.3984956,599.820944,45.94732387,381.4266193,95.94664412,717.0559218,11719.91997,3058.752288,5824.726554,2824.733718,1069.980739,672.6098331,120.9556853,43722.21775,10332.39103,471.7946878,7642.764273
5656,203.7736461,404.4309511,328.0328596,732.7302356,841.1833389,531.7137703,396.9472905,747.4809025,342.7946139,158.8772214,4462.069756,5862.633563,2950.991662,1678.418651,1094.838757,3960.341546,435.5994076,401.8871952,41.59957904,282.1578966,72.41429525,592.9681292,9126.568943,2300.355476,5271.688875,1999.677741,791.2882641,495.9429795,92.29635576,38473.19672,8117.722357,334.7660744,5052.460706
5657,124.9206962,274.6234484,203.5362091,475.8283831,457.1278264,350.8063124,143.8586836,505.9123869,234.0934026,93.02318178,2839.172603,4655.791551,1983.81118,954.0766576,682.7852615,2750.730797,249.2060241,223.8341569,26.67847525,169.5558416,44.92075273,490.2726464,6531.387039,1446.58233,4346.135718,1116.12765,479.1641628,308.1117756,71.27869727,30826.14588,5629.481105,158.0966957,2420.947613
5658,47.98938576,144.5375775,118.1755525,211.5241908,118.650052,178.2845833,5.019275879,261.6383493,154.4144517,37.69380052,1455.707643,3041.748172,1077.290203,282.9028085,290.905308,1428.269083,94.22085607,86.94103481,12.91592133,57.2110768,18.42281743,304.2700598,3896.505009,689.6541311,3167.010943,334.2337204,181.573317,134.4476011,36.82787149,21389.45027,3276.694533,92.45258978,464.6720985
5659,1.953407922,29.43906404,54.64618739,22.0163094,0.382667776,25.92335255,0,51.530154,60.24621066,3.641286681,398.424633,1399.229941,350.7495619,2.452750489,28.98522077,311.7948797,9.166901435,7.225728297,3.158181477,1.169276536,1.193848636,150.1817577,1716.261709,114.6775626,1847.868019,6.608287167,9.266227061,15.01907406,7.130728716,11261.87205,1335.188327,33.6011794,4.424630976
5660,0,0.002571771,6.577831925,0,0,0,0,0.006300615,4.173661901,0,14.27043316,200.0962888,17.12102283,0,0,1.801692943,0,0,0.472452817,0,0,19.7294651,276.6550703,0.005902176,578.1448125,0,0,0,0,2453.598652,142.6349296,0.883036888,0
5661,0,0,0,0,0,0,0,0,0,0,0,0.069986108,0,0,0,0,0,0,0,0,0,0,0.006074752,0,5.312324084,0,0,0,0,4.054039387,0,0,0
5662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5667,0,0,0,0,0,0,0,0,0,0,0.008392349,0,0,0,0,0,0,0,0,0,0,0,0.235801546,0,0,0,0,0,0,0,0,0,0
5668,0,0,0,0,0,0,0,0,0,0.001764894,77.80739538,0,0,0,0,0,1.38E-05,0,0,0,0,0,71.46507061,0,0,0,0,0,0,0,4.585548405,0,15.76738429
5669,0.001725336,0,0,0,13.13095778,7.54E-06,37.02313314,0.024545444,0,10.19215089,682.1375,0,0,2.525673747,0.997475248,0,20.72613654,18.80876353,0,0.245784719,0,0,415.4240223,18.0257298,0,40.75171341,0.656736513,1.302814019,0,0,355.7731449,0,876.4480039
5670,23.54788109,11.04133358,0.39849557,47.69070573,241.9884489,29.0088374,242.2771348,28.93886117,4.407106779,48.24753338,1676.334981,2.66661734,61.55275987,327.6268543,104.9054075,85.85852571,120.8286881,139.8379147,0.027063343,46.46365726,4.622917174,2.791173585,1271.779102,383.247906,0,575.2476132,104.4556622,55.00741532,4.890163001,0,1669.547417,3.47692795,3320.417327
5671,94.7507695,69.55138736,35.09012801,266.5686833,627.7290267,175.7272933,498.5281125,129.6393485,35.89183918,98.28836741,2778.076714,523.0879827,600.6465757,1094.549134,331.5136423,933.618925,270.6426316,323.4566539,2.288861674,156.9380767,26.7329525,93.09860941,2640.051385,1042.914724,1.888567542,1448.967782,345.3647868,176.7462021,35.26784334,442.0536839,3714.653235,85.32449867,6153.382479
5672,175.5180548,160.4954028,126.4453997,538.4285853,1017.100466,375.2671647,737.4357482,266.9260523,89.34652711,147.840268,3869.687369,2181.218967,1452.144132,1902.759616,568.4880849,2312.820068,444.9044729,510.7285347,11.3276895,274.5042409,57.47814497,339.8558792,4250.74181,1738.211644,507.3800179,2330.787006,610.669767,307.9700953,82.78817291,6501.938706,6111.183341,239.8997896,8807.276734
5673,247.3792625,234.6955982,269.4599137,793.5415916,1357.715461,576.2055081,929.4633949,422.6018961,138.3487719,199.8809574,4845.451323,4071.467988,2537.983129,2623.991895,800.8880218,3725.796504,607.4832366,677.3603118,25.28439601,380.188396,82.10288487,602.4772481,5967.245384,2339.029357,1767.801454,3115.542528,874.3950381,389.3326036,133.4984815,16481.64361,8490.695908,401.4281765,10989.60134
5674,304.0200309,287.0035093,409.60948,1000.021519,1615.74756,750.6605073,1044.206675,547.4483222,178.9660725,244.2869643,5575.558568,5792.733827,3492.909151,3185.144961,991.3120845,4892.601812,718.6656583,812.22657,36.44976122,463.1942218,100.6837417,871.2264509,7484.051635,2740.315374,3101.463405,3713.051923,1104.829246,477.1586682,166.0746269,26548.82667,10472.85361,556.1997942,12514.05177
5675,337.4296022,328.1375437,511.1339594,1124.23335,1767.53947,863.954263,1071.162669,651.682758,228.2196021,268.7793921,6088.200602,7239.316305,4416.928488,3536.84341,1131.864148,5740.053282,768.3969318,897.5309215,49.41024216,512.3373316,112.9552746,1075.309368,8745.627693,2902.399274,4297.784638,4052.257087,1248.755042,571.4208485,200.6602336,35150.74091,11761.94157,675.4366352,13211.34016
5676,343.0135715,333.6550951,550.0971812,1159.840805,1802.535726,888.082286,1019.234066,821.4406073,311.4461577,260.8211506,6273.990855,8292.902007,5074.264828,3640.436072,1207.866258,6227.834523,784.1552876,924.9631589,56.73074957,516.8505658,119.8771542,1233.771379,9600.726454,2853.591214,5236.960963,4086.0634,1266.758418,599.1113913,193.5781077,41581.69096,12382.90982,734.892644,13071.37906
5677,333.3771013,321.6295874,571.4563859,1117.586374,1715.034203,837.7372944,930.3874716,977.7882137,407.4571305,225.4290369,6036.092028,8604.706625,5481.086383,3472.822182,1230.286134,6290.495436,779.7856326,888.9071213,61.47953089,479.5513314,118.0599056,1268.707789,9535.556694,2503.064524,5838.979108,3869.492013,1212.298489,538.1850513,169.4237291,45347.64855,12271.45957,721.3212604,12087.40075
5678,311.2532738,315.6432053,535.0764307,1007.807707,1510.889374,715.7793213,782.5802759,1003.208384,397.1763283,187.6968407,5265.700786,8342.969116,5465.479511,3082.085634,1140.464018,5990.448549,711.260243,777.6137716,58.6022532,409.1161641,107.6872954,1091.336111,8797.925602,2230.266987,6057.680695,3405.591592,1065.881906,467.7546025,141.1769109,46146.91682,11325.29909,638.0063144,10330.03642
5679,252.586255,298.7008355,412.2704547,834.5202921,1210.907471,608.0163647,610.0033169,903.1991766,293.3651566,148.0543398,4278.741319,7592.437864,4711.257685,2489.423918,1004.222075,5131.410839,542.8859369,607.4897118,46.15102495,323.7864264,91.45456885,1085.307062,7397.903393,1897.31371,5869.189651,2719.946731,879.6633587,426.0032191,132.2160204,43836.95973,9587.08387,574.7770159,7986.196142
5680,186.9628357,236.557325,305.0732897,633.0114746,849.4753623,479.532189,385.85837,709.9597433,275.6339512,109.0818345,3192.459852,6537.406379,3753.718033,1774.345917,810.8385167,3971.80618,360.4552325,404.3564672,44.13947683,226.2987713,69.72925935,722.998607,5731.056554,1572.27807,5294.184359,1886.281904,634.3237957,344.2561636,106.2849839,38639.27508,7418.798066,540.0253748,5250.348606
5681,116.1736558,164.0234711,145.5212571,396.9215296,459.3395768,314.1549904,139.6113115,469.5244307,206.8111723,68.625011,2060.699673,5192.168486,2600.629985,983.8505546,518.0614751,2736.334777,188.2540654,212.530949,33.15871572,128.1360153,43.69564129,569.0851144,3981.281837,1114.003693,4370.549815,1014.838595,375.574698,232.7220399,71.10111316,30904.99514,5159.993143,413.104016,2479.125117
5682,42.02166587,92.4536503,63.62591628,177.0172251,115.2596591,144.6336601,4.491781342,225.0003599,144.1543746,29.04886904,1014.116317,3470.645599,1481.367225,275.218107,223.0562456,1494.154791,66.32718639,69.21157053,11.7335639,42.51350054,17.41740931,280.3445374,2305.720956,535.0252503,3190.897168,279.9652299,137.2944259,102.5461903,39.44801301,21452.29628,2948.485666,245.1436832,425.250325
5683,1.561524017,18.61137896,40.56272169,17.45748475,0.236541806,19.68808259,0,42.28865729,64.44994009,2.540061506,245.271665,1561.662659,501.2240342,1.600523483,22.06906318,371.4178646,4.467697177,3.948398399,3.78838168,0.766377868,1.019333554,81.65840972,960.9073718,86.09152018,1859.866965,3.800021374,5.91819817,10.68757002,7.742443052,11228.14853,1122.704389,82.72554758,1.818482942
5684,0,0.000223332,5.774749351,0,0,0,0,0.001753875,4.716467372,0,5.675311253,200.6110296,17.06853036,0,0,2.951057728,0,0,0.47643008,0,0,4.999752625,144.5823898,0.000964882,576.0167255,0,0,0,0,2380.788696,101.4492175,1.808622689,0
5685,0,0,0,0,0,0,0,0,0,0,0,0.02691222,0,0,0,0,0,0,0,0,0,0,7.59E-06,0,4.152373766,0,0,0,0,3.126098555,0,0,0
5686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5691,0,0,0,0,0,0,0,0,0,0,3.85E-12,0,0,0,0,0,0,0,0,0,0,0,0.030969293,0,0,0,0,0,0,0,0,0,0
5692,0,0,0,0,0,0,0,0,0,0.000288262,42.03839743,0,0,0,0,0,0,0,0,0,0,0,31.86733259,0,0,0,0,0,0,0,3.036994595,0,12.1325877
5693,0.000295305,0,0,0,11.31864182,0,38.06033036,0.011380837,0,5.056195341,550.20381,0,0,1.814469081,0.410248936,0,10.47515774,11.47710503,0,0.146015458,0,0,292.2744803,11.7853624,0,33.03362058,0.39816448,0.456307107,0,0,256.6654856,0,764.0993288
5694,22.95817153,25.12173096,0.648678837,49.98588768,226.5247175,21.13630233,249.9909215,65.39545871,6.336754031,17.13162632,1461.386996,2.209077603,90.34518459,285.269973,98.96087535,88.12523182,83.91419222,107.3871957,0.107844442,40.612415,6.930822938,3.270979497,1119.298491,352.2344198,0,477.5975037,86.25572285,55.727035,5.347650363,0,1140.351622,3.744337602,2789.542845
5695,95.46938157,150.3803802,49.05699807,262.1487267,608.6475791,136.1054625,509.2000715,305.1573898,41.03035099,32.11497194,2533.40116,558.2700101,815.167152,990.2610434,409.8424933,1032.699154,202.7042292,269.3968724,5.432300285,144.5468709,30.96979623,93.85374582,2570.094413,1183.38213,1.34165243,1213.928528,308.9165544,214.9836093,40.98190183,369.3461393,2379.294067,95.91016894,5044.74059
5696,175.8714706,308.3206556,162.0275245,522.4773495,1005.146676,315.1259996,749.4487453,585.5219178,86.56152706,52.48367753,3485.709955,2374.910032,1969.202458,1781.525037,801.4335782,2539.164183,379.2218428,441.1715276,16.79579025,260.8703254,58.18258405,266.3383232,4445.947848,2233.184926,479.6561605,1965.179914,568.2056409,414.2457551,91.96961409,5982.575858,3879.715794,260.2279423,7082.730616
5697,249.0167556,459.7588351,297.577616,770.2865909,1347.17088,496.8676337,943.9556223,849.6351014,145.7444862,75.39834712,4310.680946,4442.935665,3255.325127,2507.756033,1187.748676,4041.476277,564.403038,590.4879965,29.26929831,369.780142,83.30757779,487.2652364,6476.903633,3305.085305,1717.708395,2640.959681,842.9537905,617.1382323,144.3708108,15977.37253,5266.699495,428.8201231,8757.608353
5698,307.1536508,587.9957549,423.5003138,977.3125867,1603.157178,654.1974847,1077.090283,1070.067358,196.4450697,120.8904268,4996.607622,6369.529015,4421.832274,3080.64249,1503.77511,5336.149384,713.6428549,712.2546309,40.2054998,450.5966454,103.6852647,701.8866521,8840.115055,4214.398295,3017.68143,3186.82323,1096.850861,787.64528,192.3201522,25946.08831,6430.846001,577.073027,9944.406022
5699,344.4625762,678.8785879,501.8552016,1120.674488,1750.661611,783.4667675,1138.710422,1228.060133,232.7367628,187.3782496,5379.324776,7919.331497,5304.690639,3450.955409,1716.311182,6295.432137,786.9518668,803.4174649,48.83733289,497.4876243,117.3656758,881.1994695,10783.85229,4813.016117,4120.693607,3520.037525,1278.858125,913.7759998,228.1963886,34398.80749,7308.898682,689.6665645,10497.83568
5700,346.5477292,726.1953273,500.821895,1162.881843,1780.91335,876.656174,1079.637129,1308.849409,291.9712289,237.2814894,5644.654637,8917.679912,5879.69642,3545.993781,1832.942525,6831.54544,825.5244214,840.0507983,56.36154137,487.7971809,122.7765846,1126.696117,11857.92807,5021.708068,5028.283875,3569.842073,1325.266576,978.2800769,247.9152489,40578.87124,7810.727765,758.64479,10499.23178
5701,303.6312735,728.3988316,518.2368925,1059.166423,1690.179897,905.4808197,889.0294045,1305.255537,343.1266536,236.5901846,5462.794136,9259.53569,5962.464533,3395.70808,1827.699751,6880.922799,813.712554,824.5992289,59.32793828,455.1906334,117.957813,1143.93196,12126.00619,4889.512844,5523.996645,3365.039502,1277.936029,962.8924721,249.7776765,43712.10008,7782.172459,779.3266886,9741.812921
5702,244.2103011,685.0905948,560.1446183,902.4634955,1491.573965,846.0650374,692.5391434,1219.44779,315.2708292,197.0637073,4884.017951,8926.286473,5811.433357,2988.579295,1709.778089,6429.716612,728.8676528,752.1307982,58.13119446,385.930881,103.8690314,973.568128,11328.0475,4445.462445,5619.932374,2968.548462,1159.165479,886.4117886,232.4603675,44359.33889,7264.328541,749.1937675,8264.634577
5703,187.9582901,597.9115244,520.0892837,737.6307327,1198.38238,723.6303921,457.2827377,1057.513089,254.1932763,147.8843897,3930.40547,8008.395242,5256.945036,2404.267946,1470.439581,5591.22779,586.0029326,626.2589499,52.9113544,304.3247859,85.1044079,862.3926184,9600.265224,3685.076063,5023.862944,2365.222408,956.0905543,748.8189706,200.9134584,41951.91129,6276.05272,670.5242393,6277.344322
5704,136.9574485,473.9058018,385.6082026,559.7676375,839.3442943,563.1180535,297.0681218,831.6009859,226.8807896,114.2310619,2778.179342,6639.805936,4244.409523,1724.918225,1120.455004,4448.303902,466.6745541,441.9662001,44.3431779,211.3369061,62.42963703,708.7094306,7445.699082,2743.041798,4439.076786,1663.59141,699.5115324,566.9879797,159.1150291,36471.57285,4893.830482,551.5321282,4063.787014
5705,85.28865112,324.5890812,245.8757394,387.7606599,451.5969815,369.9536721,121.827568,563.5418277,166.2260457,75.21123203,1699.228162,4844.461831,2900.871838,958.5119734,707.9917753,3074.185616,283.6780024,256.5028941,33.20964099,117.9766621,36.92179596,471.2755883,5065.896279,1714.259535,3478.384587,909.5039808,409.7257852,359.6459598,108.9275072,28589.00344,3487.365771,407.1682043,1861.967108
5706,30.78648411,160.3401026,117.2867912,177.5929323,108.555014,171.5010338,3.954633585,280.666041,98.80547587,31.69652205,850.7569013,2998.887616,1542.825184,262.2493848,296.4459872,1608.013961,113.6825267,97.85357741,19.98498522,33.93682107,14.26519758,217.7554604,2892.139009,745.9549306,2634.514605,257.745505,145.153186,152.4954513,55.62777084,19158.08094,2074.439782,240.5472114,312.7481603
5707,1.02686438,27.41323482,34.22740096,15.88749164,0.144580265,22.44167463,0,51.74434554,37.61132909,2.586755303,209.6660683,1277.77624,487.2698581,1.096406367,25.47591989,366.4152219,9.772703044,6.826805551,6.108651513,0.422528994,0.765855955,58.55490259,1152.352451,103.0524684,1542.37863,3.768765194,5.694362576,13.79311357,10.22557689,9693.484456,808.2120044,80.02693358,2.358688972
5708,0,3.75E-07,3.272835023,0,0,0,0,0.000670791,2.348701127,0,2.196384803,143.3027251,12.89891925,0,0,2.269450172,0,0,0.329025616,0,0,4.198870295,138.1001629,4.38E-05,421.8833913,0,0,0,0,1887.090137,62.44941821,1.441308521,0
5709,0,0,0,0,0,0,0,0,0,0,0,0.004421349,0,0,0,0,0,0,0,0,0,0,0,0,2.271608435,0,0,0,0,1.804201399,0,0,0
5710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012108846,0,0,0,0,0,0,0,0,0,0
5716,0,0,0,0,0,0,0,0,0,7.01E-06,27.90537941,0,0,0,0,0,0,0,0,0,0,0,35.94992132,0,0,0,0,0,0,0,0.447561963,0,8.134956379
5717,1.56E-05,0,0,0,10.33622943,0,37.13776373,0.003486689,0,10.16541381,344.2503238,0,0,1.406417197,0.454210172,0,18.54171381,15.73726806,0,0.09440253,0,0,293.5843536,12.67750598,0,27.84459434,0.276525846,0.777118439,0,0,117.799619,0,549.8945454
5718,18.00811237,22.16958603,0.069997396,50.100677,230.657758,31.43989343,251.9010556,59.33049985,4.189996125,46.82561297,961.8998282,1.072299856,63.74871563,300.7757428,126.5209255,78.33263329,124.681859,127.1342016,0.021421969,39.27384175,6.190692282,0.743226907,1108.816608,439.0803951,0,497.6791115,101.6403211,76.67803548,6.32580059,0,724.4018362,2.648352713,2341.090491
5719,82.4990226,131.9817051,9.720634966,275.4776081,617.0593036,197.4158764,515.3418008,283.3737485,29.90684271,99.79994304,1747.986805,270.4410819,539.5422156,1064.141143,496.4675856,993.239545,279.2787258,279.008447,0.810231213,145.6572342,29.41798841,29.27113436,2549.269012,1405.056726,0.762890638,1342.484672,381.4359717,264.9502587,48.32101005,348.1921232,1706.345575,79.24353102,4684.148075
5720,159.8970775,284.1114099,31.14536643,551.5954348,1008.465662,410.5829636,758.5542816,548.4864171,81.27460238,155.4586092,2669.033732,1178.935768,1289.391642,1881.415721,918.3094026,2488.839847,433.4053808,417.4667675,2.268975356,263.4544436,56.60014844,116.7601943,4360.780822,2486.625825,413.3239103,2227.219485,693.8046536,470.4557703,103.9773708,5987.123818,3022.635525,241.9777687,7048.675606
5721,231.0514537,440.0445038,62.28826301,811.5806933,1350.228699,615.3837534,957.185696,790.2835968,155.9256408,206.8717905,3482.723943,2384.626869,1941.536534,2612.258504,1313.065819,3981.609723,538.9026514,506.908405,3.642760873,370.1659652,81.87828111,194.7174914,6211.819499,3422.200447,1564.706616,3011.036212,980.4361555,661.2525421,158.0857928,15438.55154,4619.218934,405.2326135,9132.989157
