Timestep,Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Italy,Latvia,Lithuania,Luxembourg,Macedonia,Montenegro,Netherlands,Norway,Poland,Portugal,Romania,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Ukraine
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0.021808057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,2.073595178,0,32.74709216,0,0,0,0,0,0,2.847783878,0,0,0,0,0,0.003422084,0,0,0,0,0,0.913297023,0,0,0,0,0,0,61.81010007
8,18.88950775,0.240733514,0,21.41811735,134.3239242,6.442461123,172.9629301,0.084974121,0,7.46E-06,0,0.062044987,0,203.5755768,15.94421021,64.23438168,0.007031689,0.038289484,0,34.73604039,4.508062977,0,0,1.043272647,0,196.4532436,38.96452185,4.570235347,0.324796096,0,0,0,799.9177005
9,81.92177683,26.77080548,0.78996662,182.9162091,394.9896662,100.6718275,357.3641268,16.29425158,0.025940369,1.540354469,0.228784467,99.44423557,60.48222305,652.183576,159.8818449,743.8948533,7.506909058,9.68135471,0.26114096,128.4095908,25.18114468,0.45348786,0,41.80932315,4.61902805,732.5151789,207.8142767,56.7918382,20.78485505,433.077789,0.10712638,22.11172618,1930.26668
10,140.1823675,79.68906616,35.93543166,383.3309118,621.9507269,226.1739281,502.6639192,65.63475879,3.851111767,7.886768284,14.18267825,1116.140135,496.4597105,1097.923268,309.5365957,1860.631716,33.88110894,34.3069884,4.12415744,210.8030345,45.43121583,49.29013696,3.752527959,163.9341535,548.4284907,1226.435044,400.6594384,111.8121486,56.3792767,6042.742128,10.51796848,119.3809201,2831.949136
11,179.7649344,123.7568087,117.7205951,529.3195921,778.7864066,322.1883182,567.3605577,143.6349553,10.52946898,12.87600981,51.98028986,2552.009667,1076.726397,1421.948798,409.7216831,2778.907251,67.79485691,56.95739267,9.65683143,264.934928,59.53020663,163.8451632,128.0615448,325.7180267,1606.972952,1525.13622,551.9310844,164.0018353,84.25851046,13807.25042,99.34009789,218.1210563,3232.129657
12,196.0102795,170.4819774,173.6703703,596.5095971,840.8459993,377.6575354,573.7614793,222.4626814,15.41347571,13.84792843,62.91293682,3628.354444,1538.504619,1545.019987,461.8716172,3298.714951,79.89664862,69.09229126,16.07647083,284.800337,65.64555456,280.6625801,327.4157787,475.6252161,2502.531283,1587.261247,627.6554624,199.1825495,99.65212781,20082.77126,193.3944557,284.7454254,3100.5018
13,187.4576178,190.4177023,185.4315843,583.3992374,783.7431214,374.3839192,496.9842283,223.523756,12.89654074,10.28474103,35.01588925,4044.640832,1678.937895,1509.725017,423.0969135,3378.944103,57.08290986,60.23101576,21.91059695,268.8469959,63.22595947,307.7149584,384.1959689,519.3694109,3084.145131,1408.314554,608.1564913,192.7860699,99.85634136,23848.09895,145.7632216,312.4354975,2416.695134
14,154.7902195,175.5261153,154.6182117,485.0315261,612.4671332,307.6568273,358.1586074,173.994976,7.987671159,4.884813058,7.380017258,3818.629763,1517.771021,1262.522503,333.6811806,2991.00945,33.8107529,37.7970475,20.1027499,217.0659321,52.608327,213.4753287,274.7594747,433.5695356,3289.167717,1022.051438,499.2872359,136.0760004,84.99776351,24573.21406,79.82097964,289.9781949,1372.726454
15,102.3050317,120.9671722,105.9175868,327.7378085,347.6775786,198.1380347,158.7439816,111.2850384,3.604055037,0.229294244,0.104773901,3075.832927,973.5172457,801.1512574,198.4367504,2220.749767,5.697058673,9.102376992,15.62132624,137.0008867,35.02287324,137.8883611,87.56795287,231.6654919,3101.077652,524.7810118,313.3498152,62.59001727,58.19677729,22266.6539,11.15298092,220.1033682,347.6071835
16,38.17479405,45.97297676,55.26791877,130.7340872,69.2851989,76.41538343,17.27320236,35.37675145,0.530263077,0,0,1935.120601,358.9529066,273.224058,47.93625789,1190.696622,0,0.000961728,7.739176773,43.50269741,13.30266836,63.80741386,1.707514607,35.3068101,2538.457059,82.28902261,90.08612367,10.93528406,24.30144505,17210.99071,0.07072599,115.8398124,3.655900215
17,0.700069294,1.743036077,9.490077368,3.648837083,0.000217243,2.806674003,0,0.085919981,0,0,0,628.5471536,18.25495802,3.834384754,0.066523997,218.5245076,0,0,0.864341858,0.134953063,0.257983967,5.949219525,0,0,1657.125903,0,0.102576691,4.97E-05,1.135028546,9985.078768,0,16.87448032,0
18,0,0,0,0,0,0,0,0,0,0,0,13.21233702,0,0,0,0.083325583,0,0,0,0,0,0,0,0,610.7354501,0,0,0,0,2442.161129,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7798801,0,0,0,0,15.80425691,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013689401,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0.141276858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,2.510038497,0,78.58032752,0,0,0,0,0,0,6.782957848,0,0,0,0,0,0.004947658,0,0,0,0,0,0.464398192,0,0,0,0,0,0,19.16699625
32,17.74973009,0.530297751,0,21.96500153,142.2776396,5.739654294,264.5845719,0.327422369,0,2.55E-06,0,0.066384912,0,316.7660222,9.264373318,71.85278752,1.12E-05,0.102118008,0,33.92569501,4.072882976,0,0,4.702331559,0,158.4388998,36.73711862,1.807140509,0.259081156,0,0,0,356.2276705
33,73.69307952,46.8232247,0.079086126,185.250371,413.2165566,85.94548985,431.9495129,56.22964215,0.063676964,0.540405625,0.055770899,86.85151455,50.00651358,901.6331597,101.8517825,750.7265022,3.138480701,7.97851764,0.029795611,122.6558901,23.01167651,0.520159701,0,146.1748614,4.282836947,615.3470099,190.8106678,34.9223835,18.12704021,455.2474448,0.087750444,22.32562898,1033.023892
34,124.6850857,147.1720545,13.43874619,364.2090874,652.1589383,195.7514494,564.2727892,180.916523,13.73088306,1.765810292,7.831863417,657.534614,312.8218406,1376.558354,222.7848075,1848.729817,12.34587052,19.50783159,0.716733693,202.2296838,41.92943897,66.83297189,6.074708425,379.9834965,511.769967,1041.015637,346.6723649,93.87051582,53.46327059,6014.608139,13.82496418,119.9594615,1730.561434
35,168.331934,237.0349463,48.95512244,495.2891468,797.2258209,309.6967037,627.696005,270.4546601,51.10407396,2.081419062,34.08317965,1365.806127,654.4526843,1678.235644,341.4016223,2761.628797,15.22476666,23.68139456,1.658063099,255.0022235,54.89520169,185.6422337,139.8946473,526.1459346,1537.207511,1306.747441,453.5087345,151.6092205,82.87802687,13427.81721,103.1724559,213.784888,2349.276083
36,184.7480968,279.6809597,74.76358431,553.6196555,841.1398112,395.9883837,626.3436976,293.8008993,80.24937735,3.903551754,42.1769462,1921.810598,917.0305956,1824.110866,447.7401415,3298.714951,16.89538236,23.29741593,2.009167366,272.2745416,59.2953936,286.5899254,338.8427167,551.1962381,2419.997929,1385.401423,483.2236371,194.4093621,101.343016,19188.61954,214.0613716,265.3628199,2624.669778
37,176.6843269,269.1381291,76.66291116,534.8838453,772.7741455,406.7205171,563.7994817,232.3439198,84.94385794,3.150979915,18.81940466,2178.435968,957.9099273,1747.388923,483.156518,3385.681613,12.72042999,16.16797771,2.194191599,254.4593792,58.570536,373.4022348,381.8534571,440.8741742,2924.656613,1268.386926,435.0918776,204.618976,101.6656734,22440.15882,237.0290446,257.4424715,2261.573446
38,146.2964604,196.967619,103.2752285,418.6841618,582.8356636,344.9564235,412.9045174,120.7097254,71.93130998,0.743778032,4.483153879,2171.880036,846.5466776,1425.654019,428.8356048,3005.586793,6.451917954,7.388766586,2.878092498,202.7052334,47.08511627,390.4756313,266.9543352,273.0436069,3030.368132,961.2608258,337.0547841,161.4056272,87.67704528,22833.4181,145.3846188,188.755786,1402.871718
39,95.81396195,97.44222002,118.3626398,267.973869,321.9532625,239.0195418,208.345489,48.11208203,39.10415127,0.006320648,0.127274128,1827.318896,573.9123753,915.8320264,276.9775942,2234.498842,1.221031582,1.18542174,1.986085488,126.1305421,26.18675699,278.6254933,79.72285326,116.4997987,2777.080753,496.9718598,211.3013764,77.50289685,54.08391641,20306.04627,36.57545054,110.8393939,415.926806
40,35.35483067,24.38897201,73.14382992,112.6808912,64.16010814,94.80873191,27.90229323,12.84851489,6.19580015,0,0,1153.077903,204.9295494,318.8657867,72.01473681,1181.66127,0,0.000114167,1.176437368,39.57495433,8.00026355,117.6513833,2.00667176,15.20692694,2195.144598,74.38014643,67.71118926,9.581048785,19.47484964,15329.52478,2.20510014,40.94986556,8.103769851
41,0.675001042,0.855211447,10.99387207,3.418504305,0.000360458,3.638287153,0,0.015629711,0,0,0,373.3895152,8.31101105,4.909504873,0.129859293,213.681072,0,0,0.212006987,0.138987444,0.178944881,8.907282631,0,0,1380.530624,0,0.101377977,7.42E-05,0.828935308,8578.972026,0,5.476645953,0
42,0,0,0,0,0,0,0,0,0,0,0,8.866257693,0,0,0,0.09906887,0,0,0,0,0,0,0,0,499.6528697,0,0,0,0,2057.798349,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.23950347,0,0,0,0,27.33352732,0,0,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027076453,0,0,0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0.153553826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,1.575513475,0,78.27067167,0,0,0,0,0,0,9.635969062,0,0,0,0,0,0.001678431,0,0,0,0,0,0.40297593,0,0,0,0,0,0,27.70760847
56,15.11156379,0.473121087,0,20.92541073,71.49249854,6.589151371,250.1036138,0.508146114,0,2.08E-06,0,0.068826739,0,255.520599,17.88949224,56.01549947,0.033943577,0.185530559,0,21.11773727,4.159028728,0,0,4.829466573,0,145.8718894,35.01808078,5.393620364,0.306941787,0,0,0,488.3116521
57,75.00955328,36.13908854,0.172011052,171.742652,242.5917208,103.6823206,380.7083328,46.04594465,0.054984547,2.834148432,0.322486318,65.07671002,48.28989246,693.7868745,182.0920908,655.6651882,9.341785147,13.52368108,0.050999747,105.4464701,22.7462357,0.202931089,0,178.0987981,5.200459656,570.5110033,203.6708802,76.31054327,19.25537725,470.3927176,0.550817178,21.08324313,1382.564316
58,133.4497969,104.5231226,7.99978958,357.8822208,477.0772161,246.2922971,451.6593929,122.165357,10.54768961,15.65775347,11.08518649,501.0459012,307.1476661,1110.562389,361.0525344,1602.419416,40.79040743,39.32159284,0.788552326,194.6164049,38.10607035,22.58512895,9.726370525,571.7472366,553.0577792,1036.394112,424.5186898,163.7175886,56.3792767,6163.767575,30.06774404,111.182345,2244.122087
59,169.4334132,137.66827,20.43152215,507.8534376,643.6766989,360.7567035,485.4332695,166.0288021,37.79160357,23.49403611,37.1060524,1070.5138,592.8872215,1524.857117,441.4116699,2417.823842,75.28150181,67.72911788,2.368839809,253.8761581,49.75994291,65.48787777,186.6613122,912.4391664,1608.114983,1378.924257,587.6904432,222.8634921,83.7602294,13917.14458,147.1006607,204.0580771,2824.925201
60,178.2923686,143.7527549,26.54267414,584.990369,723.9034404,415.6931695,469.6901578,169.4416533,66.99673803,21.33104164,46.40010566,1538.139246,755.5387795,1706.748201,424.4838491,2914.265588,108.5563786,87.07300033,2.882064669,280.0089511,59.61188072,84.49876653,424.2956623,1015.030312,2503.703769,1513.406117,640.6491539,225.4097834,101.8045386,20120.65782,280.0301454,243.36504,2958.64041
61,177.5325247,114.4042455,29.96080216,569.7333939,709.1695376,409.1879965,401.319751,132.6274509,81.74996962,10.398052,24.50276132,1727.490954,729.1732405,1763.605995,357.1589825,3057.124605,102.3966002,79.14343737,1.910512388,265.0515722,58.24383962,135.1180498,484.2540106,867.1179854,3086.677903,1376.877103,575.51202,188.4318446,105.4150342,23738.66046,285.0945554,202.3004717,2512.600003
62,146.6969983,90.00382231,30.74653526,477.2641675,557.1711981,346.5196278,263.6212782,95.14187429,79.30605783,3.060178178,3.85760002,1639.610919,595.1967574,1521.393048,243.8362375,2860.184494,64.8768657,52.21699657,1.178652618,206.2314781,47.80997387,212.0822152,361.8607858,587.4402836,3297.811628,1011.172164,439.5308734,119.4114721,84.38103859,24473.76951,164.3522246,134.2166405,1607.084644
63,96.62092798,47.05277593,22.92020007,316.1620905,310.4708559,226.1704232,122.108307,53.99035379,50.83822911,0.136665505,0.062690731,1316.979607,400.217038,985.3669018,130.8743836,2159.269791,14.31164878,14.22881145,1.570318861,122.14445,32.15917525,123.6352437,127.5634374,272.5319777,3110.802686,481.2517987,254.094781,61.58071807,60.82296354,22226.82996,40.3374811,91.05142675,493.4056862
64,35.84961276,16.6287267,6.281960945,120.4953435,61.0794582,84.61906545,19.08779601,14.13645751,10.14510405,0,0,846.553451,137.4905226,351.4863695,31.78956597,1150.318166,2.05E-05,0.00738232,1.132499046,40.6231014,11.49307668,40.91093919,5.088414492,35.88487397,2548.364818,64.56170544,69.96722246,11.51915715,20.83388264,17240.24985,2.283117114,33.63607343,11.39752262
65,0.701082184,0.498372293,0.355215567,3.566819426,0.000653212,3.13293697,0,0.030943555,0,0,0,286.6893811,5.22404631,5.984508113,0.056827463,205.7781694,0,0,0.022278328,0.147460636,0.243546028,2.776032939,0,0,1669.766924,0,0.118743588,9.10E-05,1.218404527,10091.27067,0,6.702887646,0
66,0,0,0,0,0,0,0,0,0,0,0,6.728670562,0,0,0,0.10206778,0,0,0,0,0,0,0,0,622.2765777,0,0,0,0,2545.827127,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.30368427,0,0,0,0,28.09983454,0,0,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031964882,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0.195844354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,2.034733197,0,84.73618844,0,0,0,0,0,0,7.42650067,0,0,0,0,0,0.004768354,0,0,0,0,0,0.623786413,0,0,0,0,0,0,36.53062684
80,5.025320229,0.668755663,0,8.783554412,81.65188566,7.168114568,291.3827963,0.542983533,0,4.34E-05,0,0.086950037,0,185.7031476,17.22597712,64.47296247,0.028253324,0.405178901,0,22.28941058,1.667462425,0,0,3.30419703,0,78.54339874,19.25513592,5.123975218,0.432278424,0,0,0,535.0673389
81,20.57760999,41.89828702,0.919896968,119.594923,197.6555373,115.1540529,485.557231,51.87137274,0.279399291,2.997242378,1.294014847,71.67180766,48.9173327,553.8581077,220.7683317,647.8353777,6.966275103,23.30965175,0.197386342,73.69636938,11.4083398,1.097895026,0,161.186096,5.711620095,268.3021682,124.3314335,85.82953475,23.62138125,468.3911345,1.03694401,19.79138624,1450.972791
82,38.65237657,116.856195,41.74671471,333.6811088,284.6338031,266.9924864,619.2553531,160.1966032,27.0568126,16.84560026,37.89586527,645.8687403,428.3776076,920.3929899,501.8959843,1660.273659,20.53441264,62.1241181,3.112807062,115.8457515,25.30876046,89.20543908,10.60553149,546.2274536,555.9593008,491.1615293,264.0572372,207.3349692,64.40078492,5893.058394,46.79422965,97.11800428,2283.141466
83,54.02844851,178.507527,115.109152,526.1514513,312.9666896,390.1281202,679.1963774,256.8752302,83.06548614,30.33899966,112.469632,1494.385438,976.6480859,1127.424014,719.7133135,2559.361293,30.77287675,79.57790585,7.489197359,136.8685404,49.10655014,254.795202,179.8972579,871.2766398,1605.221837,685.5729896,397.9876632,283.8227034,95.98853674,13157.46312,205.3215956,175.5260453,2687.636212
84,76.86280671,216.2891874,182.9792872,605.9669445,313.0221765,452.8034988,662.0671507,302.9065654,120.442349,35.67402172,140.8497806,2302.30217,1421.262639,1199.188965,800.7997368,3123.192981,36.9214321,70.75739742,11.63005829,139.6769744,57.37605235,381.3024283,392.449795,1017.064344,2499.541698,796.3788939,496.9597289,297.8861167,112.7503849,19027.50362,370.7634689,232.674474,2625.026306
85,97.57220544,211.0412136,219.6051357,591.6326374,322.5181648,447.3007393,571.3047876,291.5940189,127.099124,29.81161828,85.33829845,2797.795503,1614.03284,1092.692289,751.5593158,3253.658499,35.97622513,46.95287067,13.87395295,160.8559768,60.76552733,439.413254,462.9733015,962.436037,3079.937379,849.4830554,519.8461684,293.8818141,113.8694751,22719.6547,358.3264386,256.6971578,2067.222843
86,96.19565099,186.8847113,215.9421896,491.2195217,295.6775269,375.2251054,414.6963247,210.1362906,107.5401022,14.30410072,18.49064241,2784.64858,1487.863221,941.3370608,607.6863757,2866.551907,25.16678602,22.3349086,14.80817701,175.8636024,51.39342483,421.0258866,350.1738951,729.7605881,3278.686405,696.9439892,421.3167653,234.2131608,97.9081441,23738.64358,203.2493965,237.0698224,1231.307475
87,75.33734642,118.8797152,169.6282091,330.4116628,188.322397,244.8167164,209.8048541,127.5810877,62.55405364,0.933601406,0.230742269,2333.859548,1060.003085,655.1001601,369.9594546,2155.762808,5.157852446,4.540726615,12.67720913,125.5562936,34.23165543,315.3735786,126.0740284,368.5054865,3065.588386,386.4175431,243.6299283,120.7991768,68.40337049,21837.23476,57.80672877,173.1672944,354.4255944
88,32.40604724,36.52288508,93.41539116,129.9253215,44.03914327,94.44456841,26.2215104,37.29361038,12.76607577,0,0,1473.86903,421.8178479,233.4910588,98.89562771,1190.706879,5.95E-05,0.002615043,6.21301012,41.92127088,13.08316923,148.0810904,4.864075727,48.88423053,2471.419805,69.21433476,66.77366433,18.94960856,29.5323016,16992.68467,4.084100336,97.41388714,8.496096351
89,0.743155389,1.010542301,14.91434842,4.130712708,0.001165136,4.216146994,0,0.082481396,0,0,0,452.793338,22.65518852,3.452994598,0.214567574,226.8785958,0,0,0.737521388,0.198193776,0.30524264,11.80444806,0,0,1603.125574,0,0.100211224,0.001946577,1.564187568,9946.111599,0,16.12034212,0
90,0,0,0,0,0,0,0,0,0,0,0,7.6510357,0,0,0,0.125272799,0,0,0,0,0,0,0,0,599.8147045,0,0,0,0,2516.420832,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.92021325,0,0,0,0,25.62348921,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033118938,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0.129006788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,2.952075559,0,57.1689519,0,0,0,0,0,0,7.131071474,0,0,0,0,0,0.010943944,0,0,0,0,0,1.231119855,0,0,0,0,0,0,44.40763856
104,16.9699064,0.654830142,0,23.56723718,139.9850039,8.466182575,162.8628844,0.582402929,0,0.000767564,0,0.111830823,1.59E-06,267.4647305,25.25457433,72.32971866,0.159218391,0.325129276,0,29.29414759,3.914639415,0,0,8.105453103,0,166.7187732,33.58317916,8.145228045,0.49653871,0,0,0,629.7298188
105,71.08663817,38.04944476,0.891516655,195.3345678,415.4364684,123.2680504,167.1542065,35.28359164,0.091365927,4.154260872,1.955656716,110.9518058,80.28432227,739.2330571,262.3055334,766.9959332,17.20781545,24.9253357,0.315546971,101.6420738,22.12857535,0.578429837,0,212.845462,5.943330189,623.1446445,176.9718634,106.5857939,23.92157517,452.285585,0.639971332,28.98618815,1654.561805
106,122.3113097,105.9909729,28.13520132,399.5576299,665.1845972,276.9640474,138.7580056,85.80938139,7.728744097,17.50026776,60.35543371,938.4451705,554.8007001,1103.433204,533.8507357,1879.061549,54.38875538,72.78535888,5.379783602,165.9219253,42.20508904,41.62417165,13.53820891,576.0906203,536.8156232,1087.635993,326.1712321,220.0584699,63.77589146,5816.079878,38.12877589,142.6396907,2662.474863
107,163.177954,162.3639276,74.89557874,547.9894975,816.3344733,394.0816951,135.0842372,131.5120716,22.31249409,27.36654582,175.3997569,2059.144157,1102.180536,1400.379647,689.7394976,2757.846063,79.22204749,97.81695833,13.95352368,210.1794365,56.5286836,118.1344393,215.7004439,886.4253627,1561.370463,1395.83593,436.1748913,268.4280479,95.42490734,13351.53432,192.3696992,249.826923,3215.477618
108,181.1079143,195.1204377,112.9997279,616.0080207,851.1729419,454.2405251,248.4810703,171.7363083,33.09778493,30.3087943,210.5109125,2990.253671,1509.359515,1516.028577,713.8629394,3234.185956,92.23086919,88.80458816,19.89268317,225.7783586,63.34847061,180.3324917,442.9375271,1064.692036,2452.619427,1478.51748,509.1324171,266.3601539,112.3746319,19572.29272,366.9232899,319.3635775,3187.682987
109,172.2136173,198.2353372,128.7406426,597.0980333,761.0543171,432.5239025,227.7533537,184.91609,33.76362721,27.71419841,128.2335986,3528.182322,1640.41696,1438.335126,603.6153754,3373.588248,89.46082069,69.70957005,22.64901335,208.3041562,62.02126655,202.5384765,507.6221989,1021.514237,3035.964087,1329.558621,511.5050168,232.8310585,106.105276,23467.75262,376.3483064,341.2112802,2541.214122
110,139.499097,169.9925768,123.4438119,480.1875188,579.6799066,314.112931,130.2739672,162.2875488,29.00447451,14.99308506,29.91934334,3553.45791,1469.597668,1180.391488,399.0695078,3061.303103,58.91367572,48.19417193,21.71326153,165.0515799,51.85284162,165.8372336,373.6726685,750.1266607,3240.87247,972.2970334,425.7500262,163.5411123,86.43951117,24421.20439,227.5690987,313.814884,1509.857062
111,91.95583973,118.396257,97.75486748,309.8612093,324.3657843,182.7967619,78.55711291,111.4143206,19.38535831,1.140707205,0.403721995,3033.800939,1009.773881,753.4423187,185.9588583,2357.667978,14.57427498,15.66576464,16.82761855,105.6437783,34.78806021,86.55598846,114.3957606,347.6690327,3048.497503,494.6214645,248.2572681,83.52022209,59.08714837,22210.71164,54.03225294,240.467118,428.6717997
112,36.03957374,49.67938826,53.43883157,122.214547,65.58881942,69.20031946,12.27613363,36.56039407,4.88571189,0,0,2007.394381,427.246643,272.3507152,38.41141741,1318.934664,0.000226794,0.026446686,9.128481765,36.81704517,13.50940592,34.02155659,4.867489781,39.17425175,2482.336358,84.76449908,66.94970608,15.06526832,25.80891679,17193.00369,2.964501928,130.9838746,9.499280142
