Area,MTU,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Oil shale  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Marine  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
Serbia (RS),04.01.2018 01:00 - 04.01.2018 02:00 (CET),5,2964,0,2,0,0,0,0,0,0,1135,0,0,0,64,0,0,0,0,0
Serbia (RS),04.01.2018 02:00 - 04.01.2018 03:00 (CET),5,2934,0,2,0,0,0,0,0,0,1140,0,0,0,64,0,0,0,0,0
Serbia (RS),04.01.2018 03:00 - 04.01.2018 04:00 (CET),5,2962,0,2,0,0,0,0,0,0,870,0,0,0,63,0,0,0,0,0
Serbia (RS),04.01.2018 04:00 - 04.01.2018 05:00 (CET),5,3186,0,2,0,0,0,0,0,0,599,0,0,0,62,0,0,0,0,0
Serbia (RS),04.01.2018 05:00 - 04.01.2018 06:00 (CET),5,3365,0,2,0,0,0,0,0,0,517,0,0,0,62,0,0,0,0,0
Serbia (RS),04.01.2018 06:00 - 04.01.2018 07:00 (CET),5,3255,0,2,0,0,0,0,0,0,869,0,0,0,62,0,0,0,0,0
Serbia (RS),04.01.2018 07:00 - 04.01.2018 08:00 (CET),5,3165,0,2,0,0,0,0,0,0,1452,0,0,0,62,0,0,0,0,0
Serbia (RS),04.01.2018 08:00 - 04.01.2018 09:00 (CET),5,3140,0,2,0,0,0,0,0,0,1685,0,0,0,61,0,0,0,0,0
Serbia (RS),04.01.2018 09:00 - 04.01.2018 10:00 (CET),5,3146,0,2,0,0,0,0,0,0,1718,7,0,0,61,0,0,0,0,0
Serbia (RS),04.01.2018 10:00 - 04.01.2018 11:00 (CET),5,3157,0,2,0,0,0,0,0,0,1710,23,0,0,62,0,0,0,0,0
Serbia (RS),04.01.2018 11:00 - 04.01.2018 12:00 (CET),5,3147,0,2,0,0,0,0,0,0,1683,19,0,0,61,0,0,0,0,0
Serbia (RS),04.01.2018 12:00 - 04.01.2018 13:00 (CET),5,3158,0,2,0,0,0,0,0,0,1652,0,0,0,62,0,0,0,0,0
Serbia (RS),04.01.2018 13:00 - 04.01.2018 14:00 (CET),5,3156,0,2,0,0,0,0,0,0,1669,0,0,0,63,0,0,0,0,0
