Area,MTU,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Oil shale  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Consumption [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Marine  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
Hungary (HU),01.01.2018 12:45 - 01.01.2018 13:00 (CET),116,260,0,725,0,0,0,0,0,0,0,5,0,0,1784,98,14,0,16,0,24
Hungary (HU),01.01.2018 13:00 - 01.01.2018 13:15 (CET),115,270,0,743,0,0,0,0,0,0,0,5,0,0,1784,96,14,0,16,0,20
Hungary (HU),01.01.2018 13:15 - 01.01.2018 13:30 (CET),115,266,0,734,0,0,0,0,0,0,0,5,0,0,1784,96,14,0,16,0,13
Hungary (HU),01.01.2018 13:30 - 01.01.2018 13:45 (CET),116,261,0,698,0,0,0,0,0,0,0,5,0,0,1782,96,14,0,16,0,10
Hungary (HU),01.01.2018 13:45 - 01.01.2018 14:00 (CET),116,260,0,674,0,0,0,0,0,0,0,5,0,0,1783,96,14,0,17,0,4
Hungary (HU),01.01.2018 14:00 - 01.01.2018 14:15 (CET),116,259,0,712,0,0,0,0,0,0,0,5,0,0,1782,98,14,0,16,0,1
Hungary (HU),01.01.2018 14:15 - 01.01.2018 14:30 (CET),116,261,0,708,0,0,0,0,0,0,0,5,0,0,1783,98,14,0,16,0,2
Hungary (HU),01.01.2018 14:30 - 01.01.2018 14:45 (CET),116,260,0,681,0,0,0,0,0,0,0,5,0,0,1781,98,13,0,15,0,2
Hungary (HU),01.01.2018 14:45 - 01.01.2018 15:00 (CET),115,260,0,677,0,0,0,0,0,0,0,5,0,0,1780,98,13,0,15,0,2
Hungary (HU),01.01.2018 15:00 - 01.01.2018 15:15 (CET),114,262,0,705,0,0,0,0,0,0,0,5,0,0,1849,93,14,0,15,0,2
Hungary (HU),01.01.2018 15:15 - 01.01.2018 15:30 (CET),113,267,0,704,0,0,0,0,0,0,0,5,0,0,1924,93,14,0,15,0,0
Hungary (HU),01.01.2018 15:30 - 01.01.2018 15:45 (CET),115,267,0,737,0,0,0,0,0,0,0,5,0,0,1925,93,14,0,15,0,0
Hungary (HU),01.01.2018 15:45 - 01.01.2018 16:00 (CET),115,265,0,729,0,0,0,0,0,0,0,5,0,0,1926,93,13,0,15,0,0
Hungary (HU),01.01.2018 16:00 - 01.01.2018 16:15 (CET),116,262,0,582,0,0,0,0,0,0,0,5,0,0,1926,93,13,0,15,0,0
Hungary (HU),01.01.2018 16:15 - 01.01.2018 16:30 (CET),115,274,0,641,0,0,0,0,0,0,0,5,0,0,1926,93,14,0,15,0,1
Hungary (HU),01.01.2018 16:30 - 01.01.2018 16:45 (CET),115,301,0,749,0,0,0,0,0,0,0,5,0,0,1927,94,13,0,14,0,2
Hungary (HU),01.01.2018 16:45 - 01.01.2018 17:00 (CET),115,315,0,750,0,0,0,0,0,0,0,5,0,0,1927,94,13,0,15,0,0
Hungary (HU),01.01.2018 17:00 - 01.01.2018 17:15 (CET),116,302,0,693,0,0,0,0,0,0,0,5,0,0,1927,89,14,0,15,0,0
Hungary (HU),01.01.2018 17:15 - 01.01.2018 17:30 (CET),116,271,0,681,0,0,0,0,0,0,0,5,0,0,1930,90,14,0,16,0,0
Hungary (HU),01.01.2018 17:30 - 01.01.2018 17:45 (CET),116,264,0,679,0,0,0,0,0,0,0,5,0,0,1931,90,14,0,17,0,2
Hungary (HU),01.01.2018 17:45 - 01.01.2018 18:00 (CET),118,264,0,677,0,0,0,0,0,0,0,5,0,0,1931,90,14,0,16,0,2
Hungary (HU),01.01.2018 18:00 - 01.01.2018 18:15 (CET),118,266,0,673,0,0,0,0,0,0,0,5,0,0,1929,95,13,0,16,0,2
Hungary (HU),01.01.2018 18:15 - 01.01.2018 18:30 (CET),119,267,0,669,0,0,0,0,0,0,0,5,0,0,1933,95,13,0,14,0,5
Hungary (HU),01.01.2018 18:30 - 01.01.2018 18:45 (CET),119,266,0,666,0,0,0,0,0,0,0,5,0,0,1934,95,13,0,15,0,7
Hungary (HU),01.01.2018 18:45 - 01.01.2018 19:00 (CET),118,265,0,662,0,0,0,0,0,0,0,5,0,0,1935,95,13,0,15,0,7
Hungary (HU),01.01.2018 19:00 - 01.01.2018 19:15 (CET),119,271,0,668,0,0,0,0,0,0,0,5,0,0,1936,94,13,0,14,0,8
Hungary (HU),01.01.2018 19:15 - 01.01.2018 19:30 (CET),119,273,0,666,0,0,0,0,0,0,0,5,0,0,1935,94,13,0,16,0,8
Hungary (HU),01.01.2018 19:30 - 01.01.2018 19:45 (CET),118,271,0,663,0,0,0,0,0,0,0,5,0,0,1935,94,13,0,16,0,10
Hungary (HU),01.01.2018 19:45 - 01.01.2018 20:00 (CET),119,265,0,657,0,0,0,0,0,0,0,5,0,0,1935,94,13,0,15,0,15
Hungary (HU),01.01.2018 20:00 - 01.01.2018 20:15 (CET),118,271,0,716,0,0,0,0,0,0,0,5,0,0,1936,94,13,0,15,0,13
Hungary (HU),01.01.2018 20:15 - 01.01.2018 20:30 (CET),118,273,0,703,0,0,0,0,0,0,0,5,0,0,1935,94,13,0,15,0,12
Hungary (HU),01.01.2018 20:30 - 01.01.2018 20:45 (CET),117,272,0,685,0,0,0,0,0,0,0,5,0,0,1934,94,12,0,16,0,17
Hungary (HU),01.01.2018 20:45 - 01.01.2018 21:00 (CET),117,266,0,658,0,0,0,0,0,0,0,5,0,0,1935,94,12,0,17,0,16
Hungary (HU),01.01.2018 21:00 - 01.01.2018 21:15 (CET),117,267,0,766,0,0,0,0,0,0,0,5,0,0,1935,94,12,0,16,0,11
