Area,MTU,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Oil shale  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Marine  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
BZN|GB,01.07.2018 07:30 - 01.07.2018 08:00 (CET),1603,0,0,6807,243,0,0,0,0,0,21,0,0,7332,0,0,1060,0,1745,1906
BZN|GB,01.07.2018 08:00 - 01.07.2018 08:30 (CET),1559,0,0,7459,239,0,0,0,0,0,38,0,0,7341,0,0,1590,0,1698,1814
BZN|GB,01.07.2018 08:30 - 01.07.2018 09:00 (CET),1587,0,0,7942,243,0,0,0,0,0,40,0,0,7330,0,0,2180,0,1661,1757
BZN|GB,01.07.2018 09:00 - 01.07.2018 09:30 (CET),1591,0,0,8296,243,0,0,0,0,0,78,0,0,7335,0,0,2860,0,1562,1807
BZN|GB,01.07.2018 09:30 - 01.07.2018 10:00 (CET),1577,0,0,8753,0,0,0,0,0,459,85,0,0,7332,0,0,3570,0,1430,1738
BZN|GB,01.07.2018 10:00 - 01.07.2018 10:30 (CET),1514,0,0,8914,0,0,0,0,0,419,121,0,0,7336,0,0,4260,0,1358,1686
BZN|GB,01.07.2018 10:30 - 01.07.2018 11:00 (CET),1476,0,0,9214,0,0,0,0,0,463,135,0,0,7335,0,0,4970,0,1421,1664
BZN|GB,01.07.2018 11:00 - 01.07.2018 11:30 (CET),1468,0,0,9175,0,0,0,0,0,335,158,0,0,7338,0,0,5600,0,1500,1628
BZN|GB,01.07.2018 11:30 - 01.07.2018 12:00 (CET),1515,0,0,9497,0,0,0,0,0,237,144,0,0,7329,0,0,6080,0,1428,1627
BZN|GB,01.07.2018 12:00 - 01.07.2018 12:30 (CET),1473,0,0,9398,0,0,0,0,0,448,192,0,0,7332,0,0,6610,0,1503,1851
BZN|GB,01.07.2018 12:30 - 01.07.2018 13:00 (CET),1376,0,0,9567,0,0,0,0,0,381,160,0,0,7332,0,0,6870,0,1443,1844
BZN|GB,01.07.2018 13:00 - 01.07.2018 13:30 (CET),1503,0,0,9513,0,0,0,0,0,251,88,0,0,7336,0,0,6970,0,1605,1989
BZN|GB,01.07.2018 13:30 - 01.07.2018 14:00 (CET),1519,0,0,9657,0,0,0,0,0,259,56,0,0,7326,0,0,7050,0,1661,2015
BZN|GB,01.07.2018 14:00 - 01.07.2018 14:30 (CET),1511,0,0,9694,0,0,0,0,0,152,56,0,0,7327,0,0,6810,0,1661,2114
BZN|GB,01.07.2018 14:30 - 01.07.2018 15:00 (CET),1502,0,0,9491,0,0,0,0,0,149,56,0,0,7319,0,0,6710,0,1708,2184
BZN|GB,01.07.2018 15:00 - 01.07.2018 15:30 (CET),1443,0,0,9014,0,0,0,0,0,149,55,0,0,7330,0,0,6530,0,1817,2403
BZN|GB,01.07.2018 15:30 - 01.07.2018 16:00 (CET),1305,0,0,8997,0,0,0,0,0,149,56,0,0,7329,0,0,6200,0,1890,2374
BZN|GB,01.07.2018 16:00 - 01.07.2018 16:30 (CET),1253,0,0,9224,0,0,0,0,0,158,55,0,0,7330,0,0,5790,0,1926,2399
BZN|GB,01.07.2018 16:30 - 01.07.2018 17:00 (CET),1263,0,0,9113,0,0,0,0,0,150,39,0,0,7333,0,0,5360,0,2016,2502
BZN|GB,01.07.2018 17:00 - 01.07.2018 17:30 (CET),1285,0,0,9468,0,0,0,0,0,149,39,0,0,7335,0,0,4760,0,2034,2667
BZN|GB,01.07.2018 17:30 - 01.07.2018 18:00 (CET),1293,0,0,9888,0,0,0,0,0,154,67,0,0,7317,0,0,4190,0,2042,2730
BZN|GB,01.07.2018 18:00 - 01.07.2018 18:30 (CET),1336,0,0,10427,0,0,0,0,0,201,95,0,0,7325,0,0,3660,0,2042,2744
BZN|GB,01.07.2018 18:30 - 01.07.2018 19:00 (CET),1321,0,0,10408,0,0,0,0,0,213,120,0,0,7338,0,0,3070,0,2027,2875
BZN|GB,01.07.2018 19:00 - 01.07.2018 19:30 (CET),1344,0,0,10975,0,0,0,0,0,360,194,0,0,7328,0,0,2500,0,2108,2826
BZN|GB,01.07.2018 19:30 - 01.07.2018 20:00 (CET),1564,0,0,11045,0,0,0,0,0,357,206,0,0,7329,0,0,1910,0,2080,2902
BZN|GB,01.07.2018 20:00 - 01.07.2018 20:30 (CET),1553,0,0,11062,0,0,0,0,0,645,233,0,0,7326,0,0,1320,0,2052,2906
BZN|GB,01.07.2018 20:30 - 01.07.2018 21:00 (CET),1433,0,0,11226,0,0,0,0,0,728,241,0,0,7338,0,0,846,0,2060,2871
BZN|GB,01.07.2018 21:00 - 01.07.2018 21:30 (CET),1344,0,0,11443,0,0,0,0,0,730,234,0,0,7340,0,0,483,0,2201,2774
BZN|GB,01.07.2018 21:30 - 01.07.2018 22:00 (CET),1357,0,0,11015,0,0,0,0,0,604,221,0,0,7331,0,0,202,0,2348,2668
BZN|GB,01.07.2018 22:00 - 01.07.2018 22:30 (CET),1382,0,0,11156,0,0,0,0,0,783,195,0,0,7326,0,0,49,0,2354,2409
BZN|GB,01.07.2018 22:30 - 01.07.2018 23:00 (CET),1374,0,0,11053,0,0,0,0,0,578,193,0,0,7337,0,0,9,0,2333,2317
BZN|GB,01.07.2018 23:00 - 01.07.2018 23:30 (CET),1439,0,0,11429,0,0,0,0,0,931,105,0,0,7323,0,0,9,0,2160,2182
BZN|GB,01.07.2018 23:30 - 02.07.2018 00:00 (CET),1376,0,0,11273,100,0,0,0,0,422,117,0,0,7332,0,0,8,0,2130,2137
BZN|GB,02.07.2018 00:00 - 02.07.2018 00:30 (CET),1366,0,0,10390,246,0,0,0,0,0,91,0,0,7324,0,0,7,0,2132,2007
BZN|GB,02.07.2018 00:30 - 02.07.2018 01:00 (CET),1355,0,0,9117,245,0,0,0,0,0,85,0,0,7325,1,0,6,0,2172,1985
BZN|GB,02.07.2018 01:00 - 02.07.2018 01:30 (CET),1396,0,0,8066,244,0,0,0,0,0,39,0,0,7317,14,0,5,0,2077,1883
BZN|GB,02.07.2018 01:30 - 02.07.2018 02:00 (CET),1412,0,0,7555,241,0,0,0,0,0,38,0,0,7325,17,0,4,0,1979,1580
BZN|GB,02.07.2018 02:00 - 02.07.2018 02:30 (CET),1379,0,0,7250,241,0,0,0,0,0,38,0,0,7325,20,0,3,0,1835,1586
BZN|GB,02.07.2018 02:30 - 02.07.2018 03:00 (CET),1375,0,0,7087,241,0,0,0,0,0,37,0,0,7326,22,0,2,0,1754,1577
BZN|GB,02.07.2018 03:00 - 02.07.2018 03:30 (CET),1393,0,0,6750,244,0,0,0,0,0,37,0,0,7329,25,0,3,0,1728,1635
BZN|GB,02.07.2018 03:30 - 02.07.2018 04:00 (CET),1371,0,0,6738,242,0,0,0,0,0,36,0,0,7327,25,0,5,0,1641,1703
BZN|GB,02.07.2018 04:00 - 02.07.2018 04:30 (CET),1389,0,0,6984,241,0,0,0,0,0,36,0,0,7317,25,0,4,0,1546,1638
BZN|GB,02.07.2018 04:30 - 02.07.2018 05:00 (CET),1442,0,0,7636,243,0,0,0,0,0,36,0,0,7322,25,0,3,0,1300,1666
BZN|GB,02.07.2018 05:00 - 02.07.2018 05:30 (CET),1412,0,0,7466,242,0,0,0,0,0,36,0,0,7332,25,0,1,0,1086,1811
BZN|GB,02.07.2018 05:30 - 02.07.2018 06:00 (CET),1421,0,0,7510,242,0,0,0,0,0,36,0,0,7339,24,0,3,0,998,1906
BZN|GB,02.07.2018 06:00 - 02.07.2018 06:30 (CET),1398,0,0,7260,242,0,0,0,0,0,36,0,0,7343,25,0,66,0,997,1934
BZN|GB,02.07.2018 06:30 - 02.07.2018 07:00 (CET),1397,0,0,7619,242,0,0,0,0,0,36,0,0,7339,25,0,293,0,1024,1999
BZN|GB,02.07.2018 07:00 - 02.07.2018 07:30 (CET),1386,0,0,7814,241,0,0,0,0,0,63,0,0,7350,25,0,631,0,1019,1984
BZN|GB,02.07.2018 07:30 - 02.07.2018 08:00 (CET),1392,0,0,9747,241,0,0,0,0,209,64,0,0,7335,25,0,1060,0,970,1951
BZN|GB,02.07.2018 08:00 - 02.07.2018 08:30 (CET),1395,0,0,12962,241,0,0,0,0,155,83,0,0,7348,25,0,1610,0,1073,1980
BZN|GB,02.07.2018 08:30 - 02.07.2018 09:00 (CET),1400,0,0,14980,243,0,0,0,0,399,97,0,0,7328,24,0,2270,0,1043,1890
BZN|GB,02.07.2018 09:00 - 02.07.2018 09:30 (CET),1427,0,0,15589,237,0,0,0,0,501,114,0,0,7329,25,0,2529,0,1070,1973
BZN|GB,02.07.2018 09:30 - 02.07.2018 10:00 (CET),1398,0,0,15807,353,0,0,0,0,580,124,0,0,7324,25,0,3810,0,1078,1893
BZN|GB,02.07.2018 10:00 - 02.07.2018 10:30 (CET),1393,0,0,16270,416,0,0,0,0,418,196,0,0,7330,25,0,4620,0,76,1028
BZN|GB,02.07.2018 10:30 - 02.07.2018 11:00 (CET),1440,0,0,16281,323,0,0,0,0,319,208,0,0,7323,25,0,5460,0,963,1840
BZN|GB,02.07.2018 11:00 - 02.07.2018 11:30 (CET),1450,0,0,16521,0,0,0,0,0,268,214,0,0,7334,24,0,6210,0,946,1897
BZN|GB,02.07.2018 11:30 - 02.07.2018 12:00 (CET),1390,0,0,16344,0,0,0,0,0,274,214,0,0,7327,21,0,6890,0,959,1890
BZN|GB,02.07.2018 12:00 - 02.07.2018 12:30 (CET),1082,0,0,15908,0,0,0,0,0,731,169,0,0,7328,19,0,7560,0,923,1913
BZN|GB,02.07.2018 12:30 - 02.07.2018 13:00 (CET),1086,0,0,15846,0,0,0,0,0,283,163,0,0,7325,17,0,8030,0,944,1889
BZN|GB,02.07.2018 13:00 - 02.07.2018 13:30 (CET),1087,0,0,16083,0,0,0,0,0,303,136,0,0,7323,16,0,8470,0,983,1928
BZN|GB,02.07.2018 13:30 - 02.07.2018 14:00 (CET),1079,0,0,16001,0,0,0,0,0,153,136,0,0,7345,17,0,8650,0,1043,1884
BZN|GB,02.07.2018 14:00 - 02.07.2018 14:30 (CET),1082,0,0,15805,0,0,0,0,0,433,78,0,0,7331,17,0,8700,0,1144,1878
BZN|GB,02.07.2018 14:30 - 02.07.2018 15:00 (CET),1084,0,0,16093,0,0,0,0,0,155,68,0,0,7333,21,0,8690,0,1102,1862
BZN|GB,02.07.2018 15:00 - 02.07.2018 15:30 (CET),1065,0,0,15736,1,0,0,0,0,150,97,0,0,7322,24,0,7922,0,1285,1897
BZN|GB,02.07.2018 15:30 - 02.07.2018 16:00 (CET),1067,0,0,15351,131,0,0,0,0,153,67,0,0,7324,26,0,8010,0,1671,1958
BZN|GB,02.07.2018 16:00 - 02.07.2018 16:30 (CET),1072,0,0,15142,293,0,0,0,0,213,67,0,0,7315,26,0,7550,0,1824,1954
BZN|GB,02.07.2018 16:30 - 02.07.2018 17:00 (CET),1069,0,0,15202,392,0,0,0,0,163,67,0,0,7329,25,0,7010,0,1873,2024
BZN|GB,02.07.2018 17:00 - 02.07.2018 17:30 (CET),1072,0,0,15468,490,0,0,0,0,151,112,0,0,7321,25,0,6380,0,1909,2005
BZN|GB,02.07.2018 17:30 - 02.07.2018 18:00 (CET),1070,0,0,15344,468,0,0,0,0,149,126,0,0,7333,25,0,5650,0,1954,1999
BZN|GB,02.07.2018 18:00 - 02.07.2018 18:30 (CET),1074,0,0,15832,281,0,0,0,0,427,215,0,0,7314,26,0,4880,0,2044,1957
BZN|GB,02.07.2018 18:30 - 02.07.2018 19:00 (CET),1079,0,0,16244,250,0,0,0,0,450,211,0,0,7323,26,0,4060,0,2049,1968
BZN|GB,02.07.2018 19:00 - 02.07.2018 19:30 (CET),1069,0,0,16502,361,0,0,0,0,153,231,0,0,7331,25,0,3450,0,2140,1941
BZN|GB,02.07.2018 19:30 - 02.07.2018 20:00 (CET),1076,0,0,15990,489,0,0,0,0,459,239,0,0,7328,25,0,2500,0,2315,1941
BZN|GB,02.07.2018 20:00 - 02.07.2018 20:30 (CET),1078,0,0,16321,495,0,0,0,0,329,241,0,0,7324,25,0,1770,0,2439,1841
BZN|GB,02.07.2018 20:30 - 02.07.2018 21:00 (CET),1078,0,0,16446,491,0,0,0,0,150,242,0,0,7333,25,0,1170,0,2523,1833
BZN|GB,02.07.2018 21:00 - 02.07.2018 21:30 (CET),1075,0,0,15910,488,0,0,0,0,172,133,0,0,7331,25,0,668,0,2526,1835
BZN|GB,02.07.2018 21:30 - 02.07.2018 22:00 (CET),1073,0,0,15337,210,0,0,0,0,462,96,0,0,7323,25,0,271,0,2505,1795
BZN|GB,02.07.2018 22:00 - 02.07.2018 22:30 (CET),1077,0,0,14723,189,0,0,0,0,765,85,0,0,7328,26,0,642,0,2453,1785
BZN|GB,02.07.2018 22:30 - 02.07.2018 23:00 (CET),1076,0,0,14666,151,0,0,0,0,150,85,0,0,7326,25,0,10,0,2512,1835
BZN|GB,02.07.2018 23:00 - 02.07.2018 23:30 (CET),1100,0,0,13849,113,0,0,0,0,149,84,0,0,7327,26,0,17,0,2578,1969
BZN|GB,02.07.2018 23:30 - 03.07.2018 00:00 (CET),1101,0,0,13402,213,0,0,0,0,349,39,0,0,7317,25,0,0,0,2550,2023
BZN|GB,03.07.2018 00:00 - 03.07.2018 00:30 (CET),1204,0,0,11255,238,0,0,0,0,285,38,0,0,7319,25,0,0,0,2504,1880
BZN|GB,03.07.2018 00:30 - 03.07.2018 01:00 (CET),1389,0,0,9240,244,0,0,0,0,0,37,0,0,7327,25,0,0,0,2440,1846
BZN|GB,03.07.2018 01:00 - 03.07.2018 01:30 (CET),1393,0,0,7908,243,0,0,0,0,0,36,0,0,7328,25,0,0,0,2416,1776
BZN|GB,03.07.2018 01:30 - 03.07.2018 02:00 (CET),1391,0,0,7180,242,0,0,0,0,0,35,0,0,7327,25,0,0,0,2408,1730
BZN|GB,03.07.2018 02:00 - 03.07.2018 02:30 (CET),1386,0,0,6734,232,0,0,0,0,0,35,0,0,7335,26,0,0,0,2351,1694
BZN|GB,03.07.2018 02:30 - 03.07.2018 03:00 (CET),1387,0,0,6637,237,0,0,0,0,0,35,0,0,7330,25,0,0,0,2242,1700
BZN|GB,03.07.2018 03:00 - 03.07.2018 03:30 (CET),1390,0,0,6469,249,0,0,0,0,0,35,0,0,7331,25,0,0,0,2246,1634
BZN|GB,03.07.2018 03:30 - 03.07.2018 04:00 (CET),1399,0,0,6236,244,0,0,0,0,0,35,0,0,7324,25,0,2,0,2311,1621
BZN|GB,03.07.2018 04:00 - 03.07.2018 04:30 (CET),1373,0,0,6561,240,0,0,0,0,0,35,0,0,7315,25,0,2,0,2384,1560
BZN|GB,03.07.2018 04:30 - 03.07.2018 05:00 (CET),1378,0,0,6873,243,0,0,0,0,0,35,0,0,7320,25,0,1,0,2259,1528
BZN|GB,03.07.2018 05:00 - 03.07.2018 05:30 (CET),1380,0,0,7082,244,0,0,0,0,0,35,0,0,7314,25,0,1,0,2249,1479
BZN|GB,03.07.2018 05:30 - 03.07.2018 06:00 (CET),1378,0,0,6815,243,0,0,0,0,0,35,0,0,7319,25,0,2,0,2176,1505
BZN|GB,03.07.2018 06:00 - 03.07.2018 06:30 (CET),1382,0,0,6657,243,0,0,0,0,0,35,0,0,7336,25,0,62,0,2062,1509
BZN|GB,03.07.2018 06:30 - 03.07.2018 07:00 (CET),1388,0,0,6690,242,0,0,0,0,0,35,0,0,7329,25,0,282,0,1941,1478
BZN|GB,03.07.2018 07:00 - 03.07.2018 07:30 (CET),1350,0,0,8560,242,0,0,0,0,0,35,0,0,7332,25,0,619,0,1806,1443
BZN|GB,03.07.2018 07:30 - 03.07.2018 08:00 (CET),1086,0,0,11425,0,0,0,0,0,0,35,0,0,7321,25,0,1050,0,1754,1436
BZN|GB,03.07.2018 08:00 - 03.07.2018 08:30 (CET),1081,0,0,14279,0,0,0,0,0,228,42,0,0,7329,25,0,1620,0,1708,1425
BZN|GB,03.07.2018 08:30 - 03.07.2018 09:00 (CET),1077,0,0,16330,0,0,0,0,0,210,56,0,0,7337,24,0,2320,0,1718,1379
BZN|GB,03.07.2018 09:00 - 03.07.2018 09:30 (CET),1076,0,0,16510,0,0,0,0,0,352,94,0,0,7337,25,0,3060,0,1590,1405
BZN|GB,03.07.2018 09:30 - 03.07.2018 10:00 (CET),1078,0,0,16602,0,0,0,0,0,298,96,0,0,7331,25,0,4120,0,1562,1417
BZN|GB,03.07.2018 10:00 - 03.07.2018 10:30 (CET),1079,0,0,16472,0,0,0,0,0,412,121,0,0,7324,25,0,4620,0,1540,1423
BZN|GB,03.07.2018 10:30 - 03.07.2018 11:00 (CET),1083,0,0,16912,0,0,0,0,0,152,119,0,0,7324,26,0,5560,0,1513,1417
BZN|GB,03.07.2018 11:00 - 03.07.2018 11:30 (CET),1110,0,0,16336,0,0,0,0,0,242,120,0,0,7323,25,0,6230,0,1388,1477
BZN|GB,03.07.2018 11:30 - 03.07.2018 12:00 (CET),1091,0,0,16334,0,0,0,0,0,309,98,0,0,7317,25,0,6860,0,1318,1491
BZN|GB,03.07.2018 12:00 - 03.07.2018 12:30 (CET),1099,0,0,16767,0,0,0,0,0,181,52,0,0,7315,25,0,7520,0,1230,1477
BZN|GB,03.07.2018 12:30 - 03.07.2018 13:00 (CET),1099,0,0,16565,0,0,0,0,0,189,36,0,0,7309,25,0,7910,0,1104,1437
BZN|GB,03.07.2018 13:00 - 03.07.2018 13:30 (CET),1099,0,0,16735,0,0,0,0,0,151,44,0,0,7321,26,0,8120,0,1188,1478
BZN|GB,03.07.2018 13:30 - 03.07.2018 14:00 (CET),1097,0,0,16644,0,0,0,0,0,166,44,0,0,7317,25,0,8160,0,1270,1492
BZN|GB,03.07.2018 14:00 - 03.07.2018 14:30 (CET),1095,0,0,16532,0,0,0,0,0,277,44,0,0,7324,26,0,8090,0,1244,1506
BZN|GB,03.07.2018 14:30 - 03.07.2018 15:00 (CET),1096,0,0,16752,0,0,0,0,0,170,44,0,0,7315,25,0,8020,0,1116,1524
BZN|GB,03.07.2018 15:00 - 03.07.2018 15:30 (CET),1087,0,0,16605,0,0,0,0,0,498,57,0,0,7320,26,0,7678,0,1012,1510
BZN|GB,03.07.2018 15:30 - 03.07.2018 16:00 (CET),1089,0,0,16704,0,0,0,0,0,328,49,0,0,7311,25,0,7480,0,1082,1579
BZN|GB,03.07.2018 16:00 - 03.07.2018 16:30 (CET),1089,0,0,16721,0,0,0,0,0,300,60,0,0,7307,25,0,7100,0,1141,1622
BZN|GB,03.07.2018 16:30 - 03.07.2018 17:00 (CET),1090,0,0,16703,0,0,0,0,0,549,64,0,0,7313,25,0,6540,0,1196,1627
BZN|GB,03.07.2018 17:00 - 03.07.2018 17:30 (CET),1090,0,0,17141,0,0,0,0,0,344,86,0,0,7318,26,0,5970,0,1209,1604
BZN|GB,03.07.2018 17:30 - 03.07.2018 18:00 (CET),1090,0,0,17819,0,0,0,0,0,372,97,0,0,7314,25,0,5270,0,1117,1600
BZN|GB,03.07.2018 18:00 - 03.07.2018 18:30 (CET),1089,0,0,18131,0,0,0,0,0,391,260,0,0,7320,25,0,4560,0,1087,1558
BZN|GB,03.07.2018 18:30 - 03.07.2018 19:00 (CET),1029,0,0,18521,0,0,0,0,0,313,280,0,0,7314,25,0,3680,0,1114,1563
BZN|GB,03.07.2018 19:00 - 03.07.2018 19:30 (CET),1035,0,0,18790,0,0,0,0,0,311,318,0,0,7325,25,0,2850,0,1120,1542
BZN|GB,03.07.2018 19:30 - 03.07.2018 20:00 (CET),1104,0,0,18609,0,0,0,0,0,750,271,0,0,7314,26,0,2170,0,1143,1518
BZN|GB,03.07.2018 20:00 - 03.07.2018 20:30 (CET),1100,0,0,18514,0,0,0,0,0,159,298,0,0,7326,25,0,1630,0,1237,1493
BZN|GB,03.07.2018 20:30 - 03.07.2018 21:00 (CET),1079,0,0,17916,0,0,0,0,0,149,289,0,0,7317,26,0,1110,0,1258,1474
BZN|GB,03.07.2018 21:00 - 03.07.2018 21:30 (CET),1087,0,0,18008,0,0,0,0,0,446,287,0,0,7316,25,0,623,0,1195,1404
BZN|GB,03.07.2018 21:30 - 03.07.2018 22:00 (CET),1089,0,0,16940,0,0,0,0,0,149,254,0,0,7314,26,0,270,0,1260,1398
BZN|GB,03.07.2018 22:00 - 03.07.2018 22:30 (CET),1090,0,0,16619,0,0,0,0,0,1109,250,0,0,7306,25,0,554,0,1210,1339
BZN|GB,03.07.2018 22:30 - 03.07.2018 23:00 (CET),1097,0,0,16388,0,0,0,0,0,149,219,0,0,7315,26,0,6,0,1252,1322
BZN|GB,03.07.2018 23:00 - 03.07.2018 23:30 (CET),1150,0,0,16953,73,0,0,0,0,1067,139,0,0,7317,25,0,11,0,1301,1233
BZN|GB,03.07.2018 23:30 - 04.07.2018 00:00 (CET),1237,0,0,17158,164,0,0,0,0,374,163,0,0,7313,25,0,10,0,1202,1268
BZN|GB,04.07.2018 00:00 - 04.07.2018 00:30 (CET),1329,0,0,14817,254,0,0,0,0,0,162,0,0,7318,25,0,9,0,1200,1243
BZN|GB,04.07.2018 00:30 - 04.07.2018 01:00 (CET),1304,0,0,12107,346,0,0,0,0,0,162,0,0,7317,25,0,8,0,1311,1302
BZN|GB,04.07.2018 01:00 - 04.07.2018 01:30 (CET),1603,0,0,10802,247,0,0,0,0,0,73,0,0,7315,26,0,7,0,1336,1230
BZN|GB,04.07.2018 01:30 - 04.07.2018 02:00 (CET),1549,0,0,9982,243,0,0,0,0,0,72,0,0,7043,25,0,6,0,1186,1220
BZN|GB,04.07.2018 02:00 - 04.07.2018 02:30 (CET),1633,0,0,10449,243,0,0,0,0,0,72,0,0,6687,26,0,5,0,1078,1239
BZN|GB,04.07.2018 02:30 - 04.07.2018 03:00 (CET),1619,0,0,10152,242,0,0,0,0,0,72,0,0,6695,25,0,4,0,1015,1264
BZN|GB,04.07.2018 03:00 - 04.07.2018 03:30 (CET),1639,0,0,10035,245,0,0,0,0,0,72,0,0,6693,26,0,2,0,856,1135
BZN|GB,04.07.2018 03:30 - 04.07.2018 04:00 (CET),1617,0,0,9894,226,0,0,0,0,0,72,0,0,6700,26,0,2,0,813,1042
BZN|GB,04.07.2018 04:00 - 04.07.2018 04:30 (CET),1615,0,0,9757,245,0,0,0,0,0,72,0,0,6694,26,0,2,0,769,1019
BZN|GB,04.07.2018 04:30 - 04.07.2018 05:00 (CET),1644,0,0,9845,246,0,0,0,0,0,72,0,0,6694,26,0,2,0,720,1044
BZN|GB,04.07.2018 05:00 - 04.07.2018 05:30 (CET),1612,0,0,9930,242,0,0,0,0,0,84,0,0,6687,26,0,2,0,723,985
BZN|GB,04.07.2018 05:30 - 04.07.2018 06:00 (CET),1618,0,0,9883,240,0,0,0,0,0,84,0,0,6694,25,0,3,0,696,899
BZN|GB,04.07.2018 06:00 - 04.07.2018 06:30 (CET),1691,0,0,9960,242,0,0,0,0,0,84,0,0,6699,25,0,44,0,674,869
BZN|GB,04.07.2018 06:30 - 04.07.2018 07:00 (CET),1709,0,0,10363,243,0,0,0,0,0,84,0,0,6698,26,0,216,0,708,831
BZN|GB,04.07.2018 07:00 - 04.07.2018 07:30 (CET),1641,0,0,10724,245,0,0,0,0,0,84,0,0,6696,25,0,522,0,688,811
BZN|GB,04.07.2018 07:30 - 04.07.2018 08:00 (CET),1372,0,0,12818,244,0,0,0,0,0,84,0,0,6695,25,0,899,0,601,791
BZN|GB,04.07.2018 08:00 - 04.07.2018 08:30 (CET),1640,0,0,16124,245,0,0,0,0,162,118,0,0,6702,25,0,1360,0,531,749
BZN|GB,04.07.2018 08:30 - 04.07.2018 09:00 (CET),2010,0,0,18679,242,0,0,0,0,153,125,0,0,6693,25,0,1930,0,497,775
BZN|GB,04.07.2018 09:00 - 04.07.2018 09:30 (CET),2089,0,0,18976,242,0,0,0,0,258,176,0,0,6685,26,0,1654,0,445,693
BZN|GB,04.07.2018 09:30 - 04.07.2018 10:00 (CET),2224,0,0,19672,0,0,0,0,0,169,169,0,0,6688,25,0,3140,0,426,677
BZN|GB,04.07.2018 10:00 - 04.07.2018 10:30 (CET),2282,0,0,20060,0,0,0,0,0,291,183,0,0,6690,25,0,3830,0,347,632
BZN|GB,04.07.2018 10:30 - 04.07.2018 11:00 (CET),2268,0,0,19954,0,0,0,0,0,390,161,0,0,6688,23,0,4540,0,322,624
BZN|GB,04.07.2018 11:00 - 04.07.2018 11:30 (CET),2266,0,0,19765,0,0,0,0,0,408,178,0,0,6680,21,0,5130,0,280,599
BZN|GB,04.07.2018 11:30 - 04.07.2018 12:00 (CET),2273,0,0,19791,0,0,0,0,0,199,178,0,0,6685,20,0,5670,0,243,602
BZN|GB,04.07.2018 12:00 - 04.07.2018 12:30 (CET),2279,0,0,19738,0,0,0,0,0,168,117,0,0,6688,21,0,6200,0,225,549
BZN|GB,04.07.2018 12:30 - 04.07.2018 13:00 (CET),2270,0,0,19608,0,0,0,0,0,156,117,0,0,6705,22,0,6450,0,192,534
BZN|GB,04.07.2018 13:00 - 04.07.2018 13:30 (CET),2263,0,0,19811,0,0,0,0,0,256,73,0,0,6682,24,0,6660,0,175,567
BZN|GB,04.07.2018 13:30 - 04.07.2018 14:00 (CET),2271,0,0,19714,0,0,0,0,0,235,72,0,0,6684,25,0,6760,0,193,582
BZN|GB,04.07.2018 14:00 - 04.07.2018 14:30 (CET),2261,0,0,19641,0,0,0,0,0,269,72,0,0,6685,25,0,6690,0,177,604
BZN|GB,04.07.2018 14:30 - 04.07.2018 15:00 (CET),2261,0,0,19616,0,0,0,0,0,426,72,0,0,6685,25,0,6410,0,180,609
BZN|GB,04.07.2018 15:00 - 04.07.2018 15:30 (CET),2236,0,0,19516,0,0,0,0,0,301,72,0,0,6692,25,0,5669,0,189,625
BZN|GB,04.07.2018 15:30 - 04.07.2018 16:00 (CET),2249,0,0,19515,0,0,0,0,0,283,72,0,0,6691,25,0,5770,0,179,632
BZN|GB,04.07.2018 16:00 - 04.07.2018 16:30 (CET),2245,0,0,19621,0,0,0,0,0,153,72,0,0,6695,25,0,5370,0,184,662
BZN|GB,04.07.2018 16:30 - 04.07.2018 17:00 (CET),2248,0,0,19664,0,0,0,0,0,194,75,0,0,6676,25,0,4960,0,206,687
BZN|GB,04.07.2018 17:00 - 04.07.2018 17:30 (CET),2212,0,0,19753,0,0,0,0,0,191,134,0,0,6686,25,0,4430,0,216,715
BZN|GB,04.07.2018 17:30 - 04.07.2018 18:00 (CET),2222,0,0,19619,0,0,0,0,0,776,201,0,0,6685,25,0,3980,0,242,703
BZN|GB,04.07.2018 18:00 - 04.07.2018 18:30 (CET),2227,0,0,19525,0,0,0,0,0,947,228,0,0,6681,25,0,3580,0,241,689
BZN|GB,04.07.2018 18:30 - 04.07.2018 19:00 (CET),2224,0,0,19654,0,0,0,0,0,1198,239,0,0,6687,26,0,3170,0,219,683
BZN|GB,04.07.2018 19:00 - 04.07.2018 19:30 (CET),2218,0,0,19789,0,0,0,0,0,1268,255,0,0,6689,25,0,2570,0,226,661
BZN|GB,04.07.2018 19:30 - 04.07.2018 20:00 (CET),2231,0,0,19809,0,0,0,0,0,1226,265,0,0,6687,25,0,1920,0,223,610
