Area,MTU,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Oil shale  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Marine  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
BZN|GB,01.01.2018 00:00 - 01.01.2018 00:30 (CET),758,0,0,5451,1269,0,0,0,0,45,354,0,0,7266,89,0,0,0,3794,4764
BZN|GB,01.01.2018 00:30 - 01.01.2018 01:00 (CET),757,0,0,5231,1270,0,0,0,0,85,353,0,0,7270,89,0,0,0,3815,4852
BZN|GB,01.01.2018 01:00 - 01.01.2018 01:30 (CET),710,0,0,5190,1143,0,0,0,0,125,352,0,0,7263,89,0,0,0,3777,4950
BZN|GB,01.01.2018 01:30 - 01.01.2018 02:00 (CET),749,0,0,5574,1308,0,0,0,0,165,351,0,0,7268,89,0,0,0,3825,5005
BZN|GB,01.01.2018 02:00 - 01.01.2018 02:30 (CET),756,0,0,5753,1461,0,0,0,0,206,355,0,0,7260,88,0,0,0,3831,4878
BZN|GB,01.01.2018 02:30 - 01.01.2018 03:00 (CET),757,0,0,5616,1587,0,0,0,0,0,349,0,0,7258,89,0,0,0,3811,4970
BZN|GB,01.01.2018 03:00 - 01.01.2018 03:30 (CET),747,0,0,5192,1591,0,0,0,0,0,340,0,0,7264,89,0,0,0,3819,4721
BZN|GB,01.01.2018 03:30 - 01.01.2018 04:00 (CET),754,0,0,4843,1493,0,0,0,0,0,331,0,0,7252,89,0,0,0,3782,4741
BZN|GB,01.01.2018 04:00 - 01.01.2018 04:30 (CET),756,0,0,4717,1614,0,0,0,0,0,283,0,0,7254,89,0,0,0,3808,4799
BZN|GB,01.01.2018 04:30 - 01.01.2018 05:00 (CET),758,0,0,4100,1559,0,0,0,0,0,281,0,0,7255,89,0,0,0,3739,4619
BZN|GB,01.01.2018 05:00 - 01.01.2018 05:30 (CET),756,0,0,3658,1501,0,0,0,0,0,278,0,0,7258,89,0,0,0,3756,4520
BZN|GB,01.01.2018 05:30 - 01.01.2018 06:00 (CET),757,0,0,3428,1379,0,0,0,0,0,272,0,0,7266,89,0,0,0,3709,4659
BZN|GB,01.01.2018 06:00 - 01.01.2018 06:30 (CET),757,0,0,3477,1563,0,0,0,0,0,268,0,0,7257,89,0,0,0,3697,4466
BZN|GB,01.01.2018 06:30 - 01.01.2018 07:00 (CET),758,0,0,3610,1565,0,0,0,0,0,266,0,0,7258,89,0,0,0,3654,4401
BZN|GB,01.01.2018 07:00 - 01.01.2018 07:30 (CET),758,0,0,4294,1650,0,0,0,0,0,260,0,0,7263,89,0,4,0,3583,4155
BZN|GB,01.01.2018 07:30 - 01.01.2018 08:00 (CET),758,0,0,4870,1732,0,0,0,0,82,271,0,0,7259,89,0,4,0,3666,3880
BZN|GB,01.01.2018 08:00 - 01.01.2018 08:30 (CET),757,0,0,5727,1659,0,0,0,0,21,393,0,0,7259,89,0,4,0,3672,3739
BZN|GB,01.01.2018 08:30 - 01.01.2018 09:00 (CET),752,0,0,5709,1654,0,0,0,0,129,477,0,0,7268,89,0,4,0,3587,3633
BZN|GB,01.01.2018 09:00 - 01.01.2018 09:30 (CET),757,0,0,6070,1540,0,0,0,0,237,339,0,0,7267,89,0,4,0,3438,3233
BZN|GB,01.01.2018 09:30 - 01.01.2018 10:00 (CET),758,0,0,6973,1638,0,0,0,0,375,404,0,0,7264,88,0,7,0,3392,3373
BZN|GB,01.01.2018 10:00 - 01.01.2018 10:30 (CET),756,0,0,7531,1616,0,0,0,0,313,467,0,0,7267,89,0,217,0,3194,3254
BZN|GB,01.01.2018 10:30 - 01.01.2018 11:00 (CET),747,0,0,9085,1611,0,0,0,0,588,509,0,0,7259,88,0,436,0,2982,3132
BZN|GB,01.01.2018 11:00 - 01.01.2018 11:30 (CET),741,0,0,9489,1632,0,0,0,0,406,542,0,0,7260,89,0,693,0,3035,3191
BZN|GB,01.01.2018 11:30 - 01.01.2018 12:00 (CET),752,0,0,10532,1638,0,0,0,0,605,665,0,0,7260,89,0,860,0,2997,3081
BZN|GB,01.01.2018 12:00 - 01.01.2018 12:30 (CET),755,0,0,11496,1755,0,0,0,0,347,642,0,0,7262,89,0,1110,0,3022,3143
BZN|GB,01.01.2018 12:30 - 01.01.2018 13:00 (CET),758,0,0,12407,1686,0,0,0,0,614,623,0,0,7256,89,0,1460,0,2812,3098
BZN|GB,01.01.2018 13:00 - 01.01.2018 13:30 (CET),759,0,0,13418,1688,0,0,0,0,441,547,0,0,7264,89,0,1780,0,2792,3182
BZN|GB,01.01.2018 13:30 - 01.01.2018 14:00 (CET),756,0,0,14019,1688,0,0,0,0,536,543,0,0,7264,89,0,1930,0,2642,3059
BZN|GB,01.01.2018 14:00 - 01.01.2018 14:30 (CET),756,0,0,14560,1639,0,0,0,0,877,545,0,0,7248,89,0,1415,0,2160,2844
BZN|GB,01.01.2018 14:30 - 01.01.2018 15:00 (CET),754,0,0,15150,1529,0,0,0,0,618,552,0,0,7263,89,0,1590,0,1980,2997
BZN|GB,01.01.2018 15:00 - 01.01.2018 15:30 (CET),745,0,0,15036,1695,0,0,0,0,300,497,0,0,7260,89,0,1290,0,2061,3160
BZN|GB,01.01.2018 15:30 - 01.01.2018 16:00 (CET),746,0,0,14670,2022,0,0,0,0,425,470,0,0,7254,89,0,812,0,1967,3188
BZN|GB,01.01.2018 16:00 - 01.01.2018 16:30 (CET),743,0,0,14406,2221,0,0,0,0,500,481,0,0,7245,88,0,414,0,1982,3342
BZN|GB,01.01.2018 16:30 - 01.01.2018 17:00 (CET),740,0,0,14847,2076,0,0,0,0,540,500,0,0,7257,89,0,91,0,1911,3667
BZN|GB,01.01.2018 17:00 - 01.01.2018 17:30 (CET),752,0,0,15300,2100,0,0,0,0,506,751,0,0,7271,88,0,2,0,2098,3956
BZN|GB,01.01.2018 17:30 - 01.01.2018 18:00 (CET),757,0,0,16761,2176,0,0,0,0,1001,735,0,0,7255,89,0,2,0,2487,4030
BZN|GB,01.01.2018 18:00 - 01.01.2018 18:30 (CET),719,0,0,16995,2260,0,0,0,0,1238,688,0,0,7263,89,0,1,0,3080,4152
BZN|GB,01.01.2018 18:30 - 01.01.2018 19:00 (CET),721,0,0,17028,2202,0,0,0,0,1076,714,0,0,7254,89,0,0,0,3035,4224
BZN|GB,01.01.2018 19:00 - 01.01.2018 19:30 (CET),720,0,0,16931,2187,0,0,0,0,532,715,0,0,7248,89,0,0,0,2992,4423
BZN|GB,01.01.2018 19:30 - 01.01.2018 20:00 (CET),746,0,0,16232,1983,0,0,0,0,402,711,0,0,7255,89,0,0,0,2757,4490
BZN|GB,01.01.2018 20:00 - 01.01.2018 20:30 (CET),745,0,0,15595,2202,0,0,0,0,300,670,0,0,7268,89,0,0,0,3012,4567
BZN|GB,01.01.2018 20:30 - 01.01.2018 21:00 (CET),741,0,0,14790,1717,0,0,0,0,305,568,0,0,7257,89,0,0,0,3349,4508
BZN|GB,01.01.2018 21:00 - 01.01.2018 21:30 (CET),749,0,0,13607,1289,0,0,0,0,505,534,0,0,7260,89,0,0,0,3469,4818
BZN|GB,01.01.2018 21:30 - 01.01.2018 22:00 (CET),745,0,0,12643,1284,0,0,0,0,300,482,0,0,7263,88,0,0,0,3463,4830
BZN|GB,01.01.2018 22:00 - 01.01.2018 22:30 (CET),751,0,0,11635,1287,0,0,0,0,685,408,0,0,7251,89,0,0,0,3369,4711
BZN|GB,01.01.2018 22:30 - 01.01.2018 23:00 (CET),732,0,0,10697,1284,0,0,0,0,300,405,0,0,7267,89,0,0,0,3454,4633
BZN|GB,01.01.2018 23:00 - 01.01.2018 23:30 (CET),748,0,0,9792,1288,0,0,0,0,232,341,0,0,7264,89,0,0,0,3465,4415
BZN|GB,01.01.2018 23:30 - 02.01.2018 00:00 (CET),741,0,0,8537,1275,0,0,0,0,149,302,0,0,7265,89,0,0,0,3508,4379
BZN|GB,02.01.2018 00:00 - 02.01.2018 00:30 (CET),744,0,0,7749,887,0,0,0,0,0,329,0,0,7260,89,0,0,0,3582,4289
BZN|GB,02.01.2018 00:30 - 02.01.2018 01:00 (CET),745,0,0,7558,933,0,0,0,0,0,311,0,0,7249,89,0,0,0,3495,4137
BZN|GB,02.01.2018 01:00 - 02.01.2018 01:30 (CET),743,0,0,6925,1028,0,0,0,0,0,309,0,0,7270,89,0,0,0,3336,4160
BZN|GB,02.01.2018 01:30 - 02.01.2018 02:00 (CET),740,0,0,7632,850,0,0,0,0,0,317,0,0,7257,89,0,0,0,3322,3843
BZN|GB,02.01.2018 02:00 - 02.01.2018 02:30 (CET),746,0,0,8134,1086,0,0,0,0,0,316,0,0,7266,89,0,0,0,3359,3475
BZN|GB,02.01.2018 02:30 - 02.01.2018 03:00 (CET),745,0,0,8027,1182,0,0,0,0,0,312,0,0,7267,91,0,0,0,3290,3311
BZN|GB,02.01.2018 03:00 - 02.01.2018 03:30 (CET),744,0,0,7827,1234,0,0,0,0,0,279,0,0,7278,91,0,0,0,3240,2883
BZN|GB,02.01.2018 03:30 - 02.01.2018 04:00 (CET),746,0,0,8118,1284,0,0,0,0,0,279,0,0,7269,91,0,0,0,3157,2760
BZN|GB,02.01.2018 04:00 - 02.01.2018 04:30 (CET),740,0,0,8467,1291,0,0,0,0,0,271,0,0,7262,90,0,0,0,2913,2352
BZN|GB,02.01.2018 04:30 - 02.01.2018 05:00 (CET),739,0,0,8690,1295,0,0,0,0,0,251,0,0,7265,90,0,0,0,2830,2199
BZN|GB,02.01.2018 05:00 - 02.01.2018 05:30 (CET),735,0,0,8658,1304,0,0,0,0,0,252,0,0,7258,90,0,0,0,2823,1991
BZN|GB,02.01.2018 05:30 - 02.01.2018 06:00 (CET),736,0,0,9305,1316,0,0,0,0,0,252,0,0,7266,90,0,0,0,2606,2019
BZN|GB,02.01.2018 06:00 - 02.01.2018 06:30 (CET),728,0,0,9161,1352,0,0,0,0,0,246,0,0,7256,91,0,0,0,2535,2003
BZN|GB,02.01.2018 06:30 - 02.01.2018 07:00 (CET),709,0,0,9573,1399,0,0,0,0,0,244,0,0,7259,91,0,0,0,2443,2082
BZN|GB,02.01.2018 07:00 - 02.01.2018 07:30 (CET),701,0,0,10037,1555,0,0,0,0,0,245,0,0,7256,91,0,0,0,2419,2082
BZN|GB,02.01.2018 07:30 - 02.01.2018 08:00 (CET),702,0,0,11810,1630,0,0,0,0,0,244,0,0,7267,91,0,0,0,2719,2201
BZN|GB,02.01.2018 08:00 - 02.01.2018 08:30 (CET),699,0,0,14227,1723,0,0,0,0,300,258,0,0,7267,91,0,0,0,2356,2470
BZN|GB,02.01.2018 08:30 - 02.01.2018 09:00 (CET),700,0,0,15837,1936,0,0,0,0,175,247,0,0,7264,91,0,0,0,2291,2774
BZN|GB,02.01.2018 09:00 - 02.01.2018 09:30 (CET),701,0,0,16486,2139,0,0,0,0,300,330,0,0,7262,91,0,2,0,2280,3052
BZN|GB,02.01.2018 09:30 - 02.01.2018 10:00 (CET),682,0,0,17198,2349,0,0,0,0,438,390,0,0,7260,91,0,7,0,2522,3214
BZN|GB,02.01.2018 10:00 - 02.01.2018 10:30 (CET),681,0,0,18007,2414,0,0,0,0,385,554,0,0,7263,91,0,25,0,2645,3473
BZN|GB,02.01.2018 10:30 - 02.01.2018 11:00 (CET),682,0,0,18907,2425,0,0,0,0,562,548,0,0,7260,91,0,67,0,2563,3900
BZN|GB,02.01.2018 11:00 - 02.01.2018 11:30 (CET),681,0,0,20038,2172,0,0,0,0,442,520,0,0,7256,91,0,146,0,2399,4406
BZN|GB,02.01.2018 11:30 - 02.01.2018 12:00 (CET),680,0,0,20577,2152,0,0,0,0,865,514,0,0,7254,91,0,206,0,2186,4269
BZN|GB,02.01.2018 12:00 - 02.01.2018 12:30 (CET),681,0,0,20762,2462,0,0,0,0,350,482,0,0,7268,91,0,285,0,2371,4485
BZN|GB,02.01.2018 12:30 - 02.01.2018 13:00 (CET),680,0,0,20613,2567,0,0,0,0,300,480,0,0,7262,91,0,389,0,2501,4721
BZN|GB,02.01.2018 13:00 - 02.01.2018 13:30 (CET),677,0,0,20287,2479,0,0,0,0,264,475,0,0,7266,91,0,435,0,2904,5237
BZN|GB,02.01.2018 13:30 - 02.01.2018 14:00 (CET),680,0,0,20067,2565,0,0,0,0,378,467,0,0,7263,90,0,523,0,3015,5196
BZN|GB,02.01.2018 14:00 - 02.01.2018 14:30 (CET),681,0,0,19852,2731,0,0,0,0,300,430,0,0,7267,91,0,645,0,3256,5171
BZN|GB,02.01.2018 14:30 - 02.01.2018 15:00 (CET),679,0,0,19460,2977,0,0,0,0,151,440,0,0,7259,91,0,376,0,3344,5041
BZN|GB,02.01.2018 15:00 - 02.01.2018 15:30 (CET),678,0,0,19054,2757,0,0,0,0,265,439,0,0,7257,91,0,293,0,3475,5096
BZN|GB,02.01.2018 15:30 - 02.01.2018 16:00 (CET),680,0,0,18554,2691,0,0,0,0,300,440,0,0,7261,91,0,164,0,3575,5214
BZN|GB,02.01.2018 16:00 - 02.01.2018 16:30 (CET),681,0,0,18318,2740,0,0,0,0,380,458,0,0,7250,91,0,53,0,3656,5181
BZN|GB,02.01.2018 16:30 - 02.01.2018 17:00 (CET),680,0,0,19261,2846,0,0,0,0,330,467,0,0,7264,91,0,2,0,3507,4876
BZN|GB,02.01.2018 17:00 - 02.01.2018 17:30 (CET),680,0,0,20498,3120,0,0,0,0,466,691,0,0,7256,91,0,8,0,3034,4329
BZN|GB,02.01.2018 17:30 - 02.01.2018 18:00 (CET),681,0,0,22446,3623,0,0,0,0,300,713,0,0,7263,91,0,13,0,3066,3864
BZN|GB,02.01.2018 18:00 - 02.01.2018 18:30 (CET),681,0,0,22298,3377,0,0,0,0,1145,730,0,0,7258,91,0,7,0,3249,4137
BZN|GB,02.01.2018 18:30 - 02.01.2018 19:00 (CET),680,0,0,22824,3770,0,0,0,0,1220,728,0,0,7258,91,0,0,0,3265,3566
BZN|GB,02.01.2018 19:00 - 02.01.2018 19:30 (CET),681,0,0,22555,3991,0,0,0,0,992,709,0,0,7272,91,0,0,0,3299,3410
BZN|GB,02.01.2018 19:30 - 02.01.2018 20:00 (CET),680,0,0,21792,3891,0,0,0,0,695,704,0,0,7269,91,0,0,0,3155,3754
BZN|GB,02.01.2018 20:00 - 02.01.2018 20:30 (CET),679,0,0,21003,3854,0,0,0,0,300,691,0,0,7263,91,0,0,0,3323,3826
BZN|GB,02.01.2018 20:30 - 02.01.2018 21:00 (CET),681,0,0,19537,3385,0,0,0,0,300,646,0,0,7262,91,0,0,0,3358,3917
BZN|GB,02.01.2018 21:00 - 02.01.2018 21:30 (CET),679,0,0,18585,2594,0,0,0,0,564,529,0,0,7262,91,0,0,0,3463,4122
BZN|GB,02.01.2018 21:30 - 02.01.2018 22:00 (CET),680,0,0,17262,1883,0,0,0,0,316,508,0,0,7267,91,0,0,0,3533,4289
BZN|GB,02.01.2018 22:00 - 02.01.2018 22:30 (CET),682,0,0,15459,1878,0,0,0,0,353,469,0,0,7266,91,0,0,0,3585,4610
BZN|GB,02.01.2018 22:30 - 02.01.2018 23:00 (CET),681,0,0,13131,1876,0,0,0,0,341,460,0,0,7269,91,0,0,0,3484,4678
BZN|GB,02.01.2018 23:00 - 02.01.2018 23:30 (CET),680,0,0,11541,1703,0,0,0,0,315,438,0,0,7272,91,0,0,0,3311,4952
BZN|GB,02.01.2018 23:30 - 03.01.2018 00:00 (CET),677,0,0,9839,1247,0,0,0,0,458,437,0,0,7248,91,0,0,0,3169,4722
BZN|GB,03.01.2018 00:00 - 03.01.2018 00:30 (CET),681,0,0,8768,1093,0,0,0,0,90,468,0,0,7271,91,0,0,0,3170,4833
BZN|GB,03.01.2018 00:30 - 03.01.2018 01:00 (CET),681,0,0,8006,1113,0,0,0,0,0,449,0,0,7259,91,0,0,0,3131,4886
BZN|GB,03.01.2018 01:00 - 03.01.2018 01:30 (CET),681,0,0,7212,1176,0,0,0,0,0,442,0,0,7276,91,0,0,0,3233,5037
BZN|GB,03.01.2018 01:30 - 03.01.2018 02:00 (CET),682,0,0,7448,1173,0,0,0,0,0,442,0,0,7262,91,0,0,0,3051,4820
BZN|GB,03.01.2018 02:00 - 03.01.2018 02:30 (CET),681,0,0,7214,873,0,0,0,0,0,407,0,0,7261,91,0,0,0,3134,5205
BZN|GB,03.01.2018 02:30 - 03.01.2018 03:00 (CET),681,0,0,6822,873,0,0,0,0,0,407,0,0,7260,91,0,0,0,3056,5319
BZN|GB,03.01.2018 03:00 - 03.01.2018 03:30 (CET),681,0,0,6650,874,0,0,0,0,0,361,0,0,7257,91,0,0,0,3126,5380
BZN|GB,03.01.2018 03:30 - 03.01.2018 04:00 (CET),681,0,0,6781,873,0,0,0,0,0,337,0,0,7263,91,0,0,0,3194,5486
BZN|GB,03.01.2018 04:00 - 03.01.2018 04:30 (CET),682,0,0,6550,874,0,0,0,0,0,327,0,0,7251,91,0,0,0,3203,5440
BZN|GB,03.01.2018 04:30 - 03.01.2018 05:00 (CET),681,0,0,6694,875,0,0,0,0,0,336,0,0,7262,91,0,0,0,3049,5297
BZN|GB,03.01.2018 05:00 - 03.01.2018 05:30 (CET),681,0,0,6863,1021,0,0,0,0,0,319,0,0,6868,91,0,0,0,3084,5252
BZN|GB,03.01.2018 05:30 - 03.01.2018 06:00 (CET),682,0,0,6773,957,0,0,0,0,0,315,0,0,6862,91,0,0,0,3555,5291
BZN|GB,03.01.2018 06:00 - 03.01.2018 06:30 (CET),681,0,0,6698,873,0,0,0,0,0,314,0,0,6857,91,0,0,0,3553,5163
BZN|GB,03.01.2018 06:30 - 03.01.2018 07:00 (CET),680,0,0,7579,777,0,0,0,0,0,329,0,0,6844,91,0,0,0,3469,4973
BZN|GB,03.01.2018 07:00 - 03.01.2018 07:30 (CET),678,0,0,8433,802,0,0,0,0,0,339,0,0,6849,91,0,0,0,3359,4913
BZN|GB,03.01.2018 07:30 - 03.01.2018 08:00 (CET),681,0,0,10479,1009,0,0,0,0,0,339,0,0,6852,91,0,0,0,3427,5068
BZN|GB,03.01.2018 08:00 - 03.01.2018 08:30 (CET),681,0,0,12512,1028,0,0,0,0,226,322,0,0,6844,91,0,0,0,3352,4877
BZN|GB,03.01.2018 08:30 - 03.01.2018 09:00 (CET),680,0,0,14506,1057,0,0,0,0,198,317,0,0,6853,91,0,0,0,3436,4909
BZN|GB,03.01.2018 09:00 - 03.01.2018 09:30 (CET),679,0,0,16113,859,0,0,0,0,392,334,0,0,6843,91,0,6,0,3553,4953
BZN|GB,03.01.2018 09:30 - 03.01.2018 10:00 (CET),679,0,0,17098,952,0,0,0,0,303,431,0,0,6842,91,0,27,0,3698,4981
BZN|GB,03.01.2018 10:00 - 03.01.2018 10:30 (CET),680,0,0,17502,1099,0,0,0,0,319,533,0,0,6900,91,0,398,0,3710,5138
BZN|GB,03.01.2018 10:30 - 03.01.2018 11:00 (CET),680,0,0,17845,1165,0,0,0,0,301,571,0,0,6902,90,0,810,0,3651,5193
BZN|GB,03.01.2018 11:00 - 03.01.2018 11:30 (CET),682,0,0,17740,1164,0,0,0,0,374,608,0,0,6901,91,0,1230,0,3640,5226
BZN|GB,03.01.2018 11:30 - 03.01.2018 12:00 (CET),660,0,0,17660,1099,0,0,0,0,381,583,0,0,6956,90,0,1600,0,3684,5235
BZN|GB,03.01.2018 12:00 - 03.01.2018 12:30 (CET),679,0,0,17559,1182,0,0,0,0,431,490,0,0,6956,91,0,1710,0,3700,5448
BZN|GB,03.01.2018 12:30 - 03.01.2018 13:00 (CET),680,0,0,17547,1163,0,0,0,0,257,437,0,0,6966,91,0,1860,0,3721,5455
BZN|GB,03.01.2018 13:00 - 03.01.2018 13:30 (CET),616,0,0,17705,1214,0,0,0,0,523,450,0,0,6964,91,0,2010,0,3730,5264
BZN|GB,03.01.2018 13:30 - 03.01.2018 14:00 (CET),676,0,0,17936,1287,0,0,0,0,355,456,0,0,7006,90,0,2010,0,3754,5254
BZN|GB,03.01.2018 14:00 - 03.01.2018 14:30 (CET),681,0,0,17992,1287,0,0,0,0,329,429,0,0,7003,91,0,1572,0,3797,5305
BZN|GB,03.01.2018 14:30 - 03.01.2018 15:00 (CET),614,0,0,17783,1289,0,0,0,0,379,428,0,0,7007,91,0,1490,0,3785,5400
BZN|GB,03.01.2018 15:00 - 03.01.2018 15:30 (CET),606,0,0,17968,1289,0,0,0,0,455,430,0,0,7010,91,0,1000,0,3815,5367
BZN|GB,03.01.2018 15:30 - 03.01.2018 16:00 (CET),615,0,0,18521,1270,0,0,0,0,458,430,0,0,7094,91,0,543,0,3811,5348
BZN|GB,03.01.2018 16:00 - 03.01.2018 16:30 (CET),678,0,0,18783,1517,0,0,0,0,311,431,0,0,7117,91,0,185,0,3802,5090
BZN|GB,03.01.2018 16:30 - 03.01.2018 17:00 (CET),679,0,0,19256,1891,0,0,0,0,301,433,0,0,7127,91,0,19,0,3813,4838
BZN|GB,03.01.2018 17:00 - 03.01.2018 17:30 (CET),615,0,0,20050,1947,0,0,0,0,332,601,0,0,7127,91,0,5,0,3756,4863
BZN|GB,03.01.2018 17:30 - 03.01.2018 18:00 (CET),615,0,0,22019,1938,0,0,0,0,332,794,0,0,7124,91,0,9,0,3813,4980
BZN|GB,03.01.2018 18:00 - 03.01.2018 18:30 (CET),638,0,0,22817,1940,0,0,0,0,981,825,0,0,7123,91,0,9,0,3818,4613
BZN|GB,03.01.2018 18:30 - 03.01.2018 19:00 (CET),698,0,0,22981,2120,0,0,0,0,1158,829,0,0,7138,91,0,1,0,3808,4501
BZN|GB,03.01.2018 19:00 - 03.01.2018 19:30 (CET),700,0,0,22743,2151,0,0,0,0,1018,828,0,0,7128,91,0,1,0,3800,4447
BZN|GB,03.01.2018 19:30 - 03.01.2018 20:00 (CET),699,0,0,22386,2130,0,0,0,0,549,760,0,0,7141,91,0,0,0,3810,4519
BZN|GB,03.01.2018 20:00 - 03.01.2018 20:30 (CET),681,0,0,22211,1792,0,0,0,0,623,612,0,0,7123,91,0,0,0,3772,4493
BZN|GB,03.01.2018 20:30 - 03.01.2018 21:00 (CET),679,0,0,21591,1655,0,0,0,0,546,578,0,0,7130,91,0,0,0,3762,4605
BZN|GB,03.01.2018 21:00 - 03.01.2018 21:30 (CET),681,0,0,20609,1377,0,0,0,0,520,530,0,0,7127,91,0,0,0,3790,4545
BZN|GB,03.01.2018 21:30 - 03.01.2018 22:00 (CET),680,0,0,19106,1204,0,0,0,0,312,491,0,0,7139,90,0,0,0,3815,4632
BZN|GB,03.01.2018 22:00 - 03.01.2018 22:30 (CET),680,0,0,17615,1003,0,0,0,0,396,492,0,0,7124,91,0,0,0,3798,4586
BZN|GB,03.01.2018 22:30 - 03.01.2018 23:00 (CET),625,0,0,15520,1026,0,0,0,0,338,494,0,0,7134,91,0,0,0,3778,4435
BZN|GB,03.01.2018 23:00 - 03.01.2018 23:30 (CET),616,0,0,13729,1197,0,0,0,0,327,444,0,0,7134,91,0,0,0,3747,4231
BZN|GB,03.01.2018 23:30 - 04.01.2018 00:00 (CET),618,0,0,11712,1076,0,0,0,0,540,460,0,0,7137,91,0,0,0,3719,4161
BZN|GB,04.01.2018 00:00 - 04.01.2018 00:30 (CET),682,0,0,10405,1055,0,0,0,0,0,438,0,0,7127,91,0,0,0,3695,3776
BZN|GB,04.01.2018 00:30 - 04.01.2018 01:00 (CET),681,0,0,9832,1240,0,0,0,0,0,434,0,0,7128,91,0,0,0,3648,3641
BZN|GB,04.01.2018 01:00 - 04.01.2018 01:30 (CET),681,0,0,10288,1236,0,0,0,0,0,417,0,0,7131,91,0,0,0,3550,3120
BZN|GB,04.01.2018 01:30 - 04.01.2018 02:00 (CET),680,0,0,10922,1239,0,0,0,0,0,418,0,0,7128,91,0,0,0,3539,2911
BZN|GB,04.01.2018 02:00 - 04.01.2018 02:30 (CET),681,0,0,10962,1221,0,0,0,0,0,413,0,0,7132,91,0,0,0,3553,2720
BZN|GB,04.01.2018 02:30 - 04.01.2018 03:00 (CET),681,0,0,10370,1079,0,0,0,0,0,412,0,0,7124,91,0,0,0,3453,2459
BZN|GB,04.01.2018 03:00 - 04.01.2018 03:30 (CET),612,0,0,10492,1213,0,0,0,0,0,363,0,0,7125,91,0,0,0,3321,2012
BZN|GB,04.01.2018 03:30 - 04.01.2018 04:00 (CET),615,0,0,10890,1199,0,0,0,0,0,353,0,0,7109,91,0,0,0,3143,1995
BZN|GB,04.01.2018 04:00 - 04.01.2018 04:30 (CET),622,0,0,11153,1193,0,0,0,0,0,317,0,0,7103,91,0,0,0,3102,1764
BZN|GB,04.01.2018 04:30 - 04.01.2018 05:00 (CET),681,0,0,11492,1193,0,0,0,0,0,312,0,0,7098,91,0,0,0,2748,1560
BZN|GB,04.01.2018 05:00 - 04.01.2018 05:30 (CET),682,0,0,11914,1199,0,0,0,0,0,311,0,0,7131,91,0,0,0,2317,1492
BZN|GB,04.01.2018 05:30 - 04.01.2018 06:00 (CET),681,0,0,11888,1176,0,0,0,0,0,309,0,0,7137,90,0,0,0,2218,1660
BZN|GB,04.01.2018 06:00 - 04.01.2018 06:30 (CET),681,0,0,12266,1265,0,0,0,0,0,325,0,0,7131,91,0,0,0,2177,1588
BZN|GB,04.01.2018 06:30 - 04.01.2018 07:00 (CET),681,0,0,12616,1458,0,0,0,0,0,340,0,0,7123,90,0,0,0,2059,1606
BZN|GB,04.01.2018 07:00 - 04.01.2018 07:30 (CET),680,0,0,13685,1666,0,0,0,0,0,333,0,0,7135,91,0,0,0,2047,1821
BZN|GB,04.01.2018 07:30 - 04.01.2018 08:00 (CET),681,0,0,15210,2015,0,0,0,0,67,328,0,0,7131,91,0,0,0,1589,1886
BZN|GB,04.01.2018 08:00 - 04.01.2018 08:30 (CET),681,0,0,18263,2329,0,0,0,0,301,382,0,0,7122,91,0,0,0,1356,1926
BZN|GB,04.01.2018 08:30 - 04.01.2018 09:00 (CET),681,0,0,20567,2306,0,0,0,0,300,372,0,0,7122,91,0,0,0,1349,2076
BZN|GB,04.01.2018 09:00 - 04.01.2018 09:30 (CET),594,0,0,22297,2313,0,0,0,0,638,383,0,0,7119,91,0,0,0,1184,1964
BZN|GB,04.01.2018 09:30 - 04.01.2018 10:00 (CET),529,0,0,23032,2578,0,0,0,0,167,450,0,0,7133,91,0,128,0,1463,1935
BZN|GB,04.01.2018 10:00 - 04.01.2018 10:30 (CET),527,0,0,23431,2516,0,0,0,0,408,554,0,0,6976,91,0,105,0,1543,1788
BZN|GB,04.01.2018 10:30 - 04.01.2018 11:00 (CET),572,0,0,23827,2548,0,0,0,0,481,603,0,0,6901,91,0,255,0,1405,1831
BZN|GB,04.01.2018 11:00 - 04.01.2018 11:30 (CET),564,0,0,23846,2563,0,0,0,0,460,597,0,0,6898,91,0,549,0,1379,2245
BZN|GB,04.01.2018 11:30 - 04.01.2018 12:00 (CET),595,0,0,23778,2938,0,0,0,0,338,566,0,0,6906,91,0,766,0,1131,2318
BZN|GB,04.01.2018 12:00 - 04.01.2018 12:30 (CET),666,0,0,23474,2727,0,0,0,0,369,450,0,0,6906,91,0,909,0,1351,2723
