Area,MTU,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Oil shale  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Consumption [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Marine  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
Portugal (PT),06.01.2018 21:00 - 06.01.2018 22:00 (CET),346,0,0,895,1179,0,0,0,0,346,93,393,479,0,0,41,0,0,0,0,3114
Portugal (PT),06.01.2018 22:00 - 06.01.2018 23:00 (CET),347,0,0,895,1135,0,0,0,0,321,473,539,505,0,0,42,0,0,0,0,3211
Portugal (PT),06.01.2018 23:00 - 07.01.2018 00:00 (CET),342,0,0,748,1004,0,0,0,0,662,694,338,119,0,0,42,0,0,0,0,3017
Portugal (PT),07.01.2018 00:00 - 07.01.2018 01:00 (CET),344,0,0,535,721,0,0,0,0,18,414,587,88,0,0,42,0,0,0,0,2797
Portugal (PT),07.01.2018 01:00 - 07.01.2018 02:00 (CET),343,0,0,379,400,0,0,0,0,0,599,477,88,0,0,43,0,0,0,0,2761
Portugal (PT),07.01.2018 02:00 - 07.01.2018 03:00 (CET),341,0,0,377,495,0,0,0,0,0,944,248,78,0,0,40,0,0,0,0,2842
Portugal (PT),07.01.2018 03:00 - 07.01.2018 04:00 (CET),339,0,0,377,361,0,0,0,0,0,1142,215,77,0,0,40,0,0,0,0,2895
Portugal (PT),07.01.2018 04:00 - 07.01.2018 05:00 (CET),340,0,0,377,361,0,0,0,0,37,1487,211,77,0,0,41,0,0,0,0,3051
Portugal (PT),07.01.2018 05:00 - 07.01.2018 06:00 (CET),339,0,0,378,362,0,0,0,0,33,1528,204,77,0,0,41,0,0,0,0,3017
Portugal (PT),07.01.2018 06:00 - 07.01.2018 07:00 (CET),340,0,0,378,366,0,0,0,0,0,1485,209,77,0,0,40,0,0,0,0,3071
