Area,MTU,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Oil shale  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Consumption [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Marine  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
Finland (FI),05.01.2018 00:00 - 05.01.2018 01:00 (CET),897,0,0,593,717,1,0,422,0,0,0,1398,0,0,2792,89,44,0,7,0,891
Finland (FI),05.01.2018 01:00 - 05.01.2018 02:00 (CET),900,0,0,606,718,1,0,426,0,0,0,1456,0,0,2791,89,44,0,7,0,939
Finland (FI),05.01.2018 02:00 - 05.01.2018 03:00 (CET),891,0,0,615,720,1,0,429,0,0,0,1478,0,0,2791,89,44,0,7,0,975
Finland (FI),05.01.2018 03:00 - 05.01.2018 04:00 (CET),895,0,0,610,720,1,0,426,0,0,0,1487,0,0,2791,89,44,0,7,0,1005
Finland (FI),05.01.2018 04:00 - 05.01.2018 05:00 (CET),896,0,0,569,724,1,0,431,0,0,0,1419,0,0,2792,89,44,0,7,0,1018
Finland (FI),05.01.2018 05:00 - 05.01.2018 06:00 (CET),895,0,0,623,729,1,0,441,0,0,0,1498,0,0,2791,86,44,0,7,0,1018
Finland (FI),05.01.2018 06:00 - 05.01.2018 07:00 (CET),906,0,0,705,781,1,0,456,0,0,0,1757,0,0,2790,84,44,0,7,0,1041
Finland (FI),05.01.2018 07:00 - 05.01.2018 08:00 (CET),911,0,0,761,756,1,0,459,0,0,0,1918,0,0,2791,82,44,0,7,0,1016
Finland (FI),05.01.2018 08:00 - 05.01.2018 09:00 (CET),911,0,0,791,743,1,0,461,0,0,0,1894,0,0,2792,82,44,0,7,0,963
Finland (FI),05.01.2018 09:00 - 05.01.2018 10:00 (CET),921,0,0,772,736,1,0,466,0,0,0,1987,0,0,2792,79,44,0,7,0,923
Finland (FI),05.01.2018 10:00 - 05.01.2018 11:00 (CET),919,0,0,770,734,1,0,465,0,0,0,2051,0,0,2792,78,44,0,7,0,901
Finland (FI),05.01.2018 11:00 - 05.01.2018 12:00 (CET),921,0,0,756,733,1,0,481,0,0,0,2039,0,0,2791,78,44,0,13,0,867
