Area,MTU,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Oil shale  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Marine  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
Czech Republic (CZ),02.01.2018 05:00 - 02.01.2018 06:00 (CET),264,2620,203,249,371,12,0,0,0,602,85,28,0,2458,109,268,0,14,0,132
Czech Republic (CZ),02.01.2018 06:00 - 02.01.2018 07:00 (CET),266,2994,208,279,370,12,0,0,0,20,84,56,0,2456,126,276,0,13,0,147
Czech Republic (CZ),02.01.2018 07:00 - 02.01.2018 08:00 (CET),267,3280,207,283,379,12,0,0,0,111,86,233,0,2455,128,277,1,13,0,148
Czech Republic (CZ),02.01.2018 08:00 - 02.01.2018 09:00 (CET),267,3466,224,285,411,12,0,0,0,427,83,309,0,2453,134,277,18,13,0,150
Czech Republic (CZ),02.01.2018 09:00 - 02.01.2018 10:00 (CET),267,3566,222,283,481,12,0,0,0,598,83,340,0,2454,134,274,112,13,0,164
Czech Republic (CZ),02.01.2018 10:00 - 02.01.2018 11:00 (CET),267,3895,224,280,525,12,0,0,0,451,83,313,0,2454,130,274,210,13,0,160
Czech Republic (CZ),02.01.2018 11:00 - 02.01.2018 12:00 (CET),268,4202,231,278,527,12,0,0,0,523,83,282,0,2452,128,276,209,13,0,148
Czech Republic (CZ),02.01.2018 12:00 - 02.01.2018 13:00 (CET),268,4266,229,275,519,12,0,0,0,93,80,278,0,2450,128,277,209,13,0,138
Czech Republic (CZ),02.01.2018 13:00 - 02.01.2018 14:00 (CET),268,4434,226,275,519,12,0,0,0,105,78,260,0,2450,129,279,201,14,0,134
Czech Republic (CZ),02.01.2018 14:00 - 02.01.2018 15:00 (CET),268,4386,210,273,511,12,0,0,0,187,78,284,0,2451,128,275,142,14,0,127
Czech Republic (CZ),02.01.2018 15:00 - 02.01.2018 16:00 (CET),268,4402,223,272,519,12,0,0,0,269,80,222,0,2450,132,280,38,14,0,110
Czech Republic (CZ),02.01.2018 16:00 - 02.01.2018 17:00 (CET),268,4449,221,271,516,12,0,0,0,352,81,277,0,2449,135,281,2,14,0,99
Czech Republic (CZ),02.01.2018 17:00 - 02.01.2018 18:00 (CET),268,4563,219,279,520,12,0,0,0,817,81,316,0,2452,136,282,0,14,0,98
Czech Republic (CZ),02.01.2018 18:00 - 02.01.2018 19:00 (CET),268,4568,219,285,517,12,0,0,0,899,83,288,0,2454,139,284,0,14,0,81
Czech Republic (CZ),02.01.2018 19:00 - 02.01.2018 20:00 (CET),268,4509,222,288,514,12,0,0,0,413,84,220,0,2455,139,285,0,14,0,93
Czech Republic (CZ),02.01.2018 20:00 - 02.01.2018 21:00 (CET),268,4431,224,284,503,12,0,0,0,216,86,62,0,2456,135,283,0,14,0,77
Czech Republic (CZ),02.01.2018 21:00 - 02.01.2018 22:00 (CET),268,4193,201,267,497,12,0,0,0,87,87,39,0,2456,128,280,0,14,0,70
Czech Republic (CZ),02.01.2018 22:00 - 02.01.2018 23:00 (CET),267,3998,193,257,496,12,0,0,0,88,84,37,0,2456,111,274,0,14,0,53
Czech Republic (CZ),02.01.2018 23:00 - 03.01.2018 00:00 (CET),267,3660,188,244,489,12,0,0,0,321,84,37,0,2458,109,272,0,14,0,71
Czech Republic (CZ),03.01.2018 00:00 - 03.01.2018 01:00 (CET),258,3029,187,242,501,12,0,0,0,1028,87,36,0,2456,108,269,0,14,0,84
Czech Republic (CZ),03.01.2018 01:00 - 03.01.2018 02:00 (CET),256,2973,188,243,502,12,0,0,0,1117,88,27,0,2337,108,269,0,14,0,80
Czech Republic (CZ),03.01.2018 02:00 - 03.01.2018 03:00 (CET),256,2947,187,242,498,12,0,0,0,1109,88,26,0,2307,108,269,0,14,0,79
Czech Republic (CZ),03.01.2018 03:00 - 03.01.2018 04:00 (CET),256,2953,188,243,497,12,0,0,0,1101,88,26,0,2307,108,267,0,14,0,99
Czech Republic (CZ),03.01.2018 04:00 - 03.01.2018 05:00 (CET),256,2966,188,246,499,12,0,0,0,1091,88,26,0,2294,108,267,0,14,0,110
Czech Republic (CZ),03.01.2018 05:00 - 03.01.2018 06:00 (CET),258,3284,215,258,504,12,0,0,0,641,88,26,0,2414,110,267,0,14,0,114
Czech Republic (CZ),03.01.2018 06:00 - 03.01.2018 07:00 (CET),259,4331,233,294,520,12,0,0,0,45,90,42,0,2457,130,276,0,13,0,124
Czech Republic (CZ),03.01.2018 07:00 - 03.01.2018 08:00 (CET),269,4437,225,298,529,12,0,0,0,398,90,162,0,2454,138,280,2,13,0,152
Czech Republic (CZ),03.01.2018 08:00 - 03.01.2018 09:00 (CET),269,4674,234,303,542,12,0,0,0,442,88,169,0,2452,138,279,12,13,0,163
Czech Republic (CZ),03.01.2018 09:00 - 03.01.2018 10:00 (CET),266,4708,229,298,542,12,0,0,0,470,88,164,0,2452,135,275,29,13,0,144
Czech Republic (CZ),03.01.2018 10:00 - 03.01.2018 11:00 (CET),269,4623,228,295,546,12,0,0,0,494,90,100,0,2449,136,273,43,13,0,150
Czech Republic (CZ),03.01.2018 11:00 - 03.01.2018 12:00 (CET),268,4589,225,290,544,12,0,0,0,383,89,142,0,2451,136,274,67,13,0,168
Czech Republic (CZ),03.01.2018 12:00 - 03.01.2018 13:00 (CET),269,4524,235,287,537,12,0,0,0,368,86,96,0,2450,136,276,124,13,0,182
Czech Republic (CZ),03.01.2018 13:00 - 03.01.2018 14:00 (CET),269,4529,243,285,539,12,0,0,0,260,82,224,0,2447,134,276,108,14,0,190
Czech Republic (CZ),03.01.2018 14:00 - 03.01.2018 15:00 (CET),269,4525,240,286,540,12,0,0,0,256,82,207,0,2446,137,280,50,14,0,206
Czech Republic (CZ),03.01.2018 15:00 - 03.01.2018 16:00 (CET),269,4570,246,286,539,12,0,0,0,363,85,157,0,2441,137,281,25,14,0,213
Czech Republic (CZ),03.01.2018 16:00 - 03.01.2018 17:00 (CET),269,4486,235,289,545,12,0,0,0,496,85,145,0,2446,139,282,2,14,0,218
Czech Republic (CZ),03.01.2018 17:00 - 03.01.2018 18:00 (CET),269,4483,235,330,540,12,0,0,0,539,86,150,0,2445,137,284,0,14,0,223
Czech Republic (CZ),03.01.2018 18:00 - 03.01.2018 19:00 (CET),269,4472,226,514,530,12,0,0,0,382,86,140,0,2441,138,287,0,14,0,222
Czech Republic (CZ),03.01.2018 19:00 - 03.01.2018 20:00 (CET),270,4460,227,558,527,12,0,0,0,340,89,139,0,2440,136,286,0,14,0,218
Czech Republic (CZ),03.01.2018 20:00 - 03.01.2018 21:00 (CET),269,4412,225,560,525,12,0,0,0,69,88,150,0,2442,135,283,0,14,0,223
Czech Republic (CZ),03.01.2018 21:00 - 03.01.2018 22:00 (CET),259,4102,222,390,513,12,0,0,0,247,93,39,0,2441,131,280,0,14,0,222
Czech Republic (CZ),03.01.2018 22:00 - 03.01.2018 23:00 (CET),257,3476,189,259,512,12,0,0,0,425,87,34,0,2442,112,274,0,14,0,213
Czech Republic (CZ),03.01.2018 23:00 - 04.01.2018 00:00 (CET),256,3005,188,241,500,12,0,0,0,604,87,34,0,2444,104,272,0,14,0,211
Czech Republic (CZ),04.01.2018 00:00 - 04.01.2018 01:00 (CET),256,2750,184,231,495,12,0,0,0,1113,88,24,0,2384,105,271,0,14,0,218
Czech Republic (CZ),04.01.2018 01:00 - 04.01.2018 02:00 (CET),256,2752,187,233,504,12,0,0,0,1115,88,24,0,2304,104,270,0,14,0,206
Czech Republic (CZ),04.01.2018 02:00 - 04.01.2018 03:00 (CET),256,2697,184,230,501,12,0,0,0,1109,88,24,0,2304,104,268,0,14,0,203
Czech Republic (CZ),04.01.2018 03:00 - 04.01.2018 04:00 (CET),256,2662,181,228,497,12,0,0,0,1102,88,24,0,2305,104,269,0,14,0,205
Czech Republic (CZ),04.01.2018 04:00 - 04.01.2018 05:00 (CET),256,2816,187,234,509,12,0,0,0,1091,88,24,0,2312,105,269,0,14,0,192
Czech Republic (CZ),04.01.2018 05:00 - 04.01.2018 06:00 (CET),256,3193,213,241,509,12,0,0,0,778,88,24,0,2420,106,268,0,14,0,186
Czech Republic (CZ),04.01.2018 06:00 - 04.01.2018 07:00 (CET),258,3707,218,278,521,12,0,0,0,7,89,37,0,2441,124,275,0,13,0,192
Czech Republic (CZ),04.01.2018 07:00 - 04.01.2018 08:00 (CET),264,4021,211,290,522,12,0,0,0,111,94,49,0,2444,129,274,1,13,0,196
Czech Republic (CZ),04.01.2018 08:00 - 04.01.2018 09:00 (CET),268,4244,214,286,530,12,0,0,0,273,92,49,0,2447,134,276,29,13,0,186
Czech Republic (CZ),04.01.2018 09:00 - 04.01.2018 10:00 (CET),266,4265,219,283,532,12,0,0,0,232,89,135,0,2445,131,275,180,13,0,158
Czech Republic (CZ),04.01.2018 10:00 - 04.01.2018 11:00 (CET),269,4233,214,273,532,12,0,0,0,345,86,248,0,2443,125,274,328,13,0,149
Czech Republic (CZ),04.01.2018 11:00 - 04.01.2018 12:00 (CET),269,4261,219,265,535,12,0,0,0,253,85,389,0,2443,124,275,310,13,0,139
Czech Republic (CZ),04.01.2018 12:00 - 04.01.2018 13:00 (CET),259,4282,220,268,536,12,0,0,0,46,82,403,0,2442,123,275,248,13,0,102
Czech Republic (CZ),04.01.2018 13:00 - 04.01.2018 14:00 (CET),259,4321,221,277,537,12,0,0,0,37,82,200,0,2442,134,280,163,14,0,73
Czech Republic (CZ),04.01.2018 14:00 - 04.01.2018 15:00 (CET),265,4297,221,277,534,12,0,0,0,54,86,59,0,2443,136,282,79,14,0,58
Czech Republic (CZ),04.01.2018 15:00 - 04.01.2018 16:00 (CET),259,4272,221,279,537,12,0,0,0,71,89,38,0,2444,139,284,15,14,0,81
Czech Republic (CZ),04.01.2018 16:00 - 04.01.2018 17:00 (CET),258,4278,222,279,541,12,0,0,0,843,88,59,0,2443,138,283,1,14,0,113
Czech Republic (CZ),04.01.2018 17:00 - 04.01.2018 18:00 (CET),258,4228,220,279,542,12,0,0,0,912,81,240,0,2443,135,283,0,14,0,101
Czech Republic (CZ),04.01.2018 18:00 - 04.01.2018 19:00 (CET),258,4229,217,280,539,12,0,0,0,874,84,284,0,2442,132,282,0,14,0,101
Czech Republic (CZ),04.01.2018 19:00 - 04.01.2018 20:00 (CET),258,4234,217,280,539,12,0,0,0,489,88,111,0,2441,132,283,0,14,0,129
Czech Republic (CZ),04.01.2018 20:00 - 04.01.2018 21:00 (CET),258,4226,222,278,526,12,0,0,0,242,87,141,0,2438,130,283,0,14,0,111
Czech Republic (CZ),04.01.2018 21:00 - 04.01.2018 22:00 (CET),257,4214,218,266,527,12,0,0,0,2,88,136,0,2438,125,280,0,14,0,90
Czech Republic (CZ),04.01.2018 22:00 - 04.01.2018 23:00 (CET),257,3925,212,254,519,12,0,0,0,63,85,84,0,2434,111,274,0,14,0,86
Czech Republic (CZ),04.01.2018 23:00 - 05.01.2018 00:00 (CET),257,3498,188,237,513,12,0,0,0,124,87,35,0,2433,109,273,0,14,0,116
Czech Republic (CZ),05.01.2018 00:00 - 05.01.2018 01:00 (CET),258,2962,197,237,516,12,0,0,0,1115,88,27,0,2433,108,271,0,14,0,168
Czech Republic (CZ),05.01.2018 01:00 - 05.01.2018 02:00 (CET),256,2698,198,234,511,12,0,0,0,1115,88,27,0,2434,106,271,0,14,0,196
Czech Republic (CZ),05.01.2018 02:00 - 05.01.2018 03:00 (CET),256,2675,199,237,513,12,0,0,0,1107,88,26,0,2431,107,272,0,14,0,205
Czech Republic (CZ),05.01.2018 03:00 - 05.01.2018 04:00 (CET),256,2708,198,239,521,12,0,0,0,1098,88,26,0,2433,108,271,0,14,0,201
Czech Republic (CZ),05.01.2018 04:00 - 05.01.2018 05:00 (CET),256,2721,200,241,519,12,0,0,0,1088,88,26,0,2431,108,271,0,14,0,186
Czech Republic (CZ),05.01.2018 05:00 - 05.01.2018 06:00 (CET),256,3068,213,248,515,12,0,0,0,603,88,26,0,2430,110,272,0,14,0,178
Czech Republic (CZ),05.01.2018 06:00 - 05.01.2018 07:00 (CET),259,3628,214,275,518,12,0,0,0,5,93,31,0,2428,127,279,0,13,0,188
Czech Republic (CZ),05.01.2018 07:00 - 05.01.2018 08:00 (CET),269,3958,216,284,524,12,0,0,0,150,94,47,0,2432,131,278,0,13,0,186
Czech Republic (CZ),05.01.2018 08:00 - 05.01.2018 09:00 (CET),269,4016,217,283,543,12,0,0,0,105,92,52,0,2433,134,280,34,13,0,180
Czech Republic (CZ),05.01.2018 09:00 - 05.01.2018 10:00 (CET),269,3991,214,281,538,12,0,0,0,223,90,80,0,2434,134,279,179,13,0,164
Czech Republic (CZ),05.01.2018 10:00 - 05.01.2018 11:00 (CET),269,4005,214,276,538,12,0,0,0,162,91,78,0,2434,132,279,278,13,0,137
Czech Republic (CZ),05.01.2018 11:00 - 05.01.2018 12:00 (CET),268,3951,214,267,541,12,0,0,0,54,91,76,0,2431,129,279,263,13,0,129
Czech Republic (CZ),05.01.2018 12:00 - 05.01.2018 13:00 (CET),260,3994,227,275,553,12,0,0,0,103,87,74,0,2430,132,281,190,13,0,134
Czech Republic (CZ),05.01.2018 13:00 - 05.01.2018 14:00 (CET),269,4059,227,283,554,12,0,0,0,152,85,69,0,2425,135,282,126,14,0,129
Czech Republic (CZ),05.01.2018 14:00 - 05.01.2018 15:00 (CET),269,4006,215,273,546,12,0,0,0,201,85,71,0,2423,136,282,79,14,0,136
Czech Republic (CZ),05.01.2018 15:00 - 05.01.2018 16:00 (CET),269,3974,213,267,544,12,0,0,0,871,88,69,0,2421,135,283,22,14,0,110
Czech Republic (CZ),05.01.2018 16:00 - 05.01.2018 17:00 (CET),269,4060,218,271,550,12,0,0,0,685,88,116,0,2420,135,284,1,14,0,82
Czech Republic (CZ),05.01.2018 17:00 - 05.01.2018 18:00 (CET),269,4149,215,277,551,12,0,0,0,795,84,235,0,2421,138,287,0,14,0,71
Czech Republic (CZ),05.01.2018 18:00 - 05.01.2018 19:00 (CET),265,4135,210,278,546,12,0,0,0,704,83,325,0,2420,139,289,0,14,0,85
Czech Republic (CZ),05.01.2018 19:00 - 05.01.2018 20:00 (CET),260,4162,204,277,531,12,0,0,0,678,89,129,0,2421,136,287,0,14,0,72
Czech Republic (CZ),05.01.2018 20:00 - 05.01.2018 21:00 (CET),275,4172,207,279,526,12,0,0,0,127,89,119,0,2421,133,286,0,14,0,50
Czech Republic (CZ),05.01.2018 21:00 - 05.01.2018 22:00 (CET),280,4102,216,267,525,12,0,0,0,99,92,43,0,2427,130,284,0,14,0,51
Czech Republic (CZ),05.01.2018 22:00 - 05.01.2018 23:00 (CET),287,3962,224,246,516,12,0,0,0,72,88,32,0,2435,113,278,0,14,0,61
Czech Republic (CZ),05.01.2018 23:00 - 06.01.2018 00:00 (CET),293,3972,222,236,513,12,0,0,0,18,88,31,0,2437,109,275,0,14,0,66
Czech Republic (CZ),06.01.2018 00:00 - 06.01.2018 01:00 (CET),286,3722,198,235,501,12,0,0,0,491,80,41,0,2439,108,273,0,14,0,74
Czech Republic (CZ),06.01.2018 01:00 - 06.01.2018 02:00 (CET),285,3543,198,234,501,12,0,0,0,1107,81,29,0,2439,108,272,0,14,0,75
Czech Republic (CZ),06.01.2018 02:00 - 06.01.2018 03:00 (CET),286,3433,197,235,501,12,0,0,0,1114,81,28,0,2439,109,272,0,14,0,89
Czech Republic (CZ),06.01.2018 03:00 - 06.01.2018 04:00 (CET),287,3335,195,234,498,12,0,0,0,1106,81,28,0,2441,108,271,0,14,0,87
Czech Republic (CZ),06.01.2018 04:00 - 06.01.2018 05:00 (CET),289,3559,195,236,497,12,0,0,0,1099,81,28,0,2443,109,271,0,14,0,72
Czech Republic (CZ),06.01.2018 05:00 - 06.01.2018 06:00 (CET),279,3703,196,240,502,12,0,0,0,1089,81,28,0,2442,109,270,0,14,0,49
Czech Republic (CZ),06.01.2018 06:00 - 06.01.2018 07:00 (CET),288,3678,204,247,505,12,0,0,0,468,84,35,0,2443,114,271,0,14,0,41
Czech Republic (CZ),06.01.2018 07:00 - 06.01.2018 08:00 (CET),288,3611,196,250,500,12,0,0,0,5,88,43,0,2471,117,272,0,14,0,25
Czech Republic (CZ),06.01.2018 08:00 - 06.01.2018 09:00 (CET),297,3447,184,252,507,12,0,0,0,39,86,43,0,2515,120,273,27,14,0,21
Czech Republic (CZ),06.01.2018 09:00 - 06.01.2018 10:00 (CET),297,3574,205,257,517,12,0,0,0,104,86,44,0,2533,123,273,168,14,0,17
Czech Republic (CZ),06.01.2018 10:00 - 06.01.2018 11:00 (CET),294,3503,201,255,525,12,0,0,0,169,84,46,0,2552,125,276,416,14,0,10
Czech Republic (CZ),06.01.2018 11:00 - 06.01.2018 12:00 (CET),294,3470,204,253,536,12,0,0,0,167,80,151,0,2589,124,277,554,14,0,11
Czech Republic (CZ),06.01.2018 12:00 - 06.01.2018 13:00 (CET),295,3551,206,254,539,12,0,0,0,388,83,38,0,2631,124,277,531,14,0,11
Czech Republic (CZ),06.01.2018 13:00 - 06.01.2018 14:00 (CET),296,3415,204,247,534,12,0,0,0,352,80,37,0,2684,124,276,383,14,0,4
Czech Republic (CZ),06.01.2018 14:00 - 06.01.2018 15:00 (CET),292,3591,199,241,526,12,0,0,0,3,81,29,0,2699,121,274,181,14,0,3
Czech Republic (CZ),06.01.2018 15:00 - 06.01.2018 16:00 (CET),287,3546,206,246,533,12,0,0,0,3,83,29,0,2773,124,276,46,14,0,6
Czech Republic (CZ),06.01.2018 16:00 - 06.01.2018 17:00 (CET),293,3828,208,251,535,12,0,0,0,600,80,80,0,2842,126,277,1,15,0,5
Czech Republic (CZ),06.01.2018 17:00 - 06.01.2018 18:00 (CET),284,3924,206,264,533,12,0,0,0,679,77,227,0,2890,127,280,0,15,0,7
Czech Republic (CZ),06.01.2018 18:00 - 06.01.2018 19:00 (CET),284,3912,203,262,534,12,0,0,0,696,80,180,0,2909,127,282,0,15,0,11
Czech Republic (CZ),06.01.2018 19:00 - 06.01.2018 20:00 (CET),283,3923,205,261,536,12,0,0,0,694,84,74,0,2909,127,282,0,15,0,9
Czech Republic (CZ),06.01.2018 20:00 - 06.01.2018 21:00 (CET),284,3864,203,259,533,12,0,0,0,535,86,38,0,2908,126,275,0,15,0,10
Czech Republic (CZ),06.01.2018 21:00 - 06.01.2018 22:00 (CET),293,3796,202,246,524,12,0,0,0,111,86,36,0,2906,119,274,0,14,0,7
Czech Republic (CZ),06.01.2018 22:00 - 06.01.2018 23:00 (CET),293,3830,197,237,521,12,0,0,0,149,83,32,0,2907,111,273,0,14,0,7
Czech Republic (CZ),06.01.2018 23:00 - 07.01.2018 00:00 (CET),294,3646,196,231,517,12,0,0,0,213,81,25,0,2911,109,273,0,14,0,7
Czech Republic (CZ),07.01.2018 00:00 - 07.01.2018 01:00 (CET),284,3005,188,226,506,12,0,0,0,277,81,25,0,2909,108,271,0,14,0,8
Czech Republic (CZ),07.01.2018 01:00 - 07.01.2018 02:00 (CET),280,2861,185,230,509,12,0,0,0,340,81,25,0,2909,108,270,0,14,0,10
Czech Republic (CZ),07.01.2018 02:00 - 07.01.2018 03:00 (CET),276,2682,189,226,506,12,0,0,0,1003,81,25,0,2911,108,269,0,14,0,17
Czech Republic (CZ),07.01.2018 03:00 - 07.01.2018 04:00 (CET),276,2657,195,230,516,12,0,0,0,915,81,25,0,2909,107,268,0,14,0,16
Czech Republic (CZ),07.01.2018 04:00 - 07.01.2018 05:00 (CET),276,2616,197,232,521,12,0,0,0,1107,81,25,0,2906,108,267,0,14,0,23
Czech Republic (CZ),07.01.2018 05:00 - 07.01.2018 06:00 (CET),276,2558,183,222,516,12,0,0,0,1100,81,25,0,2907,108,266,0,14,0,26
Czech Republic (CZ),07.01.2018 06:00 - 07.01.2018 07:00 (CET),276,2557,184,220,516,12,0,0,0,1090,84,30,0,2905,114,269,0,14,0,34
Czech Republic (CZ),07.01.2018 07:00 - 07.01.2018 08:00 (CET),276,2792,194,237,510,12,0,0,0,730,88,36,0,2910,115,271,0,14,0,41
Czech Republic (CZ),07.01.2018 08:00 - 07.01.2018 09:00 (CET),278,3299,203,245,527,12,0,0,0,12,86,36,0,2910,115,272,9,14,0,49
Czech Republic (CZ),07.01.2018 09:00 - 07.01.2018 10:00 (CET),282,3392,208,248,535,12,0,0,0,144,87,30,0,2913,116,274,43,14,0,44
Czech Republic (CZ),07.01.2018 10:00 - 07.01.2018 11:00 (CET),285,3689,210,251,530,12,0,0,0,276,86,25,0,2909,120,276,63,14,0,47
Czech Republic (CZ),07.01.2018 11:00 - 07.01.2018 12:00 (CET),295,3815,209,251,527,12,0,0,0,408,86,25,0,2904,121,278,64,14,0,50
